PWP-0.25m,Normalized CAT-RMS,PVP-0.50m,Normalized CAT-RMS,PVP-0.75m,Normalized CAT-RMS
x1,y1,x2,y2,x3,y3
0.03974,0,0.01309,0,0.00356,0
0.03982,0,0.01256,0,0.00354,0
0.03955,0,0.01246,0,0.00371,0
0.03936,0,0.01233,0,0.00368,0
0.0395,0,0.01232,0,0.00343,0
0.03954,0,0.01228,0,0.00362,0
0.04022,0,0.01227,0,0.00387,0
0.03987,0,0.01227,0,0.00375,0
0.03993,0,0.01237,0,0.00351,0
0.03984,0,0.01261,0,0.00306,0
0.03981,0,0.01212,0,0.00284,0
0.03953,0,0.01226,0,0.00376,0
0.03944,0,0.01225,0,0.00383,0
0.03934,0,0.01257,0,0.00365,0
0.04007,0,0.01245,0,0.00339,0
0.04,0,0.01283,0,0.00352,0
0.04015,0,0.01239,0,0.00368,0
0.04002,0,0.01267,0,0.00392,0
0.04059,0,0.01329,0,0.00401,0
0.04039,0,0.01312,0,0.00435,0
0.04024,0,0.0134,0,0.0048,0
0.04095,0,0.01351,0,0.00466,0
0.0408,0,0.0136,0,0.00471,0
0.04072,0,0.01326,0,0.00508,0
0.04096,0,0.01372,0,0.00529,0
0.04086,0,0.01407,0,0.00568,0
0.04066,0,0.01507,0,0.00542,0
0.04094,0,0.0152,0,0.00522,0
0.04104,0,0.0154,0,0.00508,0
0.0407,0,0.01531,0,0.00524,0
0.04051,0,0.01474,0,0.00448,0
0.04055,0,0.01473,0,0.00422,0
0.04069,0,0.01434,0,0.00396,0
0.04072,0,0.01498,0,0.00388,0
0.04052,0,0.01459,0,0.00365,0
0.04034,0,0.01442,0,0.00353,0
0.04074,0,0.01418,0,0.00404,0
0.04052,0,0.01411,0,0.00398,0
0.04036,0,0.01345,0,0.00394,0
0.04048,0,0.0135,0,0.0042,0
0.04051,0,0.0141,0,0.0041,0
0.04023,0,0.01358,0,0.00401,0
0.04055,0,0.01335,0,0.00415,0
0.04059,0,0.01311,0,0.00427,0
0.04107,0,0.01306,0,0.00416,0
0.04075,0,0.01326,0,0.00415,0
0.04068,0,0.01298,0,0.00464,0
0.04102,0,0.01336,0,0.00413,0
0.04144,0,0.01334,0,0.00362,0
0.04139,0,0.01324,0,0.00421,0
0.04044,0,0.01255,0,0.00453,0
0.04113,0,0.01284,0,0.00433,0
0.04141,0,0.01293,0,0.00465,0
0.04116,0,0.01271,0,0.0048,0
0.04085,0,0.01256,0,0.00451,0
0.04117,0,0.01324,0,0.00422,0
0.04098,0,0.01339,0,0.00442,0
0.0414,0,0.01334,0,0.00456,0
0.0413,0,0.01324,0,0.00461,0
0.04139,0,0.01355,0,0.00465,0
0.04147,0,0.0136,0,0.00463,0
0.04163,0,0.01381,0,0.00449,0
0.04192,0,0.01389,0,0.00479,0
0.04194,0,0.01444,0,0.0046,0
0.04202,0,0.01429,0,0.00455,0
0.04191,0,0.01468,0,0.00468,0
0.04137,0,0.01469,0,0.00476,0
0.04151,0,0.01439,0,0.00489,0
0.04158,0,0.01411,0,0.00484,0
0.04171,0,0.01452,0,0.00493,0
0.04207,0,0.01447,0,0.00501,0
0.04212,0,0.01399,0,0.00484,0
0.04172,0,0.01389,0,0.00497,0
0.04232,0,0.01402,0,0.0047,0
0.04219,0,0.01414,0,0.00464,0
0.04211,0,0.01426,0,0.00443,0
0.04178,0,0.01416,0,0.00474,0
0.0419,0,0.0142,0,0.00465,0
0.0422,0,0.01429,0,0.00415,0
0.04173,0,0.01349,0,0.00445,0
0.04139,0,0.01367,0,0.00471,0
0.04171,0,0.01374,0,0.0043,0
0.04199,0,0.01334,0,0.00437,0
0.04195,0,0.0132,0,0.00462,0
0.04159,0,0.01319,0,0.00469,0
0.04202,0,0.01341,0,0.00459,0
0.04211,0,0.01324,0,0.00437,0
0.04187,0,0.01342,0,0.00465,0
0.04183,0,0.01373,0,0.00492,0
0.04189,0,0.01367,0,0.00537,0
0.04216,0,0.01376,0,0.00535,0
0.04213,0,0.01397,0,0.00532,0
0.04174,0,0.01337,0,0.00509,0
0.042,0,0.01362,0,0.00515,0
0.04209,0,0.01352,0,0.00502,0
0.04209,0,0.01363,0,0.00498,0
0.04223,0,0.01416,0,0.00525,0
0.04178,0,0.01405,0,0.00543,0
0.04203,0,0.01401,0,0.00565,0
0.04218,0,0.01414,0,0.00549,0
0.04214,0,0.01415,0,0.00545,0
0.04205,0,0.01403,0,0.00507,0
0.04227,0,0.01377,0,0.00559,0
0.04251,0,0.01376,0,0.0051,0
0.04211,0,0.01367,0,0.0052,0
0.04205,0,0.01368,0,0.00537,0
0.04205,0,0.01369,0,0.00532,0
0.04201,0,0.01376,0,0.00546,0
0.04183,0,0.01404,0,0.00515,0
0.04218,0,0.0139,0,0.00519,0
0.04225,0,0.01416,0,0.00521,0
0.0422,0,0.01394,0,0.00515,0
0.0422,0,0.01367,0,0.00513,0
0.04209,0,0.01316,0,0.00519,0
0.04246,0,0.01343,0,0.00478,0
0.0424,0,0.01318,0,0.00435,0
0.04233,0,0.01327,0,0.00458,0
0.04289,0,0.01268,0,0.0045,0
0.0421,0,0.01262,0,0.00448,0
0.04272,0,0.01291,0,0.00419,0
0.04264,0,0.01269,0,0.00427,0
0.04329,0,0.01309,0,0.00448,0
0.04329,0,0.01317,0,0.00416,0
