MS-0.25m,Normalized CAT-RMS,MS-0.75m,Normalized CAT-RMS
x1,y1,x2,y2
27.39846,0,37.00208,0.01492
27.39846,0,37.00208,0.01508
27.49959,0,36.89998,0.01529
27.39846,0,37.00208,0.01573
27.49959,0,37.00208,0.01595
27.49959,0,37.00208,0.01626
27.39846,0,37.00208,0.01652
27.39846,0,37.00208,0.01736
27.49959,0,36.89998,0.01896
27.39846,0,36.89998,0.01976
27.49959,0,37.00208,0.02035
27.49959,0,36.89998,0.02092
27.39846,0,36.89998,0.02122
27.39846,0,37.00208,0.02225
27.39846,0,36.89998,0.02279
27.39846,0,37.00208,0.02292
27.49959,0,37.09592,0.02321
27.39846,0,37.00208,0.02329
27.39846,0,37.00208,0.02364
27.39846,0,37.00208,0.02381
27.39846,0,37.00208,0.02406
27.49959,0,37.00208,0.02438
27.39846,0,37.00208,0.02454
27.39846,0,36.89998,0.02489
27.39846,0,37.00208,0.02523
27.39846,0,36.89998,0.02548
27.2977,0,36.89998,0.02562
27.39846,0,37.00208,0.0258
27.2977,0,37.00208,0.02606
27.2977,1.18075E-4,37.00208,0.02649
27.2977,1.18075E-4,36.89998,0.02688
27.2977,1.18075E-4,36.89998,0.02731
27.2977,1.18075E-4,37.00208,0.02762
27.2977,1.18075E-4,36.89998,0.02771
27.2977,1.18075E-4,37.00208,0.02803
27.2977,3.97311E-4,37.00208,0.02833
27.2977,3.97311E-4,37.00208,0.0284
27.2977,3.97311E-4,37.00208,0.02846
27.2977,3.97311E-4,36.89998,0.02846
27.19732,3.97311E-4,37.00208,0.0285
27.19732,3.97311E-4,36.89998,0.0285
27.09731,3.97311E-4,36.89998,0.0285
27.19732,3.97311E-4,36.89998,0.0285
27.19732,3.97311E-4,36.89998,0.02863
27.19732,3.97311E-4,36.89998,0.02872
27.19732,3.97311E-4,36.89998,0.02872
27.09731,3.97311E-4,37.00208,0.02874
27.19732,3.97311E-4,36.89998,0.02875
27.09731,3.97311E-4,36.89998,0.02887
26.99766,3.97311E-4,37.00208,0.02887
27.09731,0.00128,36.89998,0.02889
26.99766,0.00315,37.00208,0.02911
27.09731,0.00315,36.89998,0.02911
26.99766,0.00315,36.79816,0.02926
26.89838,0.00315,36.89998,0.02928
26.89838,0.00328,36.89998,0.02928
26.89838,0.00572,37.00208,0.02928
26.89838,0.00674,36.89998,0.02928
26.89838,0.00674,36.89998,0.02928
26.89838,0.00674,37.00208,0.02937
26.79947,0.00674,36.89998,0.0294
26.79947,0.00674,36.89998,0.02953
26.79947,0.00728,37.00208,0.02965
26.79947,0.00728,36.89998,0.02967
26.70091,0.00728,36.89998,0.0301
26.70091,0.00728,37.00208,0.03016
26.70091,0.00728,36.89998,0.03056
26.70091,0.00731,37.00208,0.0308
26.70091,0.00758,36.89998,0.03097
26.60273,0.00758,36.89998,0.03127
26.60273,0.00758,37.00208,0.03194
26.4988,0.00758,36.89998,0.03245
26.4988,0.00758,36.79816,0.03257
26.40135,0.00758,36.89998,0.03269
26.4988,0.00758,36.89998,0.0329
26.40135,0.00758,36.89998,0.03304
26.29821,0.00758,37.00208,0.03304
26.29821,0.00758,36.89998,0.03313
26.29821,0.00758,36.89998,0.03313
26.2015,0.00758,36.89998,0.03316
26.2015,0.00758,36.89998,0.03322
26.09914,0.00758,37.00208,0.03327
25.99717,0.00758,36.89998,0.03349
25.99717,0.00758,36.89998,0.03359
25.99717,0.00758,36.89998,0.03378
25.99717,0.00758,36.89998,0.03394
25.99717,0.00758,37.00208,0.03394
25.80038,0.00758,37.00208,0.03394
25.80038,0.00758,36.89998,0.03394
25.69959,0.00758,36.89998,0.03394
25.59919,0.00758,37.00208,0.03394
25.59919,0.00758,36.79816,0.03394
25.59919,0.00758,36.89998,0.03394
25.49918,0.00758,37.00208,0.03394
25.59919,0.00758,37.00208,0.03394
25.49918,0.00758,36.89998,0.03394
25.49918,0.00758,37.00208,0.03394
25.39956,0.00758,36.89998,0.03394
25.39956,0.00758,37.00208,0.03398
25.30033,0.00758,37.00208,0.034
25.30033,0.00758,36.89998,0.034
25.30033,0.00758,37.00208,0.03401
25.20149,0.00758,36.89998,0.03403
25.20149,0.00758,36.89998,0.03403
24.9992,0.00758,37.00208,0.03403
24.9992,0.00758,37.00208,0.03403
24.9992,0.00758,36.89998,0.03403
24.79854,0.00758,37.00208,0.03403
24.79854,0.00758,37.00208,0.03403
24.79854,0.00758,36.89998,0.03403
24.70166,0.00758,37.00208,0.03403
24.59949,0.00758,37.00208,0.03403
24.59949,0.00758,37.00208,0.03403
24.49775,0.00765,36.89998,0.03403
24.49775,0.00782,36.89998,0.03403
24.40204,0.0081,36.89998,0.03403
24.30111,0.00819,37.00208,0.03403
24.2006,0.00822,36.89998,0.03403
24.2006,0.00822,36.89998,0.03403
24.10051,0.00822,36.79816,0.03403
24.00082,0.00822,36.89998,0.03403
23.90155,0.00822,37.00208,0.03407
23.90155,0.00822,37.00208,0.03407
23.8027,0.00822,37.00208,0.03407
23.8027,0.00822,36.89998,0.03408
23.69879,0.00822,37.00208,0.03408
23.60077,0.00822,36.89998,0.03408
23.49774,0.00822,37.00208,0.03408
23.49774,0.00822,36.89998,0.03412
23.40055,0.00822,36.89998,0.03413
23.2984,0.00822,37.00208,0.03419
23.2984,0.00822,36.89998,0.03423
23.20204,0.00822,37.00208,0.03426
23.10075,0.00822,36.89998,0.03429
22.99991,0.00822,36.89998,0.03431
22.99991,0.00822,37.00208,0.03431
22.89951,0.00822,36.89998,0.03431
22.89951,0.00822,36.89998,0.03431
22.70001,0.00822,37.00208,0.03442
22.60092,0.00822,36.79816,0.03442
22.60092,0.00822,36.89998,0.03442
22.50226,0.00822,36.89998,0.03442
22.39887,0.00822,36.89998,0.03443
22.39887,0.00822,37.00208,0.03444
22.30109,0.00822,37.09592,0.03444
22.10172,0.00822,37.00208,0.03446
22.10172,0.00822,36.89998,0.03446
22.00018,0.00822,36.89998,0.03446
21.89909,0.00822,36.89998,0.03446
21.79848,0.00822,36.89998,0.03456
21.69832,0.00822,36.89998,0.03456
21.69832,0.00822,36.89998,0.03471
21.59863,0.00822,36.89998,0.03482
21.49939,0.00822,37.09592,0.03482
21.40061,0.00822,37.00208,0.03493
21.40061,0.00822,37.00208,0.03493
21.30228,0.00822,37.00208,0.03493
21.19953,0.00822,36.89998,0.03493
21.19953,0.00822,36.89998,0.03493
21.00033,0.00822,36.89998,0.03493
20.89903,0.00822,36.89998,0.03493
20.89903,0.00822,36.89998,0.03493
20.79822,0.00822,36.89998,0.03493
20.69789,0.00822,36.89998,0.03493
20.59805,0.00822,36.89998,0.03493
20.59805,0.00822,36.89998,0.03493
20.49869,0.00822,37.00208,0.03493
20.39981,0.00822,36.89998,0.03493
20.30141,0.00822,37.00208,0.03494
20.30141,0.00822,36.89998,0.03494
20.19883,0.00822,36.89998,0.03494
20.10139,0.00822,36.89998,0.03494
19.99982,0.00822,37.00208,0.03494
19.99982,0.00822,37.00208,0.03494
19.89877,0.00822,37.00208,0.03494
19.79822,0.00822,37.00208,0.03494
19.69818,0.00822,36.89998,0.03494
19.69818,0.00822,36.89998,0.03494
19.59865,0.00822,36.89998,0.03494
19.49962,0.00822,36.89998,0.03495
19.49962,0.00822,36.89998,0.03495
19.40109,0.00822,36.89998,0.03495
19.29861,0.00822,36.89998,0.03495
19.2011,0.00822,36.89998,0.03495
19.2011,0.00822,36.89998,0.03495
19.09968,0.00822,36.89998,0.03495
18.9988,0.00822,37.00208,0.03495
18.89845,0.00822,36.89998,0.03495
18.89845,0.00822,37.00208,0.03495
18.79863,0.00822,36.89998,0.03495
18.79863,0.00822,36.89998,0.03495
18.69934,0.00822,36.79816,0.03495
18.60056,0.00822,36.89998,0.03495
18.49806,0.00822,36.79816,0.03495
18.49806,0.00825,37.00208,0.03495
18.40035,0.00883,37.00208,0.03496
18.29895,0.00883,36.89998,0.03496
18.29895,0.01009,37.00208,0.03496
18.29895,0.01009,36.89998,0.03496
18.1981,0.01052,36.89998,0.03496
18.1981,0.01052,37.00208,0.03496
18.10198,0.01052,36.89998,0.03496
17.99808,0.01052,36.89998,0.03496
17.99808,0.01052,36.89998,0.03496
17.89889,0.01052,37.00208,0.03496
17.89889,0.01052,37.00208,0.03496
17.80025,0.01052,36.89998,0.03496
17.69808,0.01052,36.89998,0.03496
17.69808,0.01052,36.89998,0.03496
17.60055,0.01052,37.00208,0.03497
17.60055,0.01052,37.00208,0.03497
17.49952,0.01052,37.00208,0.03497
17.39907,0.01052,36.89998,0.03497
17.39907,0.01052,37.00208,0.03497
17.39907,0.01052,37.00208,0.03497
17.29921,0.01052,36.89998,0.03497
17.19991,0.01052,37.00208,0.03497
17.19991,0.01052,36.89998,0.03497
17.10118,0.01052,36.89998,0.03497
17.10118,0.01052,36.79816,0.03497
17.10118,0.01052,36.89998,0.03497
16.99911,0.01052,37.00208,0.03497
16.99911,0.01052,36.89998,0.03497
16.90154,0.01052,37.00208,0.03497
16.90154,0.01052,37.00208,0.03497
16.80065,0.01052,36.89998,0.03497
16.80065,0.01052,36.89998,0.03497
16.70037,0.01052,36.79816,0.03497
16.70037,0.01052,36.89998,0.03497
16.70037,0.01052,36.89998,0.03497
16.60069,0.01052,37.00208,0.03497
16.60069,0.01052,36.89998,0.03497
16.60069,0.01052,36.89998,0.03497
16.5016,0.01052,36.89998,0.03497
16.39933,0.01052,37.00208,0.03497
16.39933,0.01052,36.89998,0.03497
16.39933,0.01052,37.00208,0.03497
16.30145,0.01052,36.79816,0.03497
16.30145,0.01052,37.00208,0.03497
16.20041,0.01052,37.00208,0.03497
16.20041,0.01052,36.89998,0.03497
16.20041,0.01052,36.89998,0.03499
16.10001,0.01052,36.89998,0.03499
16.10001,0.01052,37.00208,0.035
16.00023,0.01052,36.89998,0.035
16.00023,0.01052,37.00208,0.03501
15.90106,0.01052,37.00208,0.03501
15.90106,0.01052,36.89998,0.03501
15.90106,0.01052,36.89998,0.03501
15.79887,0.01052,36.89998,0.03504
15.79887,0.01052,37.00208,0.03507
15.70096,0.01052,36.79816,0.03518
15.70096,0.01052,36.89998,0.03521
15.70096,0.01052,36.89998,0.03521
15.60006,0.01056,37.00208,0.03526
15.60006,0.01056,36.79816,0.03531
15.4998,0.01056,36.89998,0.03534
15.4998,0.01056,37.00208,0.03534
15.4998,0.01056,36.89998,0.03536
15.40019,0.01056,36.89998,0.03536
15.40019,0.01056,36.89998,0.03541
15.40019,0.01056,37.00208,0.03545
15.40019,0.01056,37.00208,0.03548
15.30122,0.01056,36.89998,0.03551
15.30122,0.01056,37.00208,0.03553
15.19939,0.01056,36.79816,0.03555
15.19939,0.01056,36.89998,0.03555
15.19939,0.01056,36.89998,0.03555
15.10171,0.01056,36.89998,0.03555
15.10171,0.01056,36.89998,0.03555
15.10171,0.01056,36.89998,0.03557
15.00121,0.01056,36.89998,0.03558
15.00121,0.01056,36.89998,0.03558
15.00121,0.01056,36.89998,0.03566
14.90137,0.01056,36.89998,0.03568
14.90137,0.01056,37.00208,0.03568
14.90137,0.01056,37.00208,0.03568
14.90137,0.01056,36.89998,0.03568
14.79879,0.01056,36.89998,0.03568
14.79879,0.01056,36.89998,0.03568
14.7003,0.01056,36.89998,0.03571
14.7003,0.01056,36.89998,0.03575
14.7003,0.01056,37.00208,0.03578
14.7003,0.01056,37.00208,0.0358
14.5991,0.01056,36.89998,0.0358
14.5991,0.01056,36.89998,0.03584
14.5991,0.01056,36.89998,0.03584
14.4986,0.01056,37.00208,0.03584
14.4986,0.01056,37.00208,0.03584
14.4986,0.01056,36.89998,0.03584
14.3988,0.01056,37.00208,0.03586
14.3988,0.01056,36.89998,0.03586
14.3988,0.01056,36.89998,0.03586
14.3988,0.01056,37.00208,0.03586
14.3988,0.01056,36.89998,0.03586
14.29967,0.01056,37.00208,0.03586
14.29967,0.01056,36.89998,0.03587
14.29967,0.01056,37.00208,0.03587
14.20124,0.01056,37.00208,0.03587
14.20124,0.01056,36.89998,0.03587
14.20124,0.01056,36.89998,0.03588
14.20124,0.01056,37.00208,0.0359
14.10023,0.01056,37.00208,0.03592
14.10023,0.01056,36.89998,0.03592
13.99994,0.01056,37.00208,0.03592
13.99994,0.01056,36.89998,0.03599
13.99994,0.01056,37.00208,0.036
13.99994,0.01056,36.89998,0.036
13.99994,0.01056,36.89998,0.036
13.90036,0.01056,37.00208,0.036
13.90036,0.01056,36.89998,0.036
13.90036,0.01056,37.00208,0.036
13.90036,0.01056,37.00208,0.036
13.8015,0.01056,37.00208,0.03608
13.8015,0.01056,36.89998,0.0362
13.8015,0.01056,37.00208,0.03624
13.8015,0.01056,36.89998,0.03624
13.70018,0.01056,37.00208,0.03634
13.70018,0.01056,36.89998,0.03642
13.70018,0.01056,36.89998,0.03643
13.70018,0.01056,36.89998,0.03643
13.70018,0.01056,36.89998,0.03646
13.5996,0.01056,36.89998,0.03646
13.5996,0.01056,36.89998,0.03646
13.5996,0.01056,36.89998,0.03646
13.5996,0.01056,36.89998,0.03646
13.49976,0.01056,37.00208,0.03647
13.49976,0.01056,37.00208,0.03647
13.49976,0.01056,36.89998,0.03648
13.49976,0.01056,36.89998,0.03648
13.40066,0.01056,37.00208,0.03652
13.40066,0.01056,37.00208,0.03652
13.40066,0.01056,36.89998,0.03652
13.40066,0.01056,37.00208,0.03652
13.40066,0.01056,36.89998,0.03652
13.29922,0.01056,37.00208,0.03652
13.29922,0.01056,36.89998,0.03652
13.29922,0.01056,37.00208,0.03652
13.29922,0.01056,36.89998,0.03652
13.29922,0.01056,36.89998,0.03652
13.19855,0.01056,36.89998,0.03652
13.19855,0.01056,36.79816,0.03661
13.19855,0.01056,36.89998,0.03665
13.19855,0.01056,37.00208,0.03665
13.19855,0.01056,37.00208,0.03665
13.09864,0.01056,37.00208,0.03665
13.09864,0.01056,36.89998,0.03665
13.09864,0.01056,36.89998,0.03665
13.09864,0.01056,36.89998,0.03665
13.09864,0.01056,36.89998,0.03665
12.99949,0.01056,37.00208,0.03665
12.99949,0.01056,36.89998,0.03665
12.99949,0.01056,37.00208,0.03665
12.99949,0.01056,37.00208,0.03665
12.99949,0.01056,36.89998,0.03665
12.99949,0.01056,36.89998,0.03665
12.90108,0.01056,36.79816,0.03665
12.90108,0.01056,36.89998,0.03665
12.90108,0.01056,37.00208,0.03665
12.90108,0.01056,36.89998,0.03665
12.90108,0.01056,36.89998,0.03665
12.80048,0.01056,36.89998,0.03678
12.80048,0.01056,37.00208,0.0368
12.80048,0.01056,36.89998,0.0368
12.80048,0.01056,37.00208,0.0368
12.80048,0.01056,36.89998,0.0368
12.80048,0.01056,36.89998,0.0368
12.80048,0.01056,36.89998,0.0368
12.80048,0.01056,37.00208,0.0368
12.80048,0.01056,36.89998,0.0368
12.70066,0.01056,36.89998,0.0368
12.70066,0.01056,36.89998,0.0368
12.70066,0.01056,37.00208,0.0368
12.70066,0.01056,36.89998,0.0368
12.70066,0.01056,36.89998,0.03682
12.59871,0.01056,36.89998,0.03684
12.70066,0.01056,36.89998,0.03684
12.59871,0.01111,37.00208,0.03695
12.59871,0.01111,36.89998,0.03695
12.59871,0.01111,37.00208,0.03695
12.59871,0.01111,36.89998,0.03695
12.59871,0.01111,36.89998,0.03695
12.59871,0.01111,37.09592,0.03695
12.59871,0.01111,36.89998,0.03695
12.59871,0.01111,37.00208,0.03695
12.50046,0.01111,36.89998,0.03695
12.50046,0.01111,36.89998,0.03695
12.50046,0.01124,37.00208,0.03695
12.50046,0.01124,36.89998,0.03695
12.50046,0.01124,37.00208,0.03695
12.50046,0.01124,37.00208,0.03695
12.40013,0.01124,37.00208,0.03695
12.40013,0.01124,36.89998,0.03695
12.40013,0.01124,36.89998,0.03695
12.40013,0.01124,36.89998,0.03695
12.40013,0.01124,36.89998,0.03695
12.40013,0.01124,36.89998,0.037
12.40013,0.01124,37.00208,0.037
12.40013,0.01124,36.89998,0.037
12.40013,0.01124,37.00208,0.037
12.40013,0.01124,36.89998,0.037
12.40013,0.01124,37.00208,0.03703
12.3006,0.01124,36.89998,0.03703
12.3006,0.01124,37.00208,0.03712
12.3006,0.01124,36.89998,0.03722
12.3006,0.01124,37.00208,0.03722
12.3006,0.01124,36.89998,0.03722
12.3006,0.01124,37.00208,0.03722
12.3006,0.01124,36.89998,0.03722
12.19905,0.01124,36.89998,0.03722
12.19905,0.01124,36.89998,0.03722
12.19905,0.01124,37.00208,0.03722
12.19905,0.01125,36.89998,0.03726
12.19905,0.01125,36.89998,0.03726
12.19905,0.01125,36.89998,0.03731
12.19905,0.01125,36.89998,0.03731
12.19905,0.01125,37.00208,0.03732
12.19905,0.01125,36.89998,0.03738
12.19905,0.01125,36.89998,0.03742
12.10114,0.01125,36.89998,0.03751
12.10114,0.01125,37.00208,0.03762
12.10114,0.01125,37.00208,0.03765
12.10114,0.01125,37.00208,0.03769
12.10114,0.01125,36.89998,0.03769
12.10114,0.01125,37.00208,0.03769
12.10114,0.01125,37.00208,0.03769
12.10114,0.01125,36.89998,0.0377
12.10114,0.01125,37.00208,0.0377
12.10114,0.01125,36.89998,0.03772
12.10114,0.01125,36.89998,0.03772
12.10114,0.01125,36.89998,0.03772
12.10114,0.01125,36.89998,0.03776
12.00124,0.01173,37.00208,0.03788
12.10114,0.01173,36.79816,0.03788
12.00124,0.01173,36.89998,0.03788
12.00124,0.01173,36.89998,0.0379
12.00124,0.01173,37.00208,0.03791
12.00124,0.01173,37.00208,0.03791
12.00124,0.01173,36.89998,0.03791
12.00124,0.01173,37.00208,0.03792
12.00124,0.01173,36.89998,0.03792
12.00124,0.01173,36.89998,0.03792
12.00124,0.01173,37.00208,0.03792
12.00124,0.01173,36.89998,0.03793
12.00124,0.01173,36.89998,0.03793
12.00124,0.01173,36.89998,0.03793
11.89943,0.01173,37.00208,0.03793
11.89943,0.01173,36.89998,0.03793
11.89943,0.01173,37.00208,0.03793
12.00124,0.01173,36.89998,0.03793
11.89943,0.01173,36.89998,0.03793
11.89943,0.01173,36.89998,0.03793
11.89943,0.01173,37.00208,0.03793
11.89943,0.01173,36.89998,0.03793
11.89943,0.01203,36.89998,0.03793
11.89943,0.01209,36.89998,0.03793
11.89943,0.0122,36.89998,0.03793
11.89943,0.01341,37.00208,0.03793
11.89943,0.01341,36.89998,0.03797
11.89943,0.01363,36.89998,0.03797
11.89943,0.01363,37.00208,0.03801
11.89943,0.01423,36.89998,0.03801
11.89943,0.01423,36.89998,0.03801
11.89943,0.01423,36.89998,0.03802
11.8012,0.01436,36.89998,0.03802
11.8012,0.01465,36.89998,0.03802
11.89943,0.01465,36.89998,0.03802
11.8012,0.01566,37.00208,0.03802
11.8012,0.01968,36.89998,0.03802
11.8012,0.0252,36.89998,0.03803
11.8012,0.03113,37.00208,0.03803
11.8012,0.0315,36.89998,0.03803
11.8012,0.0315,36.89998,0.03803
11.8012,0.0315,36.89998,0.03803
11.8012,0.0315,37.00208,0.03803
11.8012,0.0315,36.89998,0.03803
11.8012,0.0315,37.00208,0.03803
11.8012,0.0315,36.89998,0.03803
11.8012,0.0315,36.89998,0.03803
11.8012,0.0315,36.89998,0.03803
11.8012,0.0315,36.89998,0.03803
11.8012,0.0315,37.00208,0.03803
11.8012,0.0315,36.89998,0.03803
11.8012,0.0315,36.89998,0.03803
11.70109,0.0315,36.89998,0.03811
11.8012,0.03178,37.00208,0.03816
11.8012,0.03178,37.00208,0.03825
11.8012,0.0318,37.00208,0.03828
11.70109,0.0318,36.79816,0.03828
11.70109,0.0318,37.00208,0.03836
11.70109,0.0318,37.00208,0.0384
11.70109,0.0318,36.89998,0.03844
11.70109,0.0318,37.00208,0.03848
11.70109,0.0318,36.89998,0.03848
11.70109,0.0318,36.89998,0.03848
11.70109,0.0318,36.89998,0.03848
11.70109,0.0318,36.89998,0.03848
11.70109,0.0318,36.89998,0.03849
11.70109,0.0318,36.89998,0.03853
11.70109,0.0318,36.89998,0.03855
11.70109,0.0318,36.79816,0.03855
11.70109,0.0318,36.89998,0.0386
11.70109,0.0318,36.79816,0.03867
11.70109,0.0318,36.89998,0.03867
11.70109,0.0318,37.00208,0.03867
11.70109,0.0318,37.00208,0.03889
11.70109,0.0318,37.00208,0.03901
11.70109,0.0318,37.00208,0.03902
11.70109,0.0318,36.89998,0.03923
11.70109,0.0318,36.89998,0.03971
11.70109,0.0318,36.89998,0.04022
11.59915,0.0318,36.89998,0.04197
11.70109,0.0318,36.89998,0.0427
11.70109,0.0318,36.89998,0.04271
11.70109,0.0318,37.00208,0.04298
11.70109,0.03182,37.00208,0.04462
11.59915,0.03201,36.89998,0.04549
11.59915,0.03201,36.89998,0.04597
11.59915,0.03201,36.89998,0.04606
11.59915,0.03201,37.00208,0.04611
11.59915,0.03201,36.89998,0.04629
11.59915,0.03201,36.89998,0.04675
11.59915,0.03208,36.89998,0.04706
11.59915,0.03208,37.00208,0.04706
11.59915,0.03208,36.89998,0.04707
11.59915,0.03208,37.00208,0.04707
11.59915,0.03208,37.00208,0.04707
11.59915,0.03208,36.89998,0.04707
11.59915,0.03208,37.00208,0.04707
11.59915,0.03208,37.00208,0.04707
11.59915,0.03208,36.89998,0.04714
11.59915,0.03208,36.89998,0.04749
11.59915,0.03208,36.89998,0.04749
11.59915,0.03208,36.89998,0.04755
11.59915,0.03208,37.00208,0.04755
11.59915,0.03208,37.00208,0.04756
11.59915,0.03208,36.89998,0.04756
11.59915,0.03208,37.09592,0.04756
11.59915,0.03258,37.00208,0.04756
11.59915,0.03258,36.89998,0.04756
11.59915,0.03266,36.89998,0.04759
11.59915,0.03266,36.89998,0.04759
11.59915,0.03266,37.00208,0.04759
11.59915,0.03266,36.89998,0.04759
11.59915,0.03266,37.00208,0.04759
11.59915,0.03266,36.89998,0.04759
11.59915,0.03266,37.00208,0.04759
11.59915,0.03266,36.89998,0.04759
11.59915,0.03266,36.89998,0.04759
11.59915,0.03266,37.00208,0.04759
11.59915,0.03266,36.89998,0.04759
11.59915,0.03266,36.89998,0.04759
11.50075,0.03266,37.00208,0.04761
11.50075,0.03267,37.00208,0.04761
11.50075,0.03267,36.89998,0.04761
11.50075,0.03267,37.00208,0.04761
11.50075,0.03267,36.89998,0.04767
11.50075,0.03267,36.89998,0.04781
11.59915,0.03267,37.00208,0.048
11.50075,0.03267,37.00208,0.048
11.50075,0.03267,37.00208,0.048
11.50075,0.03267,36.89998,0.048
11.50075,0.03267,36.89998,0.048
11.50075,0.03267,37.00208,0.048
11.50075,0.03267,37.00208,0.048
11.50075,0.03267,36.89998,0.04801
11.50075,0.03267,36.89998,0.04801
11.50075,0.03267,36.89998,0.04801
11.50075,0.03267,36.89998,0.04801
11.50075,0.03267,36.89998,0.04801
11.50075,0.03267,36.89998,0.04801
11.50075,0.03267,36.79816,0.04801
11.50075,0.03267,37.09592,0.04801
11.50075,0.03267,37.00208,0.04801
11.50075,0.03267,37.00208,0.04805
11.50075,0.03267,37.00208,0.0481
11.50075,0.03267,36.89998,0.0481
11.50075,0.03267,36.89998,0.0481
11.50075,0.03267,36.89998,0.04814
11.50075,0.03267,36.89998,0.04814
11.50075,0.03267,37.00208,0.04814
11.50075,0.03267,36.89998,0.04814
11.50075,0.03267,36.89998,0.04818
11.50075,0.03267,37.00208,0.04818
11.50075,0.03267,37.00208,0.04818
11.50075,0.03267,36.89998,0.04818
11.50075,0.03267,37.00208,0.04818
11.50075,0.03267,36.89998,0.04818
11.50075,0.03267,36.89998,0.04818
11.50075,0.03267,36.89998,0.04818
11.50075,0.03267,36.89998,0.04818
11.50075,0.03267,37.00208,0.04818
11.50075,0.03267,36.89998,0.04818
11.50075,0.03267,37.00208,0.04818
11.50075,0.03267,36.89998,0.04818
11.50075,0.03267,36.89998,0.04818
11.40056,0.03267,36.89998,0.04818
11.40056,0.03267,36.89998,0.04818
11.50075,0.03267,36.89998,0.04818
11.50075,0.03267,37.00208,0.04818
11.40056,0.03267,36.89998,0.04826
11.40056,0.03267,36.89998,0.04826
11.40056,0.03267,36.89998,0.04826
11.40056,0.03267,36.89998,0.04826
11.50075,0.03281,36.89998,0.04826
11.40056,0.03281,36.89998,0.04826
11.50075,0.03281,37.00208,0.04826
11.40056,0.03281,36.89998,0.04826
11.40056,0.03281,36.89998,0.04828
11.40056,0.03281,36.89998,0.04835
11.40056,0.03281,36.89998,0.04835
11.40056,0.03281,37.00208,0.04839
11.40056,0.03327,37.09592,0.0484
11.40056,0.03327,37.00208,0.0484
11.40056,0.03327,37.00208,0.0484
11.40056,0.03327,36.89998,0.04841
11.40056,0.03327,36.89998,0.04841
11.40056,0.03327,37.00208,0.04841
11.40056,0.03327,36.89998,0.04844
11.40056,0.03327,37.00208,0.04844
11.40056,0.03327,36.89998,0.04844
11.40056,0.0333,36.89998,0.04844
11.40056,0.0333,36.89998,0.04847
11.40056,0.03392,36.89998,0.04847
11.40056,0.03392,36.89998,0.04849
11.40056,0.03392,37.00208,0.04849
11.40056,0.03392,36.89998,0.04849
11.40056,0.03425,36.89998,0.04849
11.40056,0.03425,36.89998,0.04852
11.40056,0.03425,36.89998,0.04852
11.40056,0.03425,36.89998,0.04852
11.40056,0.03425,37.00208,0.04852
11.40056,0.03438,37.09592,0.04858
11.40056,0.03506,37.00208,0.04858
11.40056,0.03506,36.89998,0.04858
11.40056,0.03511,37.00208,0.04859
11.40056,0.03511,36.89998,0.0486
11.40056,0.03891,37.00208,0.0486
11.40056,0.03891,37.00208,0.0486
11.40056,0.03891,36.89998,0.0486
11.40056,0.03913,36.89998,0.0486
11.40056,0.03913,36.89998,0.0486
11.40056,0.03965,36.89998,0.0486
11.40056,0.03986,37.00208,0.0486
11.40056,0.03986,36.89998,0.0486
11.40056,0.03986,36.89998,0.0486
11.40056,0.03986,36.89998,0.0486
11.40056,0.03986,36.89998,0.04863
11.40056,0.03986,37.00208,0.04863
11.40056,0.03986,36.89998,0.04863
11.40056,0.03986,37.00208,0.04863
11.40056,0.03986,36.89998,0.04863
11.40056,0.03986,37.00208,0.04863
11.40056,0.03986,36.89998,0.04863
11.40056,0.03986,36.89998,0.04863
11.40056,0.04012,36.89998,0.04865
11.40056,0.04012,37.00208,0.04865
11.30124,0.04012,36.89998,0.04865
11.30124,0.04012,37.00208,0.04872
11.40056,0.0406,36.89998,0.04881
11.30124,0.04091,36.89998,0.04883
11.40056,0.04091,36.89998,0.04883
11.30124,0.04091,37.00208,0.04883
11.30124,0.04091,37.00208,0.04883
11.30124,0.04159,36.89998,0.04886
11.30124,0.04159,36.89998,0.04886
11.30124,0.04261,36.89998,0.04886
11.30124,0.04261,36.89998,0.04893
11.30124,0.04261,36.89998,0.04897
11.30124,0.04261,36.79816,0.04921
11.30124,0.04261,36.89998,0.04955
11.30124,0.04261,37.00208,0.04968
11.30124,0.04261,36.89998,0.04975
11.30124,0.04265,37.00208,0.04975
11.30124,0.04309,36.89998,0.04975
11.30124,0.04309,36.89998,0.04975
11.30124,0.04309,36.89998,0.04975
11.30124,0.0453,36.89998,0.04975
11.30124,0.05115,37.00208,0.04975
11.30124,0.05274,36.89998,0.04975
11.30124,0.05661,36.89998,0.04975
11.30124,0.06045,36.89998,0.04975
11.30124,0.06407,37.00208,0.04979
11.30124,0.06908,36.89998,0.05004
11.30124,0.07306,37.00208,0.05004
11.30124,0.07681,37.00208,0.05004
11.30124,0.07997,36.89998,0.05004
11.30124,0.08328,36.89998,0.05004
11.30124,0.08424,36.89998,0.05004
11.30124,0.0855,36.89998,0.05004
11.30124,0.08595,36.79816,0.0502
11.30124,0.08762,37.09592,0.05052
11.30124,0.08793,37.00208,0.05052
11.30124,0.08793,37.00208,0.05069
11.30124,0.08949,36.89998,0.05071
11.30124,0.09838,36.89998,0.05071
11.30124,0.10049,37.00208,0.05082
11.30124,0.10423,37.00208,0.0509
11.30124,0.10893,36.79816,0.05106
