MS-0.25m,Normalized CAT-RMS,MS-0.75m,Normalized CAT-RMS
x1,y1,x2,y2
27.49959,0,36.89998,0.00451
27.60108,0,36.89998,0.00451
27.39846,0,36.89998,0.00451
27.39846,0,37.00208,0.00452
27.49959,0,37.00208,0.00452
27.49959,0,37.00208,0.00452
27.49959,0,36.89998,0.00453
27.49959,0,36.89998,0.00453
27.49959,0,36.89998,0.00454
27.49959,0,37.00208,0.00454
27.49959,0,37.00208,0.00454
27.60108,0,36.89998,0.00454
27.49959,0,36.89998,0.00455
27.49959,0,36.89998,0.00455
27.49959,0,37.00208,0.00455
27.49959,0,36.89998,0.00455
27.49959,0,36.89998,0.00455
27.49959,0,36.89998,0.00455
27.49959,0,37.00208,0.00455
27.60108,0,37.00208,0.00455
27.49959,0,36.89998,0.0046
27.49959,0,36.79816,0.0046
27.49959,0,37.00208,0.0046
27.49959,0,36.79816,0.0046
27.39846,0,36.89998,0.0046
27.49959,0,36.89998,0.0046
27.60108,0,36.89998,0.0046
27.49959,0,36.89998,0.0046
27.60108,0,37.00208,0.00462
27.49959,0,36.89998,0.00462
27.49959,0,37.00208,0.00464
27.49959,0,37.00208,0.00464
27.49959,0,36.89998,0.00464
27.60108,0,36.89998,0.00464
27.60108,0,37.00208,0.00464
27.49959,0,37.00208,0.00464
27.49959,0,37.00208,0.00464
27.49959,0,36.89998,0.00464
27.49959,0,37.00208,0.00464
27.49959,0,36.89998,0.00464
27.49959,0,37.00208,0.00464
27.49959,0,36.89998,0.00466
27.49959,0,36.89998,0.00468
27.49959,0,36.89998,0.00468
27.49959,0,36.89998,0.00473
27.60108,0,36.89998,0.00473
27.39846,0,36.89998,0.00473
27.60108,0,37.00208,0.00473
27.49959,0,36.89998,0.00473
27.49959,0,36.89998,0.00473
27.49959,0,36.89998,0.00473
27.49959,0,37.00208,0.00473
27.49959,0,36.89998,0.00473
27.49959,0,36.89998,0.00473
27.49959,0,36.89998,0.00473
27.39846,0,36.89998,0.00473
27.49959,0,36.89998,0.00473
27.60108,0,36.89998,0.00473
27.49959,0,36.89998,0.00473
27.49959,0,37.00208,0.00473
27.49959,0,36.89998,0.00473
27.39846,0,36.89998,0.00473
27.49959,0,36.89998,0.00478
27.49959,0,36.89998,0.00481
27.49959,0,36.89998,0.00486
27.49959,0,36.89998,0.00489
27.49959,0,36.89998,0.00489
27.49959,0,36.89998,0.00489
27.49959,0,37.00208,0.00492
27.49959,0,36.89998,0.00492
27.49959,0,36.89998,0.00496
27.49959,0,37.00208,0.00497
27.39846,0,36.89998,0.00497
27.49959,0,37.00208,0.00499
27.49959,0,36.79816,0.005
27.49959,0,36.79816,0.00501
27.49959,0,36.89998,0.00506
27.49959,0,37.00208,0.00506
27.49959,0,36.89998,0.0051
27.39846,0,36.89998,0.0051
27.49959,0,36.89998,0.0051
27.49959,0,36.89998,0.0051
27.49959,0,37.00208,0.00513
27.49959,0,36.79816,0.00515
27.49959,0,36.89998,0.00518
27.49959,0,36.89998,0.00519
27.49959,0,36.89998,0.00524
27.49959,0,37.00208,0.00526
27.39846,0,36.89998,0.00528
27.49959,0,36.89998,0.00528
27.49959,0,37.00208,0.00528
27.49959,0,36.89998,0.00528
27.49959,0,37.00208,0.00528
27.49959,0,36.79816,0.00528
27.49959,0,37.00208,0.00529
27.49959,0,36.89998,0.00529
27.49959,0,36.89998,0.0053
27.39846,0,37.00208,0.0053
27.49959,0,36.89998,0.0053
27.49959,0,36.89998,0.0053
27.49959,0,36.89998,0.00534
27.49959,0,36.89998,0.00546
27.39846,0,37.00208,0.00549
27.49959,0,36.89998,0.00556
27.39846,0,36.89998,0.00556
27.49959,0,36.79816,0.00562
27.49959,0,36.89998,0.00718
27.49959,0,36.89998,0.00835
27.49959,0,37.00208,0.00856
27.49959,0,36.89998,0.00888
27.49959,0,37.00208,0.00956
27.49959,0,36.89998,0.01011
27.49959,0,36.89998,0.01056
27.49959,0,36.89998,0.01114
27.49959,0,37.00208,0.01143
27.39846,0,36.89998,0.0123
27.39846,0,36.89998,0.01325
27.49959,0,36.89998,0.0142
27.49959,0,36.89998,0.01451
27.49959,0,36.89998,0.01476
