MS-0.25m,Normalized CAT-RMS,MS-0.5m,Normalized CAT-RMS,MS-0.75m,Normalized CAT-RMS
x1,y1,x2,y2,x3,y3
36.1,0.00968,32.1,1.41058E-4,26.1,0.00875
36.1,0.00979,32,1.41058E-4,26.1,0.00956
36.2,0.00979,32.1,1.41058E-4,26.1,0.01055
36.2,0.00979,32.1,1.41058E-4,26.2,0.0111
36.1,0.00979,32,1.41058E-4,26.2,0.01397
36.2,0.00979,32.1,1.41058E-4,26.1,0.01417
36.2,0.00979,32.1,1.41058E-4,26.1,0.01549
36.2,0.00979,32.1,1.41058E-4,26.2,0.01773
36.1,0.00979,32.1,1.41058E-4,26.1,0.01949
36.2,0.00979,32.1,1.41058E-4,26.1,0.02411
36.1,0.00979,32.1,1.41058E-4,26.1,0.02667
36.2,0.00979,32.1,1.41058E-4,26.2,0.02742
36.1,0.00979,32.1,1.41058E-4,26.1,0.02905
36.2,0.00979,32.1,1.41058E-4,26.1,0.03217
