MS-0.25m,Normalized CAT-RMS,MS-0.5m,Normalized CAT-RMS,MS-0.75m,Normalized CAT-RMS
x1,y1,x2,y2,x3,y3
36.2,0.00979,32.1,1.41058E-4,26.1,0.03317
36.2,0.00979,32.1,1.41058E-4,26.2,0.03468
36.2,0.00979,32.1,1.41058E-4,26.1,0.03857
36.2,0.00979,32.1,1.41058E-4,26.1,0.04067
36.1,0.00979,32.2,1.41058E-4,26.1,0.04124
36.2,0.00979,32.1,1.41058E-4,26.1,0.0421
36.2,0.00979,32.1,1.41058E-4,26.1,0.04347
36.2,0.00979,32.1,1.41058E-4,26.2,0.04462
36.2,0.00979,32,1.41058E-4,26.1,0.04499
36.2,0.00979,32,1.41058E-4,26.1,0.04627
36.2,0.00979,32,1.41058E-4,26.1,0.04912
36.2,0.00979,32.2,1.41058E-4,26.1,0.05056
36.2,0.00979,32.1,1.41058E-4,26.2,0.05354
36.2,0.00979,32,1.41058E-4,26.1,0.05439
36.1,0.00979,32,1.41058E-4,26.2,0.05671
36.2,0.00979,32.1,1.41058E-4,26.1,0.05671
36.2,0.00979,32.1,1.41058E-4,26.1,0.05736
36.1,0.00979,32.1,1.41058E-4,26.1,0.05736
36.2,0.00979,32.1,1.41058E-4,26.2,0.05736
36.2,0.00979,32.1,1.41058E-4,26.1,0.05736
36.3,0.00979,32.1,1.41058E-4,26.1,0.05761
36.2,0.00982,32.1,1.41058E-4,26.1,0.05952
36.2,0.00982,32.1,1.41058E-4,26,0.05952
36.1,0.00982,32.1,1.41058E-4,26.1,0.05995
36.2,0.00982,32,1.41058E-4,26.2,0.06076
36.1,0.00982,32,1.41058E-4,26.1,0.06122
36.2,0.00996,32.1,1.41058E-4,26.2,0.06327
36.2,0.00996,32.1,1.41058E-4,26.1,0.06327
36.1,0.01002,32.1,1.41058E-4,26.1,0.06507
36.2,0.01002,32.1,1.41058E-4,26.1,0.06562
36.2,0.01002,32.1,1.41058E-4,26.1,0.06565
36.2,0.01005,32.2,1.41058E-4,26.2,0.06704
36.1,0.01008,32,1.41058E-4,26.2,0.06767
36.1,0.01008,32,1.41058E-4,26.1,0.0688
36.2,0.01012,32.1,1.41058E-4,26.2,0.06903
36.2,0.01013,32.1,1.41058E-4,26.1,0.06984
36.1,0.01014,32,1.41058E-4,26.2,0.07138
36.1,0.01014,32.1,1.41058E-4,26.1,0.07193
36.3,0.01017,32,1.41058E-4,26.1,0.07346
36.1,0.01017,32,1.41058E-4,26.2,0.07401
36.2,0.01018,32.1,1.41058E-4,26.1,0.07409
36.2,0.01018,32,1.41058E-4,26.2,0.07655
36.1,0.01018,32,1.41058E-4,26.1,0.07743
36.2,0.01018,32,1.41058E-4,26.1,0.07868
36.2,0.01019,32,1.5777E-4,26.1,0.07911
36.1,0.01019,32,1.5777E-4,26.1,0.07989
36.2,0.01019,31.9,1.5777E-4,26.2,0.08015
36.2,0.01025,32,1.5777E-4,26.2,0.08084
36.2,0.01031,32,1.5777E-4,26.2,0.08335
36.1,0.01049,32,1.5777E-4,26.1,0.08426
36.1,0.0108,32,1.5777E-4,26.1,0.08448
36.1,0.01086,32,1.5777E-4,26.1,0.08452
36.2,0.01113,32,1.5777E-4,26.2,0.08487
36.1,0.01141,32,1.5777E-4,26.1,0.085
36.1,0.01157,32,1.5777E-4,26.2,0.08508
36.1,0.01175,32,1.5777E-4,26.1,0.08625
36.2,0.01222,32,1.5777E-4,26.1,0.08675
36.2,0.0125,32,1.5777E-4,26.1,0.08833
36.1,0.01276,31.9,1.69122E-4,26.1,0.08985
36.2,0.01297,32,1.69122E-4,26.1,0.09199
36.2,0.01319,31.9,1.69122E-4,26.2,0.09409
36.3,0.01325,32,1.76094E-4,26.1,0.0944
36.2,0.01328,31.9,1.76094E-4,26.1,0.0944
36.1,0.01335,31.9,1.76094E-4,26.2,0.0944
36.2,0.01339,31.8,1.76094E-4,26.2,0.0944
36.1,0.01345,31.8,1.76094E-4,26.1,0.0944
36.1,0.01354,31.9,1.76094E-4,26.1,0.09494
36.2,0.01354,31.7,1.76094E-4,26.2,0.09494
36.2,0.01356,31.8,1.76094E-4,26.1,0.09494
36.2,0.01356,31.7,2.03983E-4,26.2,0.09494
36.2,0.01356,31.7,4.64025E-4,26.2,0.09494
36.2,0.01356,31.6,5.81153E-4,26.1,0.09506
36.2,0.01356,31.6,6.10654E-4,26.2,0.09506
36.1,0.01356,31.7,7.52377E-4,26.1,0.09523
36.2,0.01356,31.6,0.00115,26.2,0.0953
36.2,0.01356,31.7,0.0013,26.1,0.0953
36.2,0.01356,31.7,0.00138,26.2,0.0953
36.1,0.01356,31.7,0.00164,26.1,0.0953
36.1,0.01356,31.6,0.00178,26.1,0.0953
36.2,0.01356,31.6,0.00215,26.1,0.09532
36.2,0.01356,31.6,0.00218,26.1,0.09532
36.2,0.01356,31.5,0.0022,26.1,0.09532
36.1,0.01356,31.6,0.0022,26.1,0.09532
36.2,0.01356,31.5,0.0022,26.1,0.09532
36.1,0.01356,31.5,0.0022,26.2,0.09532
36.2,0.01356,31.4,0.0022,26.1,0.09532
36.1,0.01361,31.3,0.0022,26.1,0.09532
36.2,0.01361,31.2,0.0022,26.1,0.09532
36.2,0.01361,31.3,0.0022,26.2,0.09613
36.2,0.01366,31.2,0.0022,26.2,0.09613
36.1,0.01366,31.3,0.0022,26.1,0.09613
36.1,0.01366,31.3,0.0022,26.2,0.09613
36.1,0.01366,31.3,0.0022,26.1,0.09613
36.2,0.01366,31.3,0.0022,26.1,0.09613
36.1,0.01366,31.2,0.0022,26.2,0.09613
36.3,0.01366,31.2,0.0022,26.2,0.09613
36.1,0.01377,31.1,0.0022,26.1,0.09613
36.2,0.01377,31,0.0022,26.2,0.09613
36.2,0.01377,31,0.0022,26.1,0.09613
36.2,0.01377,31,0.0022,26.1,0.09682
36.2,0.0139,31,0.0022,26.1,0.09682
36.2,0.0139,31,0.0022,26.1,0.09682
36.1,0.014,31,0.0022,26.1,0.09742
36.2,0.014,30.9,0.0022,26.2,0.09742
36.2,0.01408,30.9,0.0022,26.1,0.09742
36.2,0.01408,30.8,0.0022,26.2,0.09742
36.2,0.01408,30.8,0.0022,26.2,0.09744
36.3,0.01408,30.8,0.0022,26.1,0.09744
36.2,0.01415,30.7,0.0022,26.1,0.09744
36.2,0.01415,30.6,0.0022,26.2,0.09744
36.1,0.01425,30.6,0.0022,26.1,0.09744
36.2,0.01425,30.7,0.0022,26.1,0.09744
36.2,0.01425,30.6,0.0022,26.2,0.09744
36.2,0.01425,30.5,0.0022,26.2,0.09744
36.2,0.01425,30.4,0.0022,26.1,0.09744
36.2,0.01435,30.4,0.0022,26.2,0.09744
36.2,0.01435,30.4,0.0022,26.1,0.09744
36.2,0.01435,30.3,0.0022,26.1,0.09744
36.1,0.01435,30.3,0.0022,26.1,0.09744
36.1,0.01436,30.3,0.0022,26.1,0.09744
36.3,0.01451,30.2,0.0022,26.2,0.09744
36.2,0.01451,30.1,0.0022,26.2,0.09744
36.2,0.01461,30.2,0.0022,26.1,0.09744
36.2,0.01475,30.1,0.0022,26.2,0.09744
36.1,0.01485,30.1,0.0022,26.1,0.09744
36.1,0.015,30,0.0022,26.2,0.09744
36.1,0.01501,30,0.0022,26.2,0.09744
36.2,0.01501,29.9,0.0022,26.2,0.09744
36.2,0.01503,29.9,0.0022,26.2,0.09744
36.2,0.01503,29.8,0.0022,26.1,0.09744
36.2,0.01503,29.7,0.0022,26.2,0.09744
36.2,0.01518,29.7,0.0022,26.1,0.09744
36.2,0.01528,29.6,0.0022,26.2,0.09744
36.3,0.01572,29.7,0.0022,26.2,0.09744
36.1,0.01578,29.6,0.0022,26.2,0.09744
36.2,0.01582,29.7,0.0022,26.1,0.09744
36.2,0.0159,29.6,0.0022,26.2,0.09744
36.1,0.01592,29.6,0.0022,26.1,0.09744
36.1,0.01604,29.4,0.0022,26.2,0.09744
36.2,0.01604,29.4,0.0022,26.1,0.09744
36.2,0.01604,29.3,0.0022,26.1,0.09744
36.2,0.01604,29.3,0.0022,26.1,0.09766
36.1,0.01606,29.3,0.0022,26.2,0.09766
36.2,0.0161,29.2,0.0022,26.2,0.09766
36.2,0.01614,29.1,0.0022,26.2,0.09766
36.2,0.01615,29,0.0022,26.1,0.09766
36.1,0.01615,29.1,0.0022,26.1,0.09766
36.1,0.01615,29,0.0022,26.2,0.09766
36.3,0.01626,28.9,0.00226,26.1,0.09766
36.2,0.01626,28.9,0.00226,26.1,0.09766
36.2,0.01634,28.7,0.00226,26.1,0.09766
36.2,0.01634,28.8,0.00226,26.1,0.09766
36.2,0.01634,28.7,0.00226,26.1,0.09766
36.2,0.01634,28.7,0.00226,26.1,0.09766
36.2,0.01634,28.7,0.00226,26.2,0.09766
36.2,0.01634,28.6,0.00226,26.2,0.09766
36.2,0.01634,28.6,0.00226,26.2,0.09766
36.2,0.01645,28.5,0.00226,26.2,0.09766
36.2,0.01651,28.5,0.00226,26.2,0.09766
36.1,0.01659,28.4,0.00226,26.1,0.09766
36.2,0.01665,28.3,0.00226,26.1,0.09766
36.2,0.01673,28.2,0.00226,26.1,0.09766
36.1,0.01679,28.2,0.00226,26.2,0.09766
36.2,0.01682,28.1,0.00226,26.1,0.09766
36.1,0.01683,28.1,0.00226,26.2,0.09766
36.3,0.01686,28.1,0.00226,26.2,0.09766
36.1,0.01689,28,0.00226,26.1,0.09766
36.2,0.01689,27.9,0.00226,26.1,0.09766
36.2,0.01693,27.8,0.00226,26.1,0.09766
36.1,0.01694,27.6,0.00226,26.1,0.09766
36.2,0.01696,27.6,0.00226,26.1,0.09766
36.2,0.01696,27.6,0.00226,26.2,0.09766
36.2,0.01696,27.6,0.00226,26.2,0.09766
36.3,0.01702,27.6,0.00226,26.2,0.09766
36.2,0.01702,27.5,0.00226,26.1,0.09766
36.1,0.01702,27.3,0.00226,26.2,0.09766
36.2,0.01702,27.3,0.00226,26.1,0.09766
36.2,0.01711,27.3,0.00226,26.1,0.09766
36.1,0.01711,27.2,0.00226,26.1,0.09766
36.3,0.01719,27.2,0.00226,26.2,0.0983
36.2,0.01719,27.1,0.00226,26.2,0.0983
36.2,0.01719,27.1,0.00226,26.2,0.0983
36.1,0.01731,27,0.00226,26.2,0.0983
36.3,0.01731,27,0.00226,26.1,0.0983
36.2,0.01732,26.8,0.00226,26.1,0.0983
36.2,0.01732,26.8,0.00226,26.1,0.0983
36,0.01742,26.8,0.00226,26.2,0.0983
36.2,0.01746,26.7,0.00226,26.1,0.0983
36.2,0.01749,26.7,0.00226,26.2,0.0983
36.2,0.01752,26.6,0.00226,26.1,0.0983
36.2,0.01763,26.5,0.00226,26.2,0.0983
36.2,0.01784,26.5,0.00226,26.1,0.0983
36.2,0.01808,26.4,0.00226,26.1,0.0983
36.2,0.01822,26.4,0.00226,26.2,0.0983
36.2,0.01856,26.3,0.00226,26.1,0.0983
36.2,0.0189,26.3,0.00226,26.2,0.0983
36.2,0.01926,26.2,0.00226,26.1,0.09838
36.1,0.01967,26.2,0.00226,26.1,0.09869
36.2,0.01995,26.1,0.00226,26.2,0.09883
36.1,0.02022,26,0.00226,26.1,0.09883
36.2,0.02048,26,0.00226,26.2,0.09883
36.2,0.02105,26,0.00226,26.2,0.09883
36.1,0.02164,25.8,0.00226,26.1,0.09883
36.1,0.02207,25.7,0.00226,26.2,0.09883
36.2,0.02244,25.7,0.00226,26.1,0.09883
36,0.02339,25.7,0.00226,26.1,0.09883
36.2,0.02456,25.6,0.00226,26.2,0.09883
36.2,0.02496,25.6,0.00226,26.2,0.09883
36.1,0.02566,25.5,0.00226,26.2,0.09883
36.2,0.02629,25.4,0.00226,26.1,0.09883
36.1,0.02657,25.4,0.00226,26.1,0.09883
36.1,0.02719,25.3,0.00226,26.2,0.09883
36.2,0.02733,25.2,0.00226,26.2,0.09883
36.1,0.0275,25.2,0.00226,26.2,0.09883
36.2,0.02779,25.2,0.00226,26.1,0.09883
36.2,0.02786,25.1,0.00226,26.1,0.09883
36.1,0.02786,24.9,0.00226,26.2,0.09883
36.1,0.0279,25,0.00226,26.1,0.09883
36.1,0.02792,24.9,0.00226,26.2,0.09883
36.1,0.02799,24.8,0.00226,26.1,0.09883
36,0.02815,24.7,0.00226,26.2,0.09883
36.2,0.02822,24.7,0.00226,26.1,0.09888
36.1,0.02825,24.7,0.00226,26.2,0.09888
36.1,0.02839,24.5,0.00226,26.2,0.09888
36.2,0.02844,24.4,0.00226,26.1,0.09888
36.1,0.02849,24.5,0.00226,26.1,0.09888
36.1,0.02862,24.5,0.00226,26.1,0.09888
36.1,0.02867,24.3,0.00226,26.1,0.09888
36,0.02882,24.3,0.00226,26.1,0.10168
36.1,0.02893,24.2,0.00226,26.2,0.10168
36.1,0.02917,24.2,0.00226,26.2,0.1017
36.1,0.02932,24.1,0.00227,26.2,0.1017
36.2,0.02969,24,0.00227,26.1,0.1017
36.1,0.02999,24,0.00227,26.1,0.1022
36.1,0.03044,23.9,0.00227,26.2,0.10243
36.2,0.03061,23.8,0.00227,26.2,0.10243
36,0.03089,23.8,0.00227,26.1,0.10243
36,0.03099,23.8,0.00227,26.2,0.10243
36,0.0311,23.7,0.00227,26.1,0.10251
36,0.03135,23.6,0.00227,26.1,0.10251
36.1,0.03151,23.5,0.00227,26.2,0.10251
36.1,0.03152,23.5,0.00227,26.2,0.10255
36,0.0317,23.5,0.00227,26.2,0.10255
36.1,0.0317,23.4,0.00227,26.1,0.10255
36.1,0.0317,23.3,0.00227,26.2,0.10255
36.1,0.03171,23.3,0.00227,26.2,0.10255
35.9,0.03176,23.2,0.00227,26.2,0.10255
36.1,0.03176,23.1,0.00227,26.1,0.10255
36,0.03184,23.1,0.00227,26.1,0.10255
36,0.03184,23,0.00227,26.1,0.10256
36,0.03184,23,0.00227,26.1,0.10256
36.1,0.03184,22.9,0.00227,26.1,0.10276
35.9,0.03184,22.8,0.00227,26.2,0.10276
36,0.03184,22.8,0.00227,26.1,0.10276
35.9,0.03184,22.7,0.00227,26.1,0.10276
35.9,0.03184,22.6,0.00227,26.2,0.10276
36,0.03184,22.6,0.00227,26.1,0.10276
35.8,0.03191,22.5,0.00227,26.2,0.10297
35.9,0.03191,22.5,0.00227,26.1,0.10297
35.9,0.03191,22.4,0.00227,26.1,0.10321
35.9,0.03191,22.4,0.00227,26.1,0.10321
35.9,0.03195,22.3,0.00227,26.1,0.10321
35.8,0.03202,22.3,0.00227,26.1,0.10321
35.7,0.0321,22.2,0.00227,26.2,0.10402
35.8,0.0321,22.1,0.00227,26.2,0.10406
35.8,0.03219,22,0.00227,26.1,0.10564
35.8,0.03235,22,0.00227,26.2,0.10564
35.6,0.03239,22,0.00227,26.1,0.10564
35.6,0.03239,21.9,0.00227,26.1,0.10564
35.7,0.03242,21.8,0.00227,26.2,0.10564
35.7,0.03252,21.8,0.00227,26.1,0.10565
35.7,0.03269,21.7,0.00227,26.1,0.10565
35.7,0.03288,21.6,0.00227,26.2,0.10565
35.5,0.03306,21.6,0.00227,26.1,0.1059
35.5,0.03322,21.6,0.00227,26.2,0.1059
35.4,0.03322,21.5,0.00227,26.1,0.1059
35.4,0.03336,21.4,0.00229,26.2,0.1059
35.5,0.03336,21.4,0.00229,26.2,0.10702
35.4,0.03339,21.3,0.00229,26.2,0.10702
35.4,0.03339,21.2,0.00229,26.2,0.10702
35.4,0.03339,21.2,0.00229,26.1,0.10702
35.2,0.03339,21.2,0.00229,26.2,0.10702
35.2,0.03351,21.2,0.00229,26.1,0.10702
35.2,0.03353,21,0.00229,26.2,0.10702
35.2,0.03356,21,0.00229,26.1,0.10702
35,0.03364,21,0.00229,26.2,0.10702
35.1,0.03367,20.8,0.00229,26.2,0.10702
35,0.03369,20.8,0.0023,26.1,0.10702
35,0.03374,20.8,0.0023,26.2,0.10702
35,0.03384,20.8,0.0023,26.2,0.10702
34.9,0.03386,20.7,0.0023,26.2,0.10702
34.8,0.03409,20.6,0.0023,26.1,0.10702
34.8,0.03409,20.6,0.0023,26.2,0.10704
34.6,0.03414,20.5,0.0023,26.2,0.10704
34.7,0.03416,20.5,0.0023,26.1,0.10704
34.6,0.03451,20.5,0.0023,26.2,0.10704
34.6,0.03465,20.4,0.0023,26.2,0.10704
34.5,0.03465,20.3,0.0023,26.2,0.10704
34.5,0.03465,20.3,0.0023,26.1,0.10704
34.4,0.03468,20.2,0.0023,26.2,0.10704
34.3,0.0349,20.2,0.0023,26.1,0.10704
34.4,0.03492,20.1,0.0023,26.2,0.10704
34.2,0.03504,20.1,0.0023,26.1,0.10704
34.1,0.03509,20.1,0.0023,26.1,0.10704
34.1,0.0352,20,0.0023,26.1,0.10707
34,0.03527,19.9,0.0023,26.2,0.10707
33.9,0.03532,19.9,0.0023,26.2,0.10707
33.9,0.03538,19.9,0.0023,26.2,0.10707
33.8,0.03543,19.8,0.0023,26.2,0.10707
33.7,0.03553,19.8,0.0023,26.2,0.10707
33.7,0.03557,19.8,0.0023,26.2,0.10707
33.6,0.03557,19.7,0.0023,26.1,0.10707
33.6,0.03562,19.7,0.0023,26.2,0.10707
33.6,0.03583,19.7,0.0023,26.1,0.10707
33.5,0.03585,19.6,0.0023,26.2,0.10707
33.5,0.03596,19.5,0.0023,26.2,0.10707
33.4,0.03602,19.5,0.0023,26.2,0.10707
33.3,0.03602,19.5,0.0023,26.2,0.10707
33.3,0.03619,19.4,0.0023,26.2,0.10707
33.3,0.03647,19.4,0.0023,26.2,0.10707
33.1,0.03651,19.4,0.0023,26.2,0.10707
33.2,0.03651,19.4,0.00231,26.1,0.10707
33,0.03651,19.3,0.00231,26.2,0.10707
33,0.03652,19.3,0.00231,26.2,0.10707
33,0.03657,19.3,0.00231,26.1,0.10707
32.9,0.03659,19.2,0.00231,26.1,0.10707
32.8,0.03671,19.2,0.00231,26.2,0.10707
32.7,0.03676,19.1,0.00231,26.1,0.10707
32.6,0.03686,19.1,0.00231,26.1,0.10707
32.7,0.03704,19,0.00231,26.1,0.10707
32.5,0.03715,19,0.00231,26.1,0.10707
32.5,0.03724,19,0.00231,26.1,0.10707
32.5,0.03732,19,0.00231,26.1,0.10707
32.4,0.03733,18.9,0.00231,26.2,0.10707
32.3,0.03742,18.9,0.00231,26.2,0.10707
32.3,0.03742,18.8,0.00231,26.2,0.10707
32.3,0.03742,18.8,0.00231,26.1,0.10707
32.2,0.03749,18.7,0.00231,26.2,0.10707
32.1,0.03749,18.8,0.00231,26.2,0.10707
32.1,0.0375,18.7,0.00231,26.2,0.10707
32,0.0375,18.6,0.00231,26.2,0.10707
32,0.0375,18.7,0.00231,26.1,0.10707
32,0.0375,18.6,0.00231,26.2,0.10707
32,0.0375,18.5,0.00231,26.2,0.10707
31.9,0.0375,18.5,0.00231,26.2,0.10707
31.9,0.0375,18.5,0.00231,26.1,0.10707
31.8,0.03757,18.5,0.00231,26.2,0.10707
31.7,0.03757,18.4,0.00231,26.2,0.10707
31.7,0.03757,18.3,0.00231,26.2,0.10707
31.8,0.03757,18.4,0.00231,26.2,0.10707
31.6,0.03757,18.3,0.00231,26.2,0.10707
31.6,0.03762,18.3,0.00231,26.2,0.10707
31.6,0.03762,18.2,0.00231,26.2,0.10707
31.6,0.03762,18.3,0.00231,26.2,0.10707
31.6,0.03762,18.2,0.00231,26.1,0.10707
31.4,0.03762,18.2,0.00231,26.2,0.10707
31.4,0.03762,18.1,0.00231,26.2,0.10707
31.3,0.03762,18.1,0.00231,26.1,0.10707
31.3,0.03768,18,0.00231,26.2,0.10707
31.3,0.03768,18,0.00231,26.2,0.10707
31.2,0.03768,18,0.00231,26.2,0.10707
31.2,0.03768,18,0.00231,26.1,0.10707
31.2,0.03768,17.9,0.00231,26.2,0.10707
31.1,0.03768,17.9,0.00231,26.2,0.10707
31.1,0.03768,17.8,0.00231,26.1,0.10707
31.1,0.03768,17.8,0.00231,26.2,0.10707
31.1,0.03772,17.8,0.00231,26.1,0.10707
31,0.03772,17.8,0.00231,26.1,0.10707
30.9,0.03772,17.7,0.00231,26.2,0.10707
30.9,0.03772,17.7,0.00231,26.2,0.10707
30.9,0.03779,17.7,0.00231,26.2,0.10707
30.8,0.03779,17.6,0.00231,26.2,0.10707
30.8,0.03779,17.6,0.00231,26.2,0.10707
30.8,0.03779,17.6,0.00231,26.2,0.10707
30.7,0.03779,17.6,0.00231,26.2,0.10707
30.7,0.03779,17.5,0.00231,26.2,0.10707
30.6,0.03779,17.5,0.00231,26.2,0.10707
30.5,0.03781,17.4,0.00231,26.2,0.10707
30.5,0.03783,17.4,0.00231,26.1,0.10707
30.5,0.03783,17.3,0.00231,26.2,0.10707
30.5,0.03796,17.4,0.00231,26.2,0.10707
30.5,0.03808,17.3,0.00231,26.1,0.10707
30.6,0.03808,17.3,0.00231,26.2,0.10707
30.4,0.03808,17.2,0.00231,26.1,0.10707
30.4,0.03821,17.2,0.00231,26.1,0.10707
30.4,0.03821,17.2,0.00232,26.1,0.10707
30.3,0.03841,17.1,0.00238,26.2,0.10707
30.4,0.03846,17.1,0.00239,26.2,0.10707
30.3,0.03846,17.1,0.00239,26.1,0.10707
30.3,0.03855,17.1,0.00239,26.2,0.10707
30.2,0.03877,17.1,0.00242,26.1,0.10707
30.2,0.03878,17,0.00242,26.1,0.10707
30.1,0.03892,17,0.00242,26.2,0.10707
30.1,0.03897,16.9,0.00242,26.2,0.10707
30,0.03908,16.9,0.00242,26.2,0.10707
30.1,0.03932,16.9,0.00242,26.1,0.10707
29.9,0.03949,16.9,0.00242,26.2,0.10707
30,0.03982,16.8,0.00242,26.2,0.10707
29.9,0.04052,16.8,0.00242,26.2,0.10707
29.9,0.04109,16.8,0.00242,26.1,0.10707
29.9,0.04174,16.8,0.00242,26.1,0.10707
29.8,0.04246,16.7,0.00242,26.2,0.10707
29.8,0.04342,16.7,0.00242,26.2,0.10707
29.7,0.04421,16.7,0.00242,26.1,0.10707
29.8,0.0447,16.7,0.00242,26.1,0.10707
29.7,0.04548,16.6,0.00242,26.1,0.10707
29.7,0.04607,16.6,0.00242,26.2,0.10707
29.6,0.04641,16.6,0.00242,26.2,0.10707
29.7,0.04647,16.5,0.00242,26.2,0.10707
29.6,0.04672,16.5,0.00242,26.2,0.10707
29.5,0.04678,16.5,0.00242,26.2,0.10707
29.4,0.0468,16.5,0.00242,26.2,0.10707
29.5,0.0468,16.4,0.00242,26.2,0.10707
29.4,0.0468,16.4,0.00242,26.1,0.10707
29.5,0.0468,16.4,0.00242,26.2,0.10707
29.4,0.04682,16.3,0.00242,26.2,0.10707
29.4,0.04682,16.3,0.00242,26.2,0.10707
29.3,0.0469,16.3,0.00242,26.2,0.10707
29.2,0.047,16.3,0.00242,26.2,0.10707
29.2,0.04703,16.2,0.00242,26.2,0.10707
29.3,0.04718,16.2,0.00242,26.2,0.10707
29.2,0.04721,16.2,0.00242,26.2,0.10707
29.2,0.04733,16.1,0.00242,26.2,0.10707
29.1,0.04734,16.1,0.00242,26.1,0.10707
29.1,0.04734,16.1,0.00242,26.2,0.10707
29.2,0.04746,16.1,0.00242,26.2,0.10707
29.1,0.04748,16,0.00242,26.2,0.10707
29,0.04749,16,0.00242,26.1,0.10707
29.1,0.04755,16,0.00242,26.2,0.10707
29.1,0.04756,16,0.00242,26.1,0.10707
29,0.04786,15.9,0.00242,26.1,0.10707
28.9,0.04803,15.9,0.00242,26.2,0.10707
28.9,0.04817,15.9,0.00242,26.1,0.10707
28.9,0.04828,15.9,0.00242,26.2,0.10707
28.9,0.04845,15.8,0.00242,26.2,0.10707
28.9,0.04851,15.8,0.00242,26.1,0.10707
28.9,0.04862,15.8,0.00242,26.2,0.10707
28.8,0.04868,15.7,0.00242,26.2,0.10707
28.8,0.04874,15.7,0.00242,26.1,0.10707
28.8,0.04885,15.7,0.00242,26.2,0.10707
28.6,0.04895,15.7,0.00242,26.2,0.10707
28.7,0.04901,15.7,0.00242,26.1,0.10707
28.5,0.0491,15.6,0.00242,26.2,0.10707
28.6,0.04912,15.6,0.00242,26.2,0.10707
28.5,0.0492,15.6,0.00242,26.1,0.10707
28.6,0.0492,15.5,0.00242,26.2,0.10707
28.5,0.04922,15.5,0.00242,26.2,0.10707
28.6,0.04926,15.5,0.00242,26.1,0.10707
28.6,0.04931,15.5,0.00242,26.2,0.10707
28.5,0.04967,15.5,0.00242,26.2,0.10707
28.4,0.04992,15.4,0.00242,26.2,0.10707
28.4,0.0501,15.4,0.00242,26.1,0.10707
28.3,0.05045,15.4,0.00242,26.1,0.10707
28.4,0.0511,15.3,0.00242,26.2,0.10707
28.3,0.05179,15.3,0.00242,26.2,0.10707
28.3,0.05267,15.3,0.00242,26.2,0.10707
28.3,0.05378,15.3,0.00242,26.1,0.10707
28.3,0.05474,15.2,0.00242,26.2,0.10707
28.1,0.05627,15.3,0.00242,26.2,0.10707
28.2,0.05726,15.2,0.00242,26.1,0.10707
28.1,0.05857,15.2,0.00242,26.2,0.10707
28.1,0.0596,15.2,0.00242,26.1,0.10707
28,0.06095,15.2,0.00242,26.2,0.10707
28.1,0.06177,15.1,0.00242,26.2,0.10707
28,0.06245,15.1,0.00242,26.1,0.10707
28,0.0632,15,0.00242,26.2,0.10707
27.9,0.06357,15.1,0.00242,26.2,0.10707
28,0.06392,15,0.00242,26.1,0.10707
27.9,0.06414,15,0.00242,26.2,0.10707
27.9,0.06425,15,0.00242,26.1,0.10707
27.8,0.06447,15,0.00242,26.2,0.10707
27.9,0.06459,15,0.00242,26.1,0.10707
27.8,0.06462,14.9,0.00242,26.2,0.10707
27.8,0.06462,14.9,0.00243,26.1,0.10707
27.8,0.06465,14.8,0.00243,26.1,0.10707
27.7,0.06465,14.8,0.00245,26.2,0.10707
27.7,0.06475,14.8,0.00245,26.2,0.10707
27.7,0.06475,14.8,0.00245,26.2,0.10707
27.7,0.06476,14.8,0.00245,26.2,0.10707
27.7,0.06483,14.7,0.00245,26.2,0.10707
27.6,0.06483,14.7,0.00245,26.2,0.10707
27.6,0.06493,14.7,0.00245,26.1,0.10707
27.6,0.06493,14.7,0.00245,26.1,0.10707
27.6,0.06499,14.6,0.00245,26.2,0.10707
27.5,0.06501,14.6,0.00245,26.1,0.10707
27.5,0.06501,14.6,0.00245,26.2,0.10707
27.4,0.0651,14.6,0.00245,26.2,0.10707
27.4,0.06512,14.5,0.00245,26.2,0.10707
27.4,0.06527,14.5,0.00245,26.1,0.10707
27.4,0.06527,14.5,0.00252,26.1,0.10707
27.3,0.06535,14.5,0.00266,26.3,0.10707
27.3,0.06539,14.5,0.00299,26.1,0.10707
27.3,0.06539,14.4,0.00305,26.2,0.10707
27.3,0.06539,14.4,0.00328,26.1,0.10707
27.2,0.06539,14.4,0.00332,26.2,0.10707
27.3,0.0654,14.4,0.00356,26.2,0.10707
27.2,0.06542,14.4,0.00397,26.2,0.10707
27.1,0.06542,14.4,0.00427,26.2,0.10707
27.1,0.06548,14.3,0.00443,26.2,0.10707
27.1,0.06549,14.3,0.00443,26.2,0.10707
27,0.06554,14.3,0.00456,26.2,0.10707
27,0.06562,14.3,0.00472,26.2,0.10707
26.9,0.06574,14.2,0.00476,26.1,0.10707
27,0.06578,14.2,0.00482,26.2,0.10707
26.9,0.06581,14.2,0.00485,26.1,0.10707
26.8,0.06588,14.2,0.00485,26.2,0.10707
26.8,0.06588,14.1,0.00494,26.2,0.10707
26.9,0.06605,14.1,0.00496,26.2,0.10707
26.8,0.06616,14.1,0.00505,26.1,0.10707
26.7,0.06624,14.1,0.00508,26.2,0.10707
26.8,0.06624,14.1,0.00517,26.2,0.10707
26.7,0.06624,14,0.00525,26.2,0.10707
26.7,0.06628,14,0.00525,26.1,0.10707
26.8,0.06649,14,0.00535,26.1,0.10707
26.8,0.06649,14,0.00535,26.2,0.10707
26.7,0.06662,14,0.00536,26.2,0.10707
