MS-0.25m,Normalized CAT-RMS,MS-0.5m,Normalized CAT-RMS,MS-0.75m,Normalized CAT-RMS
x1,y1,x2,y2,x3,y3
41.99,0,10.8,0,36.8,0
42.11,0,10.8,0,36.8,0
42.11,0,10.8,0,36.7,0
42.2,0,10.8,0,36.7,0
42.11,0,10.8,0,36.7,0
42.11,0,10.8,0,36.8,0
42.2,0,10.8,0,36.8,0
42.11,0,10.8,0,36.7,0
42.11,0,10.7,0,36.8,0
42.11,0,10.7,0,36.7,0
42.11,0,10.7,0,36.7,0
41.99,0,10.7,0,36.7,0
41.99,0,10.7,0,36.7,0
41.8,0,10.7,0,36.8,0
42.11,0,10.7,0,36.6,0
41.7,0,10.7,0,36.6,0
41.99,0,10.7,0,36.7,0
41.99,0,10.6,0,36.7,0
41.8,0,10.6,0,36.7,0
41.7,0,10.6,0,36.7,0
41.89,0,10.6,0,36.7,0
41.7,0,10.6,0,36.6,0
41.99,0,10.6,0,36.7,0
41.99,0,10.6,0,36.7,0
41.89,0,10.6,0,36.8,0
41.7,0,10.6,0,36.7,0
41.89,0,10.5,0,36.6,0
41.89,0,10.5,0,36.7,0
41.8,0,10.5,0,36.7,0
41.89,0,10.5,0,36.7,0
41.89,0,10.5,0,36.7,0
41.7,0,10.5,0,36.8,0
41.6,0,10.5,0,36.7,0
41.7,0,10.5,0,36.7,0
41.6,0,10.5,0,36.7,0
41.6,0,10.5,0,36.7,0
41.6,0,10.4,0,36.7,0
41.6,0,10.4,0,36.7,0
41.7,0,10.4,0,36.6,0
41.51,0,10.4,0,36.7,0
41.6,0,10.4,0,36.7,0
41.7,0,10.4,0,36.7,0
41.39,0,10.4,0,36.7,0
41.6,0,10.4,0,36.8,0
41.6,0,10.4,0,36.7,0
41.51,0,10.4,0,36.7,0
41.51,0,10.3,0,36.8,0
41.3,0,10.3,0,36.7,0
41.3,0,10.3,0,36.7,0
41.39,0,10.3,0,36.8,0
41.39,0,10.3,0,36.7,0
41.11,0,10.3,0,36.7,0
41.3,0,10.3,0,36.6,0
41.2,0,10.3,0,36.8,0
41.2,0,10.3,0,36.7,0
41.11,0,10.3,0,36.7,0
41.2,0,10.2,0,36.7,0
41.11,0,10.2,0,36.6,0
41.2,0,10.2,0,36.7,0
41.11,0,10.2,0,36.7,0
41.2,0,10.2,0,36.7,0
40.9,0,10.2,0,36.7,0
41.2,0,10.2,0,36.7,0
40.99,0,10.2,0,36.8,0
41.11,0,10.2,0,36.8,0
40.8,0,10.2,0,36.7,0
40.99,0,10.2,0,36.7,0
40.99,0,10.1,0,36.6,0
40.9,0,10.1,0,36.6,0
40.8,0,10.1,0,36.7,0
40.8,0,10.1,0,36.7,0
40.9,0,10.1,0,36.8,0
40.99,0,10.1,0,36.7,0
40.8,0,10.1,0,36.7,0
40.8,0,10.1,0,36.7,0
40.71,0,10.1,0,36.8,0
40.71,0,10.1,0,36.7,0
40.8,0,10,0,36.7,0
40.71,0,10,0,36.8,0
40.6,0,10,0,36.7,0
40.6,0,10,0,36.7,0
40.6,0,10,0,36.8,0
40.6,0,10,0,36.8,0
40.29,0,10,0,36.8,0
40.29,0,10,0,36.7,0
40.29,0,9.9,0,36.7,0
40.29,0,9.9,0,36.7,0
40.2,0,9.9,0,36.7,0
40.41,0,9.9,0,36.7,0
40.11,0,9.8,0,36.7,0
40.11,0,9.8,0,36.7,0
40.2,0,9.8,0,36.7,0
40.2,0,9.7,0,36.8,0
39.99,0,9.7,0,36.6,0
39.99,0,9.7,0,36.8,0
39.99,0,9.5,0,36.7,0
39.99,0,9.5,0,36.5,0
39.9,0,9.5,0,36.7,0
39.99,0,9.5,0,36.6,0
39.9,0,9.5,0,36.7,0
39.81,0,9.4,0,36.7,0
39.6,0,9.4,0,36.7,0
39.81,0,9.4,0,36.7,0
39.7,0,9.4,0,36.7,0
39.7,0,9.4,0,36.7,0
39.6,0,9.3,0,36.7,0
39.49,0,9.3,0,36.7,0
39.49,0,9.2,0,36.7,0
39.49,0,9.2,0,36.6,0
39.49,0,9.2,0,36.7,0
39.2,0,9.2,0,36.6,0
39.31,0,9.2,0,36.7,0
39.31,0,9.1,0,36.8,0
39.1,0,9,0,36.7,0
39.4,0,9,0,36.7,0
38.99,0,9,0,36.8,0
39.1,0,9,0,36.7,0
39.1,0,9,0,36.7,0
38.99,0,8.9,0,36.7,0
38.99,0,8.9,0,36.7,0
38.99,0,8.9,0,36.6,0
38.79,0,8.9,0,36.7,0
38.7,0,8.9,0,36.7,0
38.79,0,8.8,0,36.7,0
38.5,0,8.8,0,36.7,0
38.5,0,8.7,0,36.6,0
38.59,0,8.7,0,36.7,0
38.41,0,8.7,0,36.7,0
38.41,0,8.7,0,36.7,0
38.3,0,8.6,0,36.6,0
38.5,0,8.6,0,36.7,0
38.3,0,8.6,0,36.8,0
38.19,0,8.5,0,36.6,0
38.1,0,8.5,0,36.6,0
37.99,0,8.5,0,36.6,0
37.99,0,8.5,0,36.7,0
37.99,0,8.5,0,36.7,0
37.79,0,8.4,0,36.6,0
37.79,0,8.4,0,36.7,0
37.51,0,8.4,0,36.7,0
37.7,0,8.4,0,36.6,0
37.7,0,8.3,0,36.7,0
37.4,0,8.3,0,36.7,0
37.29,0,8.3,0,36.7,0
37.29,0,8.3,0,36.7,0
37.2,0,8.2,0,36.6,0
37.29,0,8.2,0,36.7,0
37.01,0,8.2,0,36.7,0
37.01,0,8.2,0,36.7,0
36.71,0,8.2,0,36.7,0
36.9,0,8.1,0,36.6,0
36.9,0,8.1,0,36.7,0
36.71,0,8.1,0,36.8,0
36.6,0,8.1,0,36.7,0
36.6,0,8.1,0,36.7,0
36.6,0,8,0,36.7,0
36.5,0,8,0,36.6,0
36.39,0,8,0,36.8,0
36.3,0,8,0,36.7,0
36.2,0,7.9,0,36.7,0
36.2,0,7.9,0,36.7,0
36.09,0,8,0,36.7,0
35.9,0,8,0,36.7,0
36.09,0,7.9,0,36.6,0
35.8,0,7.8,0,36.7,0
35.69,0,7.8,0,36.6,0
35.61,0,7.8,0,36.7,0
35.61,0,7.8,0,36.6,0
35.61,0,7.8,0,36.8,0
35.4,0,7.8,0,36.7,0
35.4,0,7.7,0,36.7,0
35.3,0,7.7,0,36.8,0
35.09,0,7.7,0,36.7,0
35.19,0,7.6,0,36.8,0
35.19,0,7.6,0,36.6,0
34.9,0,7.7,0,36.6,0
34.8,0,7.6,0,36.7,0
34.7,0,7.6,0,36.7,0
34.5,0,7.6,0,36.7,0
34.6,0,7.6,0,36.8,0
34.6,0,7.5,0,36.6,0
34.39,0,7.5,0,36.7,0
34.5,0,7.5,0,36.7,0
34.19,0,7.5,0,36.7,0
34.19,0,7.5,0,36.7,0
34.11,0,7.4,0,36.6,0
34.01,0,7.4,0,36.7,0
33.9,0,7.4,0,36.7,0
33.9,0,7.4,0,36.7,0
33.9,0,7.4,0,36.6,0
33.6,0,7.3,0,36.7,0
33.7,0,7.3,0,36.9,0
33.5,0,7.3,0,36.6,0
33.5,0,7.3,0,36.7,0
33.4,0,7.2,0,36.7,0
33.31,0,7.2,0,36.7,0
33.09,0,7.2,0,36.5,0
32.89,0,7.2,0,36.6,0
32.99,0,7.2,0,36.6,0
32.89,0,7.2,0,36.6,0
32.8,0,7.1,0,36.6,0
32.89,0,7.1,0,36.6,0
32.6,0,7.1,0,36.5,0
32.4,0,7.1,0,36.6,0
32.4,0,7.1,0,36.6,0
32.19,0,7.1,0,36.6,0
32.1,0,7.1,0,36.5,0
31.8,0,7.1,0,36.6,0
31.8,0,7,0,36.6,0
31.8,0,7,0,36.6,0
31.6,0,7,0,36.6,0
31.6,0,7,0,36.6,0
31.6,0,7,0,36.6,0
31.6,0,7,0,36.7,0
31.5,0,6.9,0,36.6,0
31.4,0,6.9,0,36.7,0
31.4,0,6.9,0,36.6,0
31.2,0,6.9,0,36.6,0
31.2,0,6.8,0,36.6,0
31,0,6.9,0,36.6,0
30.7,0,6.8,0,36.6,0
30.7,0,6.8,0,36.6,0
30.7,0,6.8,0,36.6,0
30.6,0,6.8,0,36.5,0
30.41,0,6.8,0,36.6,0
30.5,0,6.7,0,36.6,0
30.3,0,6.7,0,36.6,0
30.2,0,6.7,0,36.6,0
30,0,6.7,0,36.6,0
29.8,0,6.7,0,36.6,0
29.89,0,6.7,0,36.6,0
29.89,0,6.6,0,36.6,0
29.8,0,6.7,0,36.6,0
29.51,0,6.6,0,36.6,0
29.71,0,6.6,0,36.6,0
29.6,0,6.6,0,36.5,0
29.4,0,6.6,0,36.5,0
29.4,0,6.6,0,36.5,0
29.29,0,6.6,0,36.5,0
29.29,0,6.5,0,36.7,0
28.9,0,6.5,0,36.5,0
29,0,6.5,0,36.6,0
28.8,0,6.5,0,36.6,0
28.9,0,6.5,0,36.7,0
28.59,0,6.5,0,36.5,0
28.7,0,6.5,0,36.6,0
28.7,0,6.5,0,36.6,0
28.59,0,6.4,0,36.5,0
28.4,0,6.4,0,36.6,0
28.4,0,6.4,0,36.6,0
28.4,0,6.4,0,36.6,0
28.2,0,6.4,0,36.6,0
28.2,0,6.4,0,36.5,0
28.2,0,6.4,0,36.6,0
28.01,0,6.4,0,36.6,0
28.1,0,6.3,0,36.5,0
27.9,0,6.3,0,36.6,0
27.9,0,6.3,0,36.6,0
27.8,0,6.3,0,36.6,0
27.6,0,6.2,0,36.6,0
27.69,0,6.3,0,36.5,0
27.5,0,6.3,0,36.6,0
27.5,0,6.3,0,36.6,0
27.5,0,6.2,0,36.6,0
27.5,0,6.2,0,36.7,0
27.4,0,6.2,0,36.6,0
27.4,0,6.1,0,36.6,0
27.3,0,6.1,0,36.6,0
27.3,0,6.2,0,36.6,0
27.3,0,6.1,0,36.6,0
27.1,0,6.1,0,36.6,0
27.1,0,6.1,0,36.7,0
27.19,0,6.1,0,36.6,0
27,0,6.1,0,36.6,0
26.8,0,6.1,0,36.6,0
26.9,0,6,0,36.5,0
26.8,0,6,0,36.7,0
26.7,0,6.1,0,36.6,0
26.8,0,6.1,0,36.6,0
26.7,0,6,0,36.6,0
26.59,0,6,0,36.6,0
26.59,0,6,0,36.6,0
26.41,0,6,0,36.6,0
26.41,0,6,0,36.6,0
26.49,0,6,0,36.6,0
26.49,0,5.9,0,36.7,0
26.49,0,5.9,0,36.6,0
26.41,0,5.9,0,36.6,0
26.49,0,5.9,0,36.6,0
26.3,0,5.9,0,36.5,0
26.2,0,5.9,0,36.5,0
26.2,0,5.9,0,36.6,0
26.2,0,5.9,0,36.6,0
26,0,5.9,0,36.6,0
26,0,5.9,0,36.6,0
26,0,5.9,0,36.7,0
26,0,5.8,0,36.5,0
26,0,5.8,0,36.6,0
26.1,0,5.8,0,36.6,0
26.1,0,5.8,0,36.7,0
25.9,0,5.8,0,36.5,0
26,0,5.8,0,36.5,0
26,0,5.8,0,36.6,0
25.9,0,5.8,0,36.6,0
25.6,0,5.7,0,36.5,0
25.6,0,5.7,0,36.7,0
25.7,0,5.7,0,36.5,0
25.6,0,5.7,0,36.5,0
25.7,0,5.7,0,36.6,0
25.4,0,5.7,0,36.5,0
25.5,0,5.7,0,36.5,0
25.5,0,5.7,0,36.6,0
25.29,0,5.7,0,36.5,0
25.4,0,5.7,0,36.5,0
25.5,0,5.6,0,36.6,0
25.29,0,5.6,0,36.6,0
25.4,0,5.6,0,36.6,0
25.29,0,5.6,0,36.6,0
25.29,0,5.6,0,36.6,0
25.4,0,5.6,0,36.6,0
25.19,0,5.6,0,36.6,0
25.19,0,5.6,0,36.5,0
25,0,5.6,0,36.5,0
25.19,0,5.6,0,36.5,0
25.19,0,5.6,0,36.5,0
25.1,0,5.6,0,36.6,0
25,0,5.6,0,36.6,0
25,0,5.5,0,36.6,0
25,0,5.5,0,36.5,0
24.9,0,5.5,0,36.6,0
24.8,0,5.5,0,36.5,0
24.8,0,5.5,0,36.5,0
24.9,0,5.5,0,36.5,0
24.8,0,5.5,0,36.6,0
24.7,0,5.5,0,36.5,0
24.8,0,5.5,0,36.5,0
24.7,0,5.5,0,36.5,0
24.7,0,5.5,0,36.5,0
24.59,0,5.5,0,36.5,0
24.5,0,5.5,0,36.7,0
24.59,0,5.4,0,36.6,0
24.59,0,5.4,0,36.6,0
24.5,0,5.4,0,36.6,0
24.59,0,5.4,0,36.6,0
24.59,0,5.4,0,36.5,0
24.4,0,5.4,0,36.5,0
24.4,0,5.4,0,36.6,0
24.5,0,5.4,0,36.6,0
24.3,0,5.4,0,36.5,0
24.4,0,5.4,0,36.5,0
24.3,0,5.4,0,36.6,0
24.2,0,5.3,0,36.6,0
24.3,0,5.3,0,36.5,0
24.3,0,5.3,0,36.5,0
24.3,0,5.3,0,36.6,0
24.1,0,5.3,0,36.5,0
24.1,0,5.3,0,36.5,0
24.1,0,5.3,0,36.6,0
24.2,0,5.3,0,36.6,0
24.1,0,5.3,0,36.5,0
24.1,0,5.3,0,36.5,0
24.1,0,5.3,0,36.5,0
24.1,0,5.3,0,36.5,0
24.1,0,5.3,0,36.6,0
24,0,5.3,0,36.5,0
24,0,5.2,0,36.5,0
24,0,5.2,0,36.6,0
23.79,0,5.2,0,36.5,0
24,0,5.2,0,36.6,0
24,0,5.2,0,36.6,0
23.9,0,5.2,0,36.5,0
23.79,0,5.2,0,36.6,0
23.9,0,5.2,0,36.6,0
23.79,0,5.2,0,36.5,0
23.7,0,5.2,0,36.6,0
23.79,0,5.2,0,36.5,0
23.7,0,5.2,0,36.6,0
23.6,0,5.2,0,36.5,0
23.6,0,5.2,0,36.5,0
23.49,0,5.1,0,36.5,0
23.49,0,5.1,0,36.6,0
23.49,0,5.1,0,36.5,0
23.49,0,5.1,0,36.5,0
23.49,0,5.1,0,36.6,0
23.6,0,5.1,0,36.5,0
23.49,0,5.1,0,36.5,0
23.4,0,5.1,0,36.5,0
23.4,0,5.1,0,36.6,0
23.3,0,5.1,0,36.5,0
23.4,0,5.1,0,36.6,0
23.3,0,5.1,0,36.6,0
23.2,0,5.1,0,36.4,0
23.1,0,5.1,0,36.5,0
23.2,0,5.1,0,36.5,0
23.4,0,5.1,0,36.6,0
23.3,0,5.1,0,36.6,0
23.4,0,5.1,0,36.6,0
23.1,0,5.1,0,36.4,0
23.1,0,5.1,0,36.6,0
23.1,0,5,0,36.4,0
23,0,5,0,36.5,0
23,0,5,0,36.5,0
23.1,0,5,0,36.6,0
23,0,5,0,36.5,0
22.9,0,5,0,36.5,0
23.1,0,5,0,36.6,0
22.9,0,5,0,36.5,0
23,0,5,0,36.5,0
22.9,0,5,0,36.6,0
22.79,0,4.8,0,36.5,0
23,0,4.8,0,36.6,0
23,0,4.2,0,36.6,0
22.79,0,4.2,0,36.6,0
22.79,0,3.8,0,36.5,0
22.7,0,4.2,0,36.6,0
22.79,0,4.1,0,36.5,0
22.79,0,4.2,0,36.5,0
22.79,0,3.8,0,36.6,0
22.59,0,3.7,0,36.5,0
22.79,0,4.1,0,36.5,0
22.59,0,3.8,0,36.5,0
22.59,0,3.9,0,36.5,0
22.7,0,3.7,0,36.5,0
22.5,0,3.8,0,36.4,0
22.5,0,3.4,0,36.5,0
22.7,0,3.3,0,36.5,0
22.4,0,3.1,0,36.6,0
22.5,0,3.2,0,36.5,0
22.3,0,3.1,0,36.5,0
22.59,0,2.7,0,36.5,0
22.5,0,2.8,0,36.5,0
22.4,0,2.6,0,36.6,0
22.3,0,2.6,0,36.4,0
22.3,0,2.7,0,36.6,0
22.5,0,2.6,0,36.5,0
22.3,1.40282E-5,2.6,0,36.5,0
22.2,1.40282E-5,2.5,0,36.4,0
22.3,4.38795E-5,2.7,0,36.5,0
22.2,4.38795E-5,2.7,0,36.5,0
22.1,4.38795E-5,2.7,0,36.6,0
22.2,4.38795E-5,2.7,0,36.6,0
22.1,4.38795E-5,2.5,0,36.5,0
22.1,4.38795E-5,2.5,0,36.6,0
22.1,4.38795E-5,2.6,0,36.6,0
22.3,4.48846E-5,2.4,0,36.5,0
22.2,4.48846E-5,2.5,0,36.6,0
22.1,4.48846E-5,2.4,0,36.5,0
22,4.48846E-5,2.4,0,36.5,0
22.1,4.48846E-5,2.3,0,36.5,0
22.1,4.48846E-5,2.3,0,36.5,0
21.89,4.48846E-5,2.2,0,36.5,0
21.89,4.53513E-5,2.1,0,36.5,0
22,5.98534E-5,2.1,0,36.5,0
21.89,5.98534E-5,2.1,0,36.5,0
22,7.28765E-5,1.9,0,36.5,0
21.89,7.28765E-5,2,0,36.5,0
21.89,7.28765E-5,2,0,36.6,0
22,9.98489E-5,1.8,0,36.5,0
21.89,9.98489E-5,1.8,0,36.6,0
21.8,9.98489E-5,1.7,0,36.5,0
21.7,9.98489E-5,1.7,0,36.6,0
21.8,9.98489E-5,1.7,0,36.5,0
21.7,9.98489E-5,1.7,0,36.5,0
21.8,9.98489E-5,1.6,0,36.5,0
21.8,1.04077E-4,1.7,0,36.5,0
21.8,1.04077E-4,1.6,0,36.5,0
21.59,1.21652E-4,1.6,0,36.5,0
21.59,1.21652E-4,1.6,0,36.5,0
21.7,1.21652E-4,1.6,0,36.5,0
21.7,1.21652E-4,1.6,0,36.5,0
21.5,1.21652E-4,1.6,0,36.5,0
21.5,1.21652E-4,1.6,0,36.5,0
21.59,1.21652E-4,1.7,0,36.5,0
21.59,1.21652E-4,1.7,0,36.5,0
21.59,1.21652E-4,1.5,0,36.5,0
21.59,1.21652E-4,1.5,0,36.5,0
21.5,1.21652E-4,1.5,0,36.5,0
21.5,1.21652E-4,1.4,0,36.5,0
21.5,1.21652E-4,1.5,0,36.4,0
21.5,1.21652E-4,1.4,0,36.5,1.79098E-5
21.4,1.21652E-4,1.4,3.60021E-7,36.5,2.21855E-5
21.4,1.21652E-4,1.3,4.40157E-5,36.5,1.26983E-4
21.3,1.84435E-4,1.3,1.29639E-4,36.5,2.15141E-4
21.4,1.84435E-4,1.3,2.54131E-4,36.6,4.71117E-4
21.5,1.84435E-4,1.3,4.27438E-4,36.5,5.0728E-4
21.3,1.84435E-4,1.3,5.48318E-4,36.5,6.52884E-4
21.3,1.84435E-4,1.2,7.20383E-4,36.5,8.45381E-4
21.2,1.84435E-4,1.2,0.00103,36.6,0.0011
21.3,1.84435E-4,1.2,0.00129,36.5,0.00144
21.4,1.84435E-4,1.1,0.00166,36.5,0.0018
21.3,2.41984E-4,1.1,0.00193,36.5,0.00207
21.2,2.8274E-4,1.1,0.00227,36.5,0.00245
21.2,2.8274E-4,1.1,0.00258,36.4,0.00279
21.2,2.86035E-4,1.1,0.00286,36.5,0.00309
21.2,3.29649E-4,1,0.00323,36.5,0.0033
21.1,3.62997E-4,1.1,0.00351,36.4,0.00353
21.2,3.62997E-4,1,0.0038,36.5,0.00389
21.3,4.2733E-4,1,0.00422,36.5,0.00426
21,4.36864E-4,1,0.00451,36.6,0.00454
21.1,4.36864E-4,1,0.00483,36.5,0.0049
21.1,5.32549E-4,1,0.00511,36.5,0.00516
20.9,5.32549E-4,1,0.00537,36.4,0.00562
21,6.32147E-4,0.9,0.00557,36.4,0.00607
21,7.35312E-4,0.9,0.0059,36.6,0.00647
21,7.61732E-4,0.8,0.00618,36.5,0.00675
21,7.61732E-4,0.9,0.00639,36.6,0.00713
20.9,8.7711E-4,0.8,0.00667,36.5,0.00752
20.9,0.00101,0.8,0.00687,36.5,0.00787
20.9,0.00111,0.9,0.00713,36.5,0.00833
20.9,0.00115,0.8,0.00738,36.6,0.00864
20.9,0.0012,0.8,0.00775,36.6,0.00914
20.9,0.0013,0.8,0.00814,36.5,0.00955
20.8,0.0013,0.8,0.00856,36.5,0.00982
20.8,0.00133,0.7,0.00903,36.4,0.01015
20.7,0.00134,0.7,0.00944,36.6,0.01044
21,0.00134,0.7,0.00988,36.4,0.01077
20.8,0.00134,0.7,0.01037,36.5,0.01131
20.8,0.00136,0.7,0.01087,36.5,0.01165
20.8,0.00137,0.7,0.01142,36.5,0.01204
20.9,0.00148,0.7,0.01204,36.5,0.01241
20.7,0.00148,0.7,0.01257,36.5,0.01272
20.7,0.00148,0.7,0.01314,36.4,0.01297
20.6,0.00159,0.7,0.01378,36.5,0.01335
20.6,0.00159,0.7,0.01446,36.4,0.01363
20.6,0.00161,0.7,0.01508,36.5,0.01391
20.7,0.00161,0.6,0.01595,36.5,0.01413
20.7,0.00161,0.6,0.01708,36.5,0.01441
20.7,0.00163,0.7,0.01803,36.5,0.01468
20.5,0.00163,0.7,0.01919,36.5,0.01502
20.6,0.00169,0.7,0.02019,36.5,0.01536
20.5,0.00174,0.6,0.02104,36.5,0.01554
20.5,0.00179,0.7,0.02215,36.5,0.01573
20.5,0.00187,0.6,0.02306,36.4,0.01603
20.5,0.00192,0.7,0.02419,36.4,0.01616
20.6,0.00199,0.6,0.02535,36.6,0.01629
20.5,0.00216,0.6,0.02633,36.5,0.01645
20.4,0.00219,0.6,0.02723,36.5,0.0166
20.4,0.00219,0.6,0.02774,36.5,0.01669
20.3,0.00219,0.6,0.02855,36.4,0.01685
20.4,0.00233,0.6,0.02925,36.4,0.01697
20.4,0.00241,0.6,0.03003,36.5,0.0172
20.1,0.00244,0.6,0.03078,36.4,0.01743
20.3,0.00264,0.6,0.03153,36.5,0.01753
20.3,0.00282,0.6,0.03202,36.5,0.0177
20.2,0.00316,0.6,0.03265,36.5,0.0178
20.2,0.0034,0.6,0.0333,36.5,0.018
20.3,0.00355,0.6,0.03384,36.4,0.01808
20.3,0.00372,0.7,0.03438,36.4,0.0183
20.2,0.00388,0.7,0.03487,36.5,0.01845
20.1,0.00402,0.6,0.03535,36.5,0.01864
20.2,0.00411,0.7,0.03572,36.5,0.01878
20.2,0.00413,0.7,0.03633,36.4,0.01894
20.1,0.00413,0.7,0.03705,36.5,0.01928
20,0.00419,0.7,0.03774,36.5,0.01946
20.1,0.00419,0.8,0.0385,36.5,0.01984
20.1,0.00449,0.7,0.03958,36.5,0.02012
20.1,0.00522,0.7,0.04054,36.5,0.02046
20.1,0.00591,0.8,0.04132,36.5,0.02066
20,0.00628,0.7,0.0421,36.5,0.021
20,0.00675,0.7,0.04314,36.5,0.02144
20.1,0.00729,0.8,0.0441,36.4,0.02191
20,0.00747,0.8,0.04512,36.6,0.02241
20,0.00767,0.8,0.04617,36.5,0.02298
20.1,0.00792,0.8,0.04712,36.4,0.02357
20,0.00844,0.8,0.04788,36.4,0.0239
19.9,0.0091,0.8,0.04878,36.5,0.02441
20,0.00925,0.8,0.0498,36.5,0.02478
19.9,0.00931,0.8,0.05084,36.5,0.02531
19.9,0.00948,0.8,0.05159,36.5,0.02574
19.9,0.0096,0.8,0.05247,36.4,0.02618
20.1,0.00963,0.8,0.05342,36.4,0.02673
19.9,0.0097,0.8,0.05437,36.5,0.0274
19.9,0.01003,0.8,0.05526,36.4,0.02802
19.9,0.0102,0.8,0.05624,36.4,0.02865
20,0.01032,0.8,0.05733,36.4,0.02916
19.8,0.0104,0.7,0.05833,36.4,0.02977
20,0.01075,0.8,0.05937,36.4,0.03049
19.9,0.0111,0.8,0.06037,36.6,0.03113
19.8,0.01153,0.8,0.0611,36.5,0.03165
19.9,0.01206,0.8,0.06179,36.4,0.03226
19.9,0.01233,0.8,0.06249,36.4,0.03289
19.8,0.01273,0.8,0.06328,36.5,0.0337
19.8,0.01273,0.8,0.06402,36.4,0.0346
19.7,0.0129,0.8,0.06457,36.4,0.0356
19.7,0.01308,0.8,0.0653,36.4,0.03653
19.8,0.01342,0.9,0.06583,36.4,0.0375
19.7,0.01364,0.8,0.06624,36.4,0.03825
19.8,0.01391,0.8,0.06669,36.4,0.03914
19.8,0.01429,0.8,0.06707,36.4,0.04008
19.8,0.01467,0.8,0.06761,36.4,0.04099
19.8,0.01501,0.8,0.06791,36.4,0.04227
19.8,0.0154,0.8,0.06822,36.5,0.04367
19.7,0.0158,0.8,0.06844,36.4,0.04462
19.7,0.01649,0.9,0.06879,36.5,0.04572
19.9,0.0166,0.8,0.06911,36.4,0.04677
19.7,0.01693,0.9,0.06945,36.5,0.04779
19.8,0.01708,0.9,0.06981,36.4,0.04893
19.8,0.01722,0.9,0.07014,36.4,0.05028
19.6,0.01753,1,0.07048,36.4,0.05165
19.8,0.01757,0.9,0.07084,36.4,0.0528
19.6,0.01761,0.9,0.07116,36.4,0.05412
19.7,0.01766,1,0.07152,36.4,0.05523
19.7,0.01767,1,0.07183,36.4,0.05662
19.7,0.01778,0.9,0.07211,36.4,0.05829
19.6,0.01778,1,0.07252,36.3,0.05963
19.7,0.01786,1,0.07282,36.4,0.06081
19.6,0.01819,0.9,0.073,36.4,0.06188
19.6,0.01829,0.9,0.07311,36.5,0.06282
19.6,0.01865,1,0.07322,36.5,0.06388
19.6,0.01879,1,0.07336,36.5,0.065
19.6,0.01886,0.9,0.07358,36.4,0.06583
19.8,0.019,1,0.07374,36.4,0.06683
19.6,0.01926,1,0.07388,36.4,0.06776
19.5,0.01964,0.9,0.07402,36.4,0.06883
19.5,0.01974,1,0.07419,36.4,0.06975
19.6,0.02002,1,0.07428,36.5,0.07059
19.5,0.0203,1,0.0744,36.4,0.07127
19.6,0.02045,0.9,0.0745,36.4,0.07197
19.6,0.02102,0.9,0.07466,36.4,0.0727
19.6,0.02145,1,0.07483,36.3,0.07346
19.5,0.022,1,0.07506,36.5,0.07409
19.6,0.02225,1,0.07528,36.5,0.07462
19.5,0.02251,1,0.07548,36.4,0.07518
19.5,0.02306,1,0.07584,36.5,0.0759
19.6,0.02347,1,0.07609,36.5,0.07667
19.6,0.02394,1,0.07626,36.4,0.07742
19.5,0.02426,1,0.07652,36.4,0.07825
19.6,0.02484,1,0.07672,36.4,0.07895
19.5,0.02502,1,0.07701,36.4,0.07969
19.6,0.02586,0.9,0.07713,36.4,0.08048
19.4,0.02595,1,0.07732,36.4,0.08112
19.5,0.02661,1,0.07749,36.4,0.08178
19.6,0.02697,0.9,0.07763,36.4,0.08244
19.5,0.02709,0.9,0.07777,36.4,0.08308
19.4,0.02727,1,0.07802,36.4,0.08381
19.4,0.02744,0.9,0.07812,36.4,0.08444
19.5,0.02766,0.9,0.07821,36.4,0.08506
19.6,0.02798,0.9,0.07836,36.3,0.08571
19.4,0.02847,1,0.07844,36.4,0.08637
19.4,0.02878,0.9,0.07849,36.5,0.08682
19.4,0.02959,1.1,0.07853,36.4,0.08732
19.5,0.02979,0.8,0.07858,36.3,0.08793
19.4,0.03031,0.9,0.07861,36.4,0.08861
19.5,0.03072,1,0.07873,36.4,0.08918
19.5,0.03102,1,0.07879,36.4,0.08972
19.5,0.03136,0.9,0.07891,36.4,0.09029
19.5,0.03229,0.9,0.079,36.3,0.09067
19.4,0.0329,0.9,0.07909,36.4,0.09114
19.4,0.03359,0.9,0.07915,36.3,0.09141
19.4,0.03441,0.9,0.07926,36.3,0.0919
19.5,0.03506,0.9,0.07945,36.4,0.09238
19.3,0.03544,0.9,0.07963,36.3,0.09281
19.3,0.0357,0.9,0.07973,36.3,0.09323
19.4,0.0359,0.9,0.07979,36.3,0.0939
19.5,0.03634,0.9,0.07985,36.4,0.09447
19.4,0.03679,0.9,0.07997,36.3,0.09514
19.3,0.03773,1,0.08013,36.4,0.09579
19.5,0.03857,0.9,0.08025,36.3,0.09653
19.3,0.03951,0.9,0.08034,36.3,0.0971
19.4,0.03999,0.9,0.08047,36.3,0.09779
19.4,0.03999,0.9,0.0806,36.3,0.09859
19.4,0.04057,1,0.08066,36.2,0.09925
19.4,0.04119,0.9,0.0808,36.4,0.09984
19.4,0.04161,1,0.08094,36.3,0.10016
19.4,0.04198,0.9,0.08107,36.3,0.10053
19.4,0.04205,0.9,0.08124,36.2,0.10126
19.4,0.0425,0.9,0.08154,36.2,0.10222
19.4,0.04264,0.9,0.08182,36.2,0.10292
19.4,0.04323,0.9,0.08209,36.3,0.10371
19.4,0.04356,0.9,0.08235,36.3,0.10412
