Time,Ch240-242,Ch245-247,Ch250-252,Ch255-257
23:32.6,0.000551188,0.000419261,-0.000327252,0.000139669
23:33.6,0.000541703,0.000421342,-0.000323754,0.000136432
23:34.6,0.000532983,0.00042545,-0.00031838,0.00013342
23:35.6,0.000528107,0.000429981,-0.000310795,0.0001331
23:36.6,0.000528635,0.000433639,-0.000302236,0.000136764
23:37.6,0.000534964,0.000435399,-0.000293322,0.000143727
23:38.6,0.000546376,0.000433849,-0.000284617,0.000151992
23:39.6,0.000561466,0.000427599,-0.000276987,0.000159775
23:40.6,0.000578647,0.000416965,-0.000270432,0.0001658
23:41.5,0.00059602,0.000404845,-0.000264426,0.000169013
23:42.5,0.000611218,0.000394684,-0.000257885,0.000169181
23:43.5,0.000622769,0.00038823,-0.000249308,0.000166705
23:44.5,0.000630681,0.000384615,-0.000238368,0.000161536
23:45.5,0.000635425,0.000381413,-0.000227248,0.000154957
23:46.5,0.000636443,0.000376873,-0.00021712,0.000148094
23:47.5,0.000633827,0.000370629,-0.00020778,0.000142214
23:48.5,0.000629511,0.000365017,-0.00019984,0.00013903
23:49.5,0.000625545,0.000362494,-0.000193236,0.000139463
23:50.5,0.000623346,0.000363392,-0.000185698,0.000143226
23:51.5,0.000623687,0.000366519,-0.000175043,0.000148462
23:52.5,0.00062603,0.00037108,-0.000161682,0.000152817
23:53.5,0.000629443,0.000377434,-0.000149411,0.00015541
23:54.5,0.000631047,0.000386012,-0.000142405,0.000157657
23:55.5,0.000627733,0.000396076,-0.00014197,0.000162241
23:56.5,0.000619715,0.000405777,-0.000146959,0.000170225
23:57.5,0.000610185,0.000413469,-0.000155749,0.000180841
23:58.5,0.000602876,0.000418198,-0.000166837,0.000191356
23:59.5,0.000599492,0.000419806,-0.000178412,0.000198903
24:00.5,0.000600584,0.000418488,-0.000189129,0.000202873
24:01.5,0.000605507,0.000415281,-0.000198939,0.000205635
24:02.5,0.000613236,0.000411683,-0.000206844,0.000209868
24:03.5,0.000623318,0.000408229,-0.000211095,0.000215861
24:04.5,0.000635388,0.000405003,-0.00021139,0.000221704
24:05.5,0.000647071,0.00040239,-0.000208933,0.000224015
24:06.5,0.000655587,0.000400882,-0.000205247,0.000219575
24:07.5,0.00066009,0.000400581,-0.000201061,0.000207947
24:08.5,0.0006614,0.000401252,-0.000197804,0.000192039
24:09.5,0.000662242,0.000402597,-0.000196162,0.000175365
24:10.5,0.000665314,0.000404316,-0.000195331,0.000161671
24:11.5,0.000672269,0.00040632,-0.000194105,0.000153965
24:12.5,0.000683865,0.000408903,-0.000191646,0.00015242
24:13.5,0.000699111,0.000412241,-0.000188223,0.000154961
24:14.5,0.000716083,0.000416108,-0.000183231,0.00015777
24:15.5,0.000732039,0.000419729,-0.000176984,0.000157229
24:16.5,0.000744617,0.000421511,-0.000170036,0.000152485
24:17.5,0.000752604,0.000420761,-0.000163493,0.000145831
24:18.5,0.000755963,0.000417983,-0.000157844,0.00013999
24:19.5,0.000755175,0.000413975,-0.000152748,0.000135866
24:20.5,0.000751474,0.000410192,-0.000149391,0.000133235
24:21.5,0.000746626,0.000408296,-0.000149897,0.000132276
24:22.5,0.000743358,0.00040886,-0.000153987,0.000133458
24:23.5,0.000743461,0.000411449,-0.000159243,0.000137083
24:24.5,0.000745361,0.000414945,-0.000164,0.000143351
24:25.5,0.000745972,0.000417699,-0.000167549,0.000151977
24:26.5,0.000743097,0.000418227,-0.000170471,0.000162657
24:27.5,0.000736158,0.000416098,-0.000173279,0.000175239
24:28.5,0.00072664,0.000412293,-0.000176192,0.000190259
24:29.5,0.000717035,0.000408076,-0.000179576,0.000208086
24:30.5,0.000709284,0.000404788,-0.000184708,0.000228389
24:31.5,0.000703659,0.00040302,-0.000192711,0.00024969
24:32.5,0.000699264,0.000402194,-0.000202897,0.00026956
24:33.5,0.000694283,0.000401209,-0.000212734,0.000286816
24:34.5,0.000687232,0.0003996,-0.000221159,0.00030022
24:35.5,0.000678435,0.00039781,-0.000227927,0.000307483
24:36.5,0.000669551,0.000396476,-0.000232927,0.000307373
24:37.5,0.000662534,0.000396885,-0.000235751,0.000300543
24:38.5,0.000658413,0.000400055,-0.000237363,0.000288661
24:39.5,0.000656071,0.000404839,-0.000239414,0.000273456
24:40.5,0.000652581,0.000409293,-0.000242801,0.000258579
24:41.5,0.000646764,0.000412113,-0.000247852,0.000248978
24:42.4,0.000640169,0.000412729,-0.000254216,0.000247161
24:43.4,0.000634646,0.000411192,-0.000260154,0.000251122
24:44.4,0.000630302,0.000407734,-0.000264348,0.000257036
24:45.4,0.000626686,0.000403255,-0.000267416,0.000261925
24:46.4,0.000624068,0.000399068,-0.000270709,0.00026376
24:47.4,0.000623626,0.000395485,-0.000275272,0.000260126
24:48.4,0.000626447,0.000391943,-0.000281684,0.000249116
24:49.4,0.000632399,0.000388404,-0.000289671,0.000232043
24:50.4,0.000640041,0.000385872,-0.000298031,0.000211747
24:51.4,0.000647529,0.000385542,-0.000305901,0.000189627
24:52.4,0.00065273,0.000387921,-0.00031342,0.000166432
24:53.4,0.000654324,0.000393132,-0.000320835,0.000143278
24:54.4,0.000653097,0.000400339,-0.000327953,0.000121159
24:55.4,0.000651189,0.000407594,-0.000333533,0.000101534
24:56.4,0.000650915,0.000413408,-0.000337185,8.612666e-05
24:57.4,0.000652637,0.000417565,-0.000338272,7.677925e-05
24:58.4,0.000655655,0.000420528,-0.000336567,7.394919e-05
24:59.4,0.000659741,0.000422991,-0.000332878,7.67438e-05
25:00.4,0.000664816,0.000425777,-0.000327772,8.386139e-05
25:01.4,0.000671383,0.000428991,-0.00032156,9.26362e-05
25:02.4,0.000679279,0.000431894,-0.000316039,9.927016e-05
25:03.4,0.000687912,0.000434322,-0.000314797,0.000100114
25:04.4,0.000696877,0.000435977,-0.000319604,9.291947e-05
25:05.4,0.000706266,0.000436218,-0.000329135,7.7569865e-05
25:06.4,0.000715637,0.000435313,-0.000339951,5.6352004e-05
25:07.4,0.000723388,0.000434822,-0.000348036,3.3385044e-05
25:08.4,0.000728284,0.000436507,-0.000351121,1.2727923e-05
25:09.4,0.00073065,0.000441051,-0.000349266,-0.00000243
25:10.4,0.000731505,0.000448195,-0.000343616,-0.0000102
25:11.4,0.0007316,0.000457335,-0.000335439,-0.00000957
25:12.4,0.000731414,0.000467317,-0.000325781,-0.0000028
25:13.4,0.000730379,0.000476642,-0.000315924,4.980832e-06
25:14.4,0.000727706,0.000484065,-0.000307021,8.088185e-06
25:15.4,0.000723197,0.000489403,-0.000299895,4.0583195e-06
25:16.4,0.000717016,0.000493203,-0.000294615,-0.00000465
25:17.4,0.000710127,0.000495884,-0.000291729,-0.0000128
25:18.4,0.000703103,0.000497039,-0.000292037,-0.0000167
25:19.4,0.000695565,0.000495924,-0.000295836,-0.0000163
25:20.4,0.000687442,0.000492876,-0.000302582,-0.0000118
25:21.4,0.000680228,0.000488915,-0.000310892,-0.00000216
25:22.4,0.000674893,0.000485321,-0.000319319,1.0991462e-05
25:23.4,0.000671454,0.000483102,-0.000327613,2.3465689e-05
25:24.4,0.000669402,0.000482824,-0.000336196,3.0365327e-05
25:25.4,0.000668341,0.0004845,-0.000345088,3.093023e-05
25:26.4,0.000668507,0.000487397,-0.000353028,2.9118475e-05
25:27.4,0.000670123,0.000490333,-0.000358348,2.9765171e-05
25:28.4,0.000672348,0.00049264,-0.000360139,3.426368e-05
25:29.4,0.000673126,0.000493636,-0.000358235,4.210105e-05
25:30.4,0.000671023,0.000493011,-0.000353267,5.3378026e-05
25:31.4,0.000666277,0.000491583,-0.00034677,6.893238e-05
25:32.4,0.000660807,0.000490722,-0.000340585,8.8910565e-05
25:33.4,0.000656534,0.000492092,-0.000336086,0.0001132
25:34.4,0.00065388,0.00049735,-0.000333749,0.000141313
25:35.4,0.000653125,0.000506576,-0.000332336,0.000170717
25:36.4,0.000654888,0.000517734,-0.00032998,0.000197619
25:37.4,0.000659499,0.000528027,-0.000326984,0.000219312
25:38.4,0.000666893,0.000534853,-0.000324928,0.000234029
25:39.4,0.00067657,0.00053696,-0.000324288,0.00024175
25:40.4,0.000687228,0.000535187,-0.000324459,0.000245735
25:41.4,0.000697254,0.000531546,-0.000324902,0.000250338
25:42.4,0.000705555,0.000528283,-0.000325591,0.00025676
25:43.3,0.000711617,0.000527012,-0.000326387,0.000261052
25:44.3,0.000715417,0.000528162,-0.000327151,0.000255111
25:45.3,0.000717376,0.000531197,-0.000327971,0.000231996
25:46.3,0.00071768,0.000535261,-0.000329131,0.000192593
25:47.3,0.000715442,0.000539768,-0.000331189,0.000145718
25:48.3,0.000709063,0.00054405,-0.00033503,0.000103807
25:49.3,0.000698195,0.000547165,-0.000340674,7.520558e-05
25:50.3,0.000684972,0.000548548,-0.000346661,6.086007e-05
25:51.3,0.000672794,0.000548182,-0.00035112,5.6917248e-05
25:52.3,0.000663906,0.000546416,-0.00035281,5.8080535e-05
25:53.3,0.000658519,0.000544278,-0.000350768,6.0891532e-05
25:54.3,0.0006557,0.000543507,-0.000344979,6.62378e-05
25:55.3,0.0006543,0.000545366,-0.000336486,7.553049e-05
25:56.3,0.000653095,0.00054908,-0.000326874,8.76865e-05
25:57.3,0.000651856,0.000552575,-0.000318184,0.000102416
25:58.3,0.000650795,0.000554199,-0.000312185,0.000118898
25:59.3,0.000649522,0.000553235,-0.000309535,0.000136424
26:00.3,0.00064832,0.00055015,-0.000309668,0.000153926
26:01.3,0.000647507,0.00054605,-0.000310571,0.000169951
26:02.3,0.000647113,0.00054189,-0.000310128,0.000181362
26:03.3,0.000647551,0.000538312,-0.000308344,0.000186017
26:04.3,0.000649542,0.000535445,-0.000306181,0.00018524
26:05.3,0.000653351,0.000532714,-0.000304745,0.000181494
26:06.3,0.000658326,0.000529595,-0.00030505,0.000175095
26:07.3,0.00066333,0.00052662,-0.000307086,0.000163922
26:08.3,0.00066827,0.00052464,-0.000310516,0.000147724
26:09.3,0.000673789,0.00052382,-0.000314636,0.00012813
26:10.3,0.000679484,0.000523776,-0.000318687,0.000107494
26:11.3,0.000684452,0.000523684,-0.000322272,8.990068e-05
26:12.3,0.000688073,0.000523355,-0.000325001,7.875239e-05
26:13.3,0.000690258,0.000523628,-0.000326584,7.483699e-05
26:14.3,0.000691461,0.000525693,-0.000326701,7.7793266e-05
26:15.3,0.000692064,0.000530157,-0.000325275,8.770064e-05
26:16.3,0.00069187,0.000536358,-0.000322826,0.000104151
26:17.3,0.000690684,0.000543239,-0.00032056,0.000125133
26:18.3,0.000689278,0.000550497,-0.000319155,0.000147804
26:19.3,0.000688843,0.00055789,-0.000318467,0.000165093
26:20.3,0.000689764,0.000564759,-0.000318012,0.000170603
26:21.3,0.000691593,0.000570262,-0.000316732,0.000162848
26:22.3,0.000693278,0.000573493,-0.000313767,0.000143818
26:23.3,0.000694241,0.000573457,-0.00030967,0.000116679
26:24.3,0.000694782,0.000570137,-0.000305645,8.91015e-05
26:25.3,0.00069526,0.000564999,-0.00030285,7.5661e-05
26:26.3,0.000695771,0.000559619,-0.000301999,8.825695e-05
26:27.3,0.00069674,0.000555054,-0.000303069,0.000125167
26:28.3,0.00069859,0.000552454,-0.000305393,0.000172137
26:29.3,0.000701304,0.000552678,-0.00030755,0.000214878
26:30.3,0.000704738,0.000555801,-0.000307388,0.00024922
26:31.3,0.000708448,0.000561315,-0.000303952,0.000278232
26:32.3,0.000711866,0.000568543,-0.000298769,0.000305854
26:33.3,0.000714406,0.000576637,-0.000294098,0.000335529
26:34.3,0.000716099,0.000584402,-0.000290985,0.000368997
26:35.3,0.000717261,0.000591662,-0.000289393,0.000404503
26:36.3,0.000718525,0.000598887,-0.000288932,0.000439019
26:37.3,0.000720272,0.000606132,-0.000288974,0.000469827
26:38.3,0.000722629,0.000612983,-0.000288806,0.000493511
26:39.3,0.000725297,0.000618589,-0.00028824,0.000507104
26:40.3,0.000727671,0.000621892,-0.000287825,0.000509713
26:41.3,0.000729208,0.000622323,-0.00028772,0.000501954
26:42.3,0.000729877,0.000619699,-0.000287179,0.000487153
26:43.3,0.000730095,0.000614853,-0.000285241,0.000472583
26:44.2,0.00073013,0.000609525,-0.000281395,0.000465748
26:45.2,0.000730234,0.000604529,-0.000275992,0.000467937
26:46.2,0.000730379,0.000599532,-0.000270614,0.000473933
26:47.2,0.000730288,0.000594362,-0.000267547,0.000477004
26:48.2,0.000729842,0.000589378,-0.000267946,0.000472114
26:49.2,0.000728868,0.000585121,-0.000270929,0.000459606
26:50.2,0.000727301,0.000581597,-0.000275133,0.000443166
26:51.2,0.000725211,0.000578565,-0.000279889,0.000424976
26:52.2,0.0007228,0.000575854,-0.000284891,0.000406499
26:53.2,0.00072026,0.000573239,-0.000289987,0.000388781
26:54.2,0,0,0,0
26:55.2,0.000261512,9.6594194e-05,-0.001274082,-0.000285863
26:56.2,0.000397547,0.000147928,-0.001938136,-0.000432124
26:57.2,0.000446722,0.00016826,-0.002182295,-0.000485421
26:58.2,0.000446269,0.000170727,-0.002191301,-0.000488348
26:59.2,0.000423976,0.000164906,-0.002101372,-0.000469512
27:00.2,0.000397035,0.000156628,-0.001994496,-0.000446176
27:01.2,0.000373442,0.000148335,-0.001908944,-0.000427889
27:02.2,0.00035498,0.000140872,-0.001853937,-0.000419685
27:03.2,0.000341302,0.000134757,-0.001824243,-0.000421947
27:04.2,0.000332228,0.000130577,-0.001810867,-0.000432019
27:05.2,0.000327197,0.000128101,-0.001806422,-0.000445886
27:06.2,0.0003255,0.000126277,-0.001806547,-0.000459203
27:07.2,0.000326653,0.000123828,-0.001809596,-0.000468189
27:08.2,0.000329969,0.000120781,-0.001815025,-0.000469347
27:09.2,0.000334865,0.000118616,-0.001822062,-0.00045934
27:10.2,0.000340772,0.000118217,-0.001829762,-0.000436778
27:11.2,0.000347105,0.000119447,-0.001837228,-0.000404733
27:12.2,0.000353576,0.000121623,-0.001843697,-0.00036911
27:13.2,0.000359634,0.000123862,-0.0018493,-0.000335324
27:14.2,0.00036448,0.00012558,-0.001855056,-0.000305976
27:15.2,0.000367368,0.000126191,-0.001861808,-0.000281868
27:16.2,0.000367602,0.000125637,-0.001869595,-0.000263786
27:17.2,0.000365665,0.00012468,-0.001877444,-0.000252728
27:18.2,0.000362764,0.000123865,-0.001883383,-0.000249749
27:19.2,0.000360498,0.000122578,-0.001885116,-0.000254222
27:20.2,0.000361078,0.000120099,-0.001881634,-0.000263331
27:21.2,0.000365614,0.000116664,-0.001873553,-0.000274127
27:22.2,0.000372757,0.000112795,-0.001862635,-0.000283957
27:23.2,0.000379698,0.000108371,-0.001851364,-0.000291134
27:24.2,0.000384149,0.000102857,-0.001842356,-0.000296318
27:25.2,0.000385631,9.684924e-05,-0.0018373,-0.000300449
27:26.2,0.000384985,9.186161e-05,-0.001835775,-0.000303012
27:27.2,0.000383888,8.9150206e-05,-0.001837123,-0.00030067
27:28.2,0.00038358,8.909219e-05,-0.001841522,-0.000289598
27:29.2,0.000383832,9.0579735e-05,-0.001849641,-0.000267858
27:30.2,0.000383639,9.165672e-05,-0.001861197,-0.000237659
27:31.2,0.000382436,9.107506e-05,-0.001874028,-0.000204208
27:32.2,0.000379966,8.876223e-05,-0.001884326,-0.000173843
27:33.2,0.000376752,8.5086496e-05,-0.001887976,-0.000149253
27:34.2,0.00037409,8.172918e-05,-0.001882128,-0.000130215
27:35.2,0.000373045,8.079446e-05,-0.001866576,-0.000117389
27:36.2,0.000374375,8.322963e-05,-0.001844951,-0.000112825
27:37.2,0.000377654,8.894335e-05,-0.001822923,-0.000116002
27:38.2,0.000381913,9.6640455e-05,-0.001804838,-0.000123444
27:39.2,0.000386541,0.000104292,-0.001792759,-0.000133042
27:40.2,0.000390954,0.000110079,-0.001787292,-0.000143007
27:41.2,0.000394683,0.000113408,-0.001787585,-0.000150756
27:42.2,0.000397514,0.000115004,-0.001792265,-0.000153059
27:43.2,0.000399469,0.000115969,-0.001798977,-0.000144685
27:44.2,0.000400578,0.00011741,-0.00180586,-0.000122963
27:45.1,0.00040098,0.000120289,-0.001813366,-0.0000913
27:46.1,0.000400978,0.000124744,-0.001822262,-0.0000539
27:47.1,0.000401528,0.000130122,-0.001831642,-0.0000152
27:48.1,0.000403252,0.00013543,-0.001839829,1.9985802e-05
27:49.1,0.000406081,0.000140047,-0.001845786,4.6808953e-05
27:50.1,0.000409871,0.0001442,-0.001849206,6.1847815e-05
27:51.1,0.000413685,0.000148339,-0.001850411,6.526636e-05
27:52.1,0.000416678,0.000152016,-0.001850234,5.9205373e-05
27:53.1,0.000418883,0.000154315,-0.001849687,4.9338745e-05
27:54.1,0.000420849,0.000154818,-0.001849376,4.1691903e-05
27:55.1,0.000422851,0.000154016,-0.001849214,4.053942e-05
27:56.1,0.000424767,0.000153024,-0.001848402,4.8422866e-05
27:57.1,0.0004263,0.000153104,-0.001846539,6.58137e-05
27:58.1,0.000427179,0.000155179,-0.001843111,9.039631e-05
27:59.1,0.000427547,0.000159276,-0.001838233,0.000117272
28:00.1,0.000428033,0.000164727,-0.001832547,0.000142405
28:01.1,0.000429258,0.000170106,-0.001827618,0.000161991
28:02.1,0.000431109,0.000174073,-0.001825369,0.000171234
28:03.1,0.000432872,0.000176081,-0.001826118,0.000167131
28:04.1,0.00043437,0.000176686,-0.001828852,0.000151377
28:05.1,0.000435896,0.000176907,-0.001832385,0.00012732
28:06.1,0.000437875,0.000177705,-0.001835215,9.585204e-05
28:07.1,0.000440536,0.000179469,-0.001836107,5.616325e-05
28:08.1,0.000443576,0.000181616,-0.001834341,1.2083169e-05
28:09.1,0.000446306,0.000182819,-0.001830076,-0.0000276
28:10.1,0.000447804,0.000182171,-0.001823995,-0.0000565
28:11.1,0.000447138,0.000180191,-0.001816184,-0.000073
28:12.1,0.000444028,0.000178544,-0.001807949,-0.0000777
28:13.1,0.000439252,0.000179013,-0.001801633,-0.0000738
28:14.1,0.000434284,0.000182613,-0.001798034,-0.000065
28:15.1,0.000430434,0.000189051,-0.001796338,-0.000053
28:16.1,0.00042802,0.000196201,-0.001795767,-0.0000379
28:17.1,0.0004268,0.000201495,-0.001796259,-0.0000184
28:18.1,0.000426287,0.000203727,-0.001798752,5.024109e-06
28:19.1,0.000425705,0.00020355,-0.00180418,2.7173432e-05
28:20.1,0.000424475,0.000202682,-0.001811982,4.1342828e-05
28:21.1,0.000422361,0.000202334,-0.001820415,4.311721e-05
28:22.1,0.000419778,0.00020273,-0.001827251,3.0881158e-05
28:23.1,0.000417652,0.000202978,-0.00183153,6.281903e-06
28:24.1,0.000416403,0.000201885,-0.001834109,-0.0000272
28:25.1,0.000415767,0.000199387,-0.001835098,-0.0000624
28:26.1,0.000415532,0.000196469,-0.00183391,-0.000089
28:27.1,0.000416063,0.00019439,-0.00183047,-0.000101137
28:28.1,0.000417847,0.000194227,-0.001826166,-0.0000991
28:29.1,0.00042105,0.000196316,-0.001822666,-0.0000858
28:30.1,0.000425626,0.000200407,-0.001820514,-0.0000659
28:31.1,0.000430816,0.000205753,-0.001818629,-0.0000433
28:32.1,0.000435133,0.000211339,-0.001815704,-0.000021
28:33.1,0.000437376,0.000216935,-0.001811444,-0.000000731
28:34.1,0.000437476,0.000222592,-0.001806176,1.8141616e-05
28:35.1,0.000436437,0.000228517,-0.001800212,3.385747e-05
28:36.1,0.000435441,0.00023474,-0.001795038,4.325572e-05
28:37.1,0.000434815,0.000240677,-0.00179254,4.6398836e-05
28:38.1,0.000434241,0.000244878,-0.001792887,4.4845452e-05
28:39.1,0.000433104,0.00024574,-0.001794874,4.0682276e-05
28:40.1,0.000431146,0.000242031,-0.001797834,3.9353177e-05
28:41.1,0.000428567,0.000233832,-0.001801481,4.6134715e-05
28:42.1,0.00042584,0.000222642,-0.001804629,6.2401574e-05
28:43.1,0.000423207,0.000210555,-0.001805185,8.5118605e-05
28:44.1,0.000420686,0.000198913,-0.001802461,0.000107043
28:45.1,0.000418519,0.000188346,-0.001798547,0.000121797
28:46.0,0.000416918,0.000179645,-0.001796335,0.000126496
28:47.0,0.000416269,0.00017272,-0.001798008,0.000119394
28:48.0,0.000417112,0.000167536,-0.001804212,0.000101908
28:49.0,0.000419483,0.000164384,-0.001813718,7.946618e-05
28:50.0,0.000422745,0.000163022,-0.001824264,5.711953e-05
28:51.0,0.000425911,0.00016241,-0.001834109,3.84013e-05
28:52.0,0.00042805,0.00016225,-0.001842841,2.5286987e-05
28:53.0,0.000428235,0.000163277,-0.001850656,1.9310806e-05
28:54.0,0.000426515,0.000166357,-0.001856663,1.9545232e-05
28:55.0,0.00042376,0.000171386,-0.001861041,2.3928073e-05
28:56.0,0.000420606,0.000177365,-0.001865018,3.354699e-05
28:57.0,0.00041748,0.000183015,-0.001869553,5.169495e-05
28:58.0,0.000414667,0.000187283,-0.001873336,8.002171e-05
28:59.0,0.000411972,0.000189561,-0.001874222,0.000116171
29:00.0,0.000409249,0.000189905,-0.001871321,0.000155201
29:01.0,0.000406297,0.000189062,-0.001865067,0.000190065
29:02.0,0.000403198,0.000188386,-0.001857369,0.000213767
29:03.0,0.000400314,0.000189457,-0.001850319,0.00022304
29:04.0,0.000397609,0.000192402,-0.001844996,0.000220518
29:05.0,0.000394739,0.000195841,-0.001842099,0.000212176
29:06.0,0.000392401,0.000198198,-0.001843063,0.000204253
29:07.0,0.000391782,0.000198675,-0.001848909,0.000201469
29:08.0,0.000393713,0.000197674,-0.001859337,0.000205296
29:09.0,0.000398503,0.000196438,-0.001872374,0.000214657
29:10.0,0.000405362,0.000195346,-0.001886377,0.000227276
29:11.0,0.000413029,0.000194317,-0.001900434,0.000241475
29:12.0,0.000420343,0.000193444,-0.001913882,0.000256905
29:13.0,0.00042675,0.000192834,-0.001926122,0.000273595
29:14.0,0.000431922,0.000192306,-0.001937082,0.000289817
29:15.0,0.000435566,0.000191887,-0.001946837,0.000299533
29:16.0,0.000437693,0.000192201,-0.001955212,0.000294227
29:17.0,0.000438675,0.000193363,-0.001962171,0.000269966
29:18.0,0.000438556,0.000195047,-0.001967543,0.000230624
29:19.0,0.000437905,0.000196616,-0.001970635,0.000188174
29:20.0,0.000437954,0.00019656,-0.001971766,0.000155283
29:21.0,0.000439526,0.000193382,-0.001972217,0.000137642
29:22.0,0.000442644,0.000187006,-0.001973243,0.000135554
29:23.0,0.000447086,0.000179229,-0.001975674,0.000144113
29:24.0,0.000452606,0.000172486,-0.001978567,0.000155721
29:25.0,0.000458634,0.000168383,-0.001979235,0.000162975
29:26.0,0.00046454,0.000168172,-0.001976095,0.000161174
29:27.0,0.000469606,0.000172303,-0.00196945,0.00015074
29:28.0,0.000472672,0.000180284,-0.001959777,0.000135674
29:29.0,0.000472683,0.000190487,-0.001946772,0.000120448
29:30.0,0.000469958,0.00020003,-0.001930545,0.000107928
29:31.0,0.000465964,0.000206413,-0.001914032,9.995891e-05
29:32.0,0.000462525,0.000209487,-0.001900891,9.907252e-05
29:33.0,0.000460361,0.000210562,-0.00189246,0.00010636
29:34.0,0.000458616,0.000211708,-0.001887717,0.000119724
29:35.0,0.000455681,0.00021384,-0.001884889,0.0001362
29:36.0,0.000450809,0.000216241,-0.001883191,0.000153799
29:37.0,0.000444825,0.000218116,-0.001882734,0.000172407
29:38.0,0.000438868,0.000219431,-0.001883101,0.000192751
29:39.0,0.000433681,0.000220375,-0.001883714,0.0002139
29:40.0,0.00042912,0.000220397,-0.001884908,0.000233937
29:41.0,0.000424786,0.000217318,-0.001886915,0.000250041
29:42.0,0.000420425,0.00020868,-0.001889232,0.00026085
29:43.0,0.000415901,0.000194694,-0.001891624,0.000268574
29:44.0,0.000411228,0.000178583,-0.001893733,0.000276074
29:45.0,0.000406942,0.000164074,-0.001895259,0.000284273
29:46.0,0.00040411,0.000154001,-0.001896786,0.000293989
29:46.9,0.000403808,0.000149573,-0.001898995,0.000306884
29:47.9,0.00040647,0.000149613,-0.001900962,0.000324291
29:48.9,0.000411342,0.000151812,-0.001901512,0.000345684
29:49.9,0.000417427,0.000154369,-0.001900766,0.000367924
29:50.9,0.000423657,0.000155839,-0.001899739,0.000387109
29:51.9,0.000429044,0.000155358,-0.00189955,0.000402358
29:52.9,0.000433498,0.000153082,-0.001900918,0.000415833
29:53.9,0.000436735,0.000149351,-0.001904344,0.000430464
29:54.9,0.000437717,0.00014494,-0.001909391,0.000448066
29:55.9,0.000435705,0.000140717,-0.001914733,0.000467779
29:56.9,0.000430219,0.000137047,-0.001919996,0.000486884
29:57.9,0.000421861,0.000133236,-0.001926111,0.000502232
29:58.9,0.000412685,0.000127582,-0.001933788,0.000512665
29:59.9,0.000404787,0.000119222,-0.001942811,0.000518974
30:00.9,0.000399218,0.000109204,-0.00195279,0.000522393
30:01.9,0.000395318,9.9728495e-05,-0.001962833,0.0005246
30:02.9,0.00039151,9.185205e-05,-0.001972182,0.000527162
30:03.9,0.00038708,8.562345e-05,-0.001980902,0.00053032
30:04.9,0.000382956,8.277812e-05,-0.001988512,0.000532529
30:05.9,0.000380172,8.576328e-05,-0.001992937,0.00053328
30:06.9,0.000379176,9.466468e-05,-0.001991764,0.000531991
30:07.9,0.00037975,0.00010714,-0.001984193,0.00052723
30:08.9,0.000381412,0.000120639,-0.001971288,0.000517297
30:09.9,0.00038358,0.00013313,-0.001955558,0.000501917
30:10.9,0.000386202,0.000143128,-0.001940525,0.000483159
30:11.9,0.000389397,0.000150067,-0.001929877,0.000464909
30:12.9,0.000392695,0.000153944,-0.001925621,0.000451023
30:13.9,0.000395353,0.000155891,-0.001927042,0.000443647
30:14.9,0.00039681,0.000157742,-0.001931297,0.000442535
30:15.9,0.000396529,0.000160807,-0.001934896,0.000446925
30:16.9,0.000393942,0.000165958,-0.001935131,0.000455038
30:17.9,0.00038819,0.000173399,-0.001930769,0.000463469
30:18.9,0.000379559,0.000182237,-0.001921643,0.000469839
30:19.9,0.000368863,0.000191746,-0.001908186,0.000473613
30:20.9,0.000357269,0.000201376,-0.001891852,0.000475401
30:21.9,0.000345811,0.0002109,-0.00187515,0.00047527
30:22.9,0.000335803,0.000220469,-0.001861132,0.000472803
30:23.9,0.000328063,0.000229694,-0.001851375,0.000467864
30:24.9,0.000322969,0.00023832,-0.001847038,0.000461718
30:25.9,0.000321042,0.000246298,-0.001848745,0.000457099
30:26.9,0.000322333,0.000253799,-0.001856081,0.000455763
30:27.9,0.000324975,0.000260663,-0.00186735,0.000457309
30:28.9,0.000326197,0.000265842,-0.001880908,0.000459822
30:29.9,0.000324182,0.000268106,-0.001896943,0.000461775
30:30.9,0.000319,0.000267386,-0.001915073,0.000461608
30:31.9,0.000311916,0.000265014,-0.001933026,0.0004592
30:32.9,0.000303856,0.000261095,-0.001948554,0.000455971
30:33.9,0.000295151,0.000254836,-0.001960023,0.000452413
30:34.9,0.000285794,0.000246917,-0.001966811,0.000448355
30:35.9,0.000275311,0.00023785,-0.001969559,0.000443437
30:36.9,0.000263574,0.000227621,-0.001969638,0.000438068
30:37.9,0.000251196,0.000216437,-0.001968396,0.000432885
30:38.9,0.000239576,0.000204255,-0.001967946,0.000427715
30:39.9,0.000229671,0.000191616,-0.001970762,0.000421385
30:40.9,0.000222232,0.000180426,-0.001977496,0.000413432
30:41.9,0.000218388,0.000172454,-0.00198733,0.000404722
30:42.9,0.000219601,0.000168636,-0.001997959,0.000397887
30:43.9,0.000227207,0.000169224,-0.002007206,0.000394597
30:44.9,0.000241285,0.000173465,-0.002014093,0.000394793
30:45.9,0.000259691,0.000179833,-0.002018245,0.000397872
30:46.9,0.000278786,0.000187085,-0.002019812,0.000402595
30:47.9,0.00029611,0.000194211,-0.002019825,0.000408223
30:48.8,0.000309539,0.000200649,-0.00201863,0.000416217
30:49.8,0.000317064,0.000205768,-0.002015795,0.000429245
30:50.8,0.000318597,0.000208412,-0.002011649,0.000448434
