Time,Ch240-242,Ch245-247,Ch250-252,Ch255-257
11:10.6,0.000133313,0.00019335,5.027281e-05,-0.000843556
11:11.6,0.000124623,0.000195989,5.2589705e-05,-0.000845737
11:12.6,0.000113434,0.000200881,5.5620643e-05,-0.000844243
11:13.6,0.000103491,0.000206991,5.926774e-05,-0.000841683
11:14.6,9.661396e-05,0.000212951,6.367299e-05,-0.000840476
11:15.6,9.310539e-05,0.000217085,6.8815025e-05,-0.000840501
11:16.6,9.184635e-05,0.00021765,7.3148694e-05,-0.000838803
11:17.6,9.121172e-05,0.000213281,7.5230935e-05,-0.00083293
11:18.6,9.0901805e-05,0.000204261,7.4911135e-05,-0.000822633
11:19.6,9.2272094e-05,0.000192484,7.319813e-05,-0.000810804
11:20.6,9.6898824e-05,0.000180203,7.100815e-05,-0.000802052
11:21.6,0.000106287,0.000169199,6.841362e-05,-0.000800335
11:22.6,0.000121265,0.000159198,6.4869564e-05,-0.000806631
11:23.6,0.000141122,0.000149511,5.9128368e-05,-0.000818005
11:24.6,0.000163216,0.000141521,5.0522467e-05,-0.000830078
11:25.6,0.000184163,0.000137629,3.9128096e-05,-0.000839712
11:26.6,0.000202027,0.000139167,2.6249856e-05,-0.000846165
11:27.6,0.000216656,0.000143476,1.4299938e-05,-0.000849753
11:28.6,0.000228455,0.000145195,4.256738e-06,-0.000851106
11:29.5,0.000237255,0.000140861,-0.00000365,-0.000851146
11:30.5,0.000243903,0.00013074,-0.00000759,-0.000849706
11:31.5,0.000251076,0.000117162,-0.00000596,-0.000845832
11:32.5,0.000260256,0.000102406,9.484436e-07,-0.000838879
11:33.5,0.00027045,8.876379e-05,1.0700181e-05,-0.000829804
11:34.5,0.000279398,7.9314945e-05,2.0073476e-05,-0.000821391
11:35.5,0.000285946,7.6556295e-05,2.6900614e-05,-0.000815939
11:36.5,0.000289668,8.182569e-05,2.974606e-05,-0.00081412
11:37.5,0.000289929,9.533684e-05,2.7679453e-05,-0.000816715
11:38.5,0.00028656,0.00011515,2.2686845e-05,-0.000823492
