case,panel,series,x,y,x_unit,y_unit,source_file,downsample_factor,interpolation_method,label
S1,X_profile_last_snapshot,DSx2 Linear,155.591837,1.36825569,cm,mean_damage_intensity,Gridder43s12238log.csv,2,linear,
S1,X_profile_last_snapshot,DSx2 Linear,158.673469,1.21592360,cm,mean_damage_intensity,Gridder43s12238log.csv,2,linear,
S1,X_profile_last_snapshot,DSx2 Linear,161.755102,1.26683395,cm,mean_damage_intensity,Gridder43s12238log.csv,2,linear,
S1,X_profile_last_snapshot,DSx2 Linear,164.836735,1.06391238,cm,mean_damage_intensity,Gridder43s12238log.csv,2,linear,
S1,X_profile_last_snapshot,DSx2 Linear,167.918367,1.16126448,cm,mean_damage_intensity,Gridder43s12238log.csv,2,linear,
S1,X_profile_last_snapshot,DSx2 Linear,171.000000,1.07611598,cm,mean_damage_intensity,Gridder43s12238log.csv,2,linear,
S1,X_profile_last_snapshot,DSx2 Nearest,20.000000,0.83544016,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,23.081633,0.83544016,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,26.163265,0.76828427,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,29.244898,0.74324372,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,32.326531,0.74324372,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,35.408163,0.74324372,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,38.489796,0.78293567,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,41.571429,0.82285118,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,44.653061,0.82285118,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,47.734694,0.82285118,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,50.816327,0.85002582,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,53.897959,0.85002582,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,56.979592,0.86146194,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,60.061224,0.86146194,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,63.142857,0.87446361,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,66.224490,0.87446361,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,69.306122,0.89642022,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,72.387755,0.89642022,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,75.469388,0.91169970,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,78.551020,0.91169970,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,81.632653,0.91092832,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,84.714286,0.88919399,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,87.795918,0.88919399,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,90.877551,0.91737780,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,93.959184,0.91737780,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,97.040816,0.95208425,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,100.122449,0.95208425,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,103.204082,0.94080462,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,106.285714,0.95488266,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,109.367347,0.91337778,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,112.448980,0.95687196,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,115.530612,0.95277527,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,118.612245,0.95525786,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,121.693878,0.95071600,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,124.775510,1.01153785,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,127.857143,1.01287861,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,130.938776,1.12625344,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,134.020408,1.18626570,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,137.102041,1.23341899,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,140.183673,1.23628356,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,143.265306,1.35025230,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,146.346939,1.16808961,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,149.428571,1.31410082,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,152.510204,1.21910726,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,155.591837,1.42229180,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,158.673469,1.07412679,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,161.755102,1.34265848,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,164.836735,0.93087968,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,167.918367,1.15511912,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx2 Nearest,171.000000,1.13815815,cm,mean_damage_intensity,Gridder43s12238log.csv,2,nearest,
S1,X_profile_last_snapshot,DSx4 Linear,20.000000,0.84523641,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,23.081633,0.82002423,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,26.163265,0.79481204,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,29.244898,0.76959986,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,32.326531,0.74438767,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,35.408163,0.76402361,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,38.489796,0.78365954,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,41.571429,0.80329548,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,44.653061,0.82293141,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,47.734694,0.83364759,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,50.816327,0.84436377,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,53.897959,0.85507995,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,56.979592,0.86579613,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,60.061224,0.87413549,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,63.142857,0.88247485,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,66.224490,0.89081420,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,69.306122,0.89915356,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,72.387755,0.90305561,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,75.469388,0.90695765,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,78.551020,0.91085970,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,81.632653,0.91476174,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,84.714286,0.91683298,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,87.795918,0.91890421,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,90.877551,0.92097545,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,93.959184,0.92304668,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,97.040816,0.91338366,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,100.122449,0.90372063,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,103.204082,0.92226630,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,106.285714,0.94934722,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,109.367347,0.92000122,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,112.448980,0.90793825,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,115.530612,0.92200155,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,118.612245,0.94483461,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,121.693878,0.94796012,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,124.775510,0.98936228,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,127.857143,1.05653318,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,130.938776,1.12397161,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,134.020408,1.07452057,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,137.102041,1.06126896,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,140.183673,1.09360533,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,143.265306,1.24370039,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,146.346939,1.19961088,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,149.428571,1.13347579,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,152.510204,1.13109063,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,155.591837,1.24372046,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,158.673469,1.10627161,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,161.755102,0.87675053,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,164.836735,0.76680373,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,167.918367,0.85170335,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Linear,171.000000,1.09236269,cm,mean_damage_intensity,Gridder43s12238log.csv,4,linear,
S1,X_profile_last_snapshot,DSx4 Nearest,20.000000,0.83605982,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,23.081633,0.83605982,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,26.163265,0.83605982,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,29.244898,0.74007694,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,32.326531,0.74007694,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,35.408163,0.74007694,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,38.489796,0.74007694,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,41.571429,0.82006825,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,44.653061,0.82006825,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,47.734694,0.82006825,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,50.816327,0.82006825,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,53.897959,0.86036374,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,56.979592,0.86036374,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,60.061224,0.86036374,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,63.142857,0.86036374,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,66.224490,0.89489520,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,69.306122,0.89489520,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,72.387755,0.89489520,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,75.469388,0.89489520,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,78.551020,0.91066984,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,81.632653,0.91066984,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,84.714286,0.91066984,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,87.795918,0.91934838,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,90.877551,0.91934838,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,93.959184,0.91934838,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,97.040816,0.91934838,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,100.122449,0.89975900,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,103.204082,0.93724896,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,106.285714,0.95408020,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,109.367347,0.94743563,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,112.448980,0.88840204,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,115.530612,0.93282214,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,118.612245,0.95453174,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,121.693878,0.94974575,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,124.775510,1.05577693,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,127.857143,1.12389157,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,130.938776,1.12522677,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,134.020408,1.12675977,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,137.102041,1.02099539,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,140.183673,1.10977760,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,143.265306,1.27624424,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,146.346939,1.33949606,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,149.428571,1.33018862,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,152.510204,1.11315916,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,155.591837,1.29868569,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,158.673469,1.40874177,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,161.755102,0.42407321,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,164.836735,0.67851713,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,167.918367,1.13086189,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S1,X_profile_last_snapshot,DSx4 Nearest,171.000000,1.13086189,cm,mean_damage_intensity,Gridder43s12238log.csv,4,nearest,
S2,Lmax_relative_error,Baseline,1.910000,0.000000,h,percent,,,,
S2,N_absolute_error,Baseline,1.910000,0.000000,h,count,,,,
S2,Lmax_relative_error,Baseline,3.000000,0.000000,h,percent,,,,
S2,N_absolute_error,Baseline,3.000000,0.000000,h,count,,,,
S2,Lmax_relative_error,Baseline,6.210000,0.000000,h,percent,,,,
S2,N_absolute_error,Baseline,6.210000,0.000000,h,count,,,,
S2,Lmax_relative_error,Baseline,9.100000,0.000000,h,percent,,,,
S2,N_absolute_error,Baseline,9.100000,0.000000,h,count,,,,
S2,Lmax_relative_error,Baseline,11.610000,0.000000,h,percent,,,,
S2,N_absolute_error,Baseline,11.610000,0.000000,h,count,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,1.910000,0.388387,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,1.934311,0.402049,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,1.958622,0.416192,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,1.982932,0.430832,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.007243,0.445988,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.031554,0.461676,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.055865,0.477916,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.080175,0.494727,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.104486,0.512130,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.128797,0.530145,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.153108,0.548793,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.177419,0.568097,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.201729,0.588080,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.226040,0.608767,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.250351,0.630180,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.274662,0.652347,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.298972,0.675294,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.323283,0.699047,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.347594,0.723636,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.371905,0.749090,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.396216,0.775439,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.420526,0.802715,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.444837,0.830950,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.469148,0.860178,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.493459,0.890434,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.517769,0.921754,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.542080,0.954176,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.566391,0.987738,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.590702,1.022480,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.615013,1.058444,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.639323,1.095673,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.663634,1.134210,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.687945,1.174104,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.712256,1.215400,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.736566,1.258148,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.760877,1.302399,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.785188,1.348207,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.809499,1.395625,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.833810,1.444711,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.858120,1.495523,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.882431,1.548122,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.906742,1.602570,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.931053,1.658932,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.955363,1.717276,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,2.979674,1.777672,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.003985,1.840191,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.028296,1.904908,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.052607,1.971900,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.076917,2.041248,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.101228,2.113034,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.125539,2.187343,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.149850,2.264265,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.174160,2.343891,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.198471,2.426316,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.222782,2.511639,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.247093,2.599960,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.271404,2.691387,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.295714,2.786027,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.320025,2.883993,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.344336,2.985402,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.368647,3.090376,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,3.392957,3.199039,h,voxels,,,,
