27354	X	Y	Z	Log_Result
6.089085	150	121.600000	20	0.850590
45.583047	150	87.200000	20	1.668228
45.087899	150	52.800000	20	1.663587
42.802143	150	18.400000	20	1.641495
21.824806	120	18.400000	20	1.358407
11.788422	120	52.800000	20	1.106817
3.626375	120	87.200000	20	0.665241
0.966893	120	121.600000	20	0.293781
4.508170	90	121.600000	20	0.741007
3.317669	90	87.200000	20	0.635249
3.970812	90	52.800000	20	0.696427
4.531746	90	18.400000	20	0.742862
6.902393	60	18.400000	20	0.897759
5.216159	60	52.800000	20	0.793522
5.498115	60	87.200000	20	0.812787
5.467719	60	121.600000	20	0.810751
0.598466	30	121.600000	20	0.203703
0.359953	30	87.200000	20	0.133524
0.829199	30	52.800000	20	0.262261
0.467222	30	18.400000	20	0.166496
19.141121	120	18.400000	50	1.304084
0.003630	120	52.800000	50	0.001574
0.122710	120	87.200000	50	0.050268
0.184251	120	121.600000	50	0.073444
0.100787	90	121.600000	50	0.041703
0.451441	90	87.200000	50	0.161800
1.452179	90	52.800000	50	0.389552
1.071935	90	18.400000	50	0.316376
3.570052	60	18.400000	50	0.659921
0.163087	60	52.800000	50	0.065612
1.684618	60	87.200000	50	0.428882
0.009088	60	121.600000	50	0.003929
0.018974	30	121.600000	50	0.008163
10.984456	30	87.200000	50	1.078618
0.781845	30	52.800000	50	0.250870
6.038083	30	18.400000	50	0.847454
107.004254	90	18.400000	80	2.033441
0.686164	90	52.800000	80	0.226900
13.475423	90	87.200000	80	1.160631
8.803183	90	121.600000	80	0.991367
0.431474	60	121.600000	80	0.155783
4.204614	60	87.200000	80	0.716389
2.680246	60	52.800000	80	0.565877
15.429398	60	18.400000	80	1.215622
2.380995	30	18.400000	80	0.529045
0.350320	30	52.800000	80	0.130437
0.027347	30	87.200000	80	0.011717
4.678021	30	121.600000	80	0.754197
50.069566	20	120.000000	98	1.708162
49.888211	20	100.000000	98	1.706617
46.951045	20	80.000000	98	1.680798
43.051164	20	60.000000	98	1.643957
35.675327	20	40.000000	98	1.564374
9.044781	20	20.000000	98	1.001940
0.916782	40	40.000000	98	0.282573
2.252112	40	60.000000	98	0.512166
5.631780	40	80.000000	98	0.821630
12.306694	40	100.000000	98	1.124070
5.404650	40	120.000000	98	0.806495
87.742017	60	100.000000	98	1.948129
85.142712	60	80.000000	98	1.935219
73.895887	60	60.000000	98	1.874458
61.355275	60	40.000000	98	1.794873
11.529761	60	20.000000	98	1.097943
29.725120	80	40.000000	98	1.487494
23.400661	80	60.000000	98	1.387402
17.603434	80	80.000000	98	1.269593
13.046054	80	100.000000	98	1.147554
9.968669	80	120.000000	98	1.040154
0.319259	89	100.000000	98	0.120330
0.521401	88	80.000000	98	0.182244
0.859684	87	60.000000	98	0.269439
1.419715	86	40.000000	98	0.383764
36.454451	85	20.000000	98	1.573503
23.569561	95	40.000000	98	1.390397
53.808373	95	60.000000	98	1.738847
99.461221	95	80.000000	98	2.001998
1.015036	112	120.000000	84	0.304283
2.909419	123	100.000000	74	0.592112
3.815354	123	80.000000	74	0.682628
6.038258	123	60.000000	74	0.847465
9.659281	123	40.000000	74	1.027728
0.126440	124	20.000000	66	0.051708
15.614213	135	40.000000	58	1.220480
13.564273	135	60.000000	58	1.163289
10.820633	135	80.000000	58	1.072641
8.320189	135	100.000000	58	0.969425
8.188698	136	120.000000	50	0.963254
38.111259	147	100.000000	42	1.592302
42.516024	147	80.000000	42	1.638649
45.740312	147	60.000000	42	1.669692
47.208800	147	40.000000	42	1.683126
45.825329	148	20.000000	34	1.670481
48.084649	159	40.000000	26	1.690946
44.533458	159	60.000000	26	1.658331
41.658770	159	80.000000	26	1.630008
39.642952	159	100.000000	26	1.608985
27.183003	160	120.000000	18	1.449987
7.929995	171	100.000000	10	0.950851
6.766123	171	80.000000	10	0.890204
5.064664	171	60.000000	10	0.782807
5.296118	171	40.000000	10	0.799073
