CAT-RMS,Time(s),Ch90-92,S1Linear displacement sensor,Time(s),Slope surface,Horizontal crest platform
,11983,0,,,,
,11984,0,,,,
,11985,0,,,,
,11986,0,,,,
,11987,0,,,,
,11988,0,,,,
,11989,0,,,,
,11990,0,,,,
,11991,0,,,,
,11992,0,,,,
,11993,0,,,,
,11994,0,,,,
,11995,0,,,,
,11996,0,,,,
,11997,0,,,,
,11998,0,,,,
,11999,0,,,,
,12000,0,,,,
,12001,0,,,,
,12002,0,,,,
,12003,0,,,,
,12004,0,,,,
,12005,0,,,,
,12006,0,,,,
,12007,0,,,,
,12008,0,,,,
,12009,0,,,,
,12010,0,,,,
,12011,0,,,,
,12012,0,,,,
,12013,0,,,,
,12014,0,,,,
,12015,0,,,,
,12016,0,,,,
,12017,0,,,,
,12018,0,,,,
,12019,0,,,,
,12020,0,,,,
,12021,0,,,,
,12022,0,,,,
,12023,0,,,,
,12024,0,,,,
,12025,0,,,,
,12026,0,,,,
,12027,0,,,,
,12028,0,,,,
,12029,0,,,,
,12030,0,,,,
,12031,0,,,,
,12032,0,,,,
,12033,0,,,,
,12034,0,,,,
,12035,0,,,,
,12036,0,,,,
,12037,0,,,,
,12038,0,,,,
,12039,0,,,,
,12040,0,,,,
,12041,0,,,,
,12042,0,,,,
,12043,0,,,,
,12044,0,,,,
,12045,0,,,,
,12046,0,,,,
,12047,0,,,,
,12048,0,,,,
,12049,0,,,,
,12050,0,,,,
,12051,0,,,,
,12052,0,,,,
,12053,0,,,,
,12054,0,,,,
,12055,0,,,,
,12056,0,,,,
,12057,0,,,,
,12058,0,,,,
,12059,0,,,,
,12060,0,,,,
,12061,0,,,,
,12062,0,,,,
,12063,0,,,,
,12064,0,,,,
,12065,0,,,,
,12066,0,,,,
,12067,0,,,,
,12068,0,,,,
,12069,0,,,,
,12070,0,,,,
,12071,0,,,,
,12072,0,,,,
,12073,0,,,,
,12074,0,,,,
,12075,0,,,,
,12076,0,,,,
,12077,0,,,,
,12078,0,,,,
,12079,0,,,,
,12080,0,,,,
,12081,0,,,,
,12082,0,,,,
,12083,0,,,,
,12084,0,,,,
,12085,0,,,,
,12086,0,,,,
,12087,0,,,,
,12088,0,,,,
,12089,0,,,,
,12090,0,,,,
,12091,0,,,,
,12092,0,,,,
,12093,0,,,,
,12094,0,,,,
,12095,0,,,,
,12096,0,,,,
,12097,0,,,,
,12098,0,,,,
,12099,0,,,,
,12100,0,,,,
,12101,0,,,,
,12102,0,,,,
,12103,0,,,,
,12104,0,,,,
,12105,0,,,,
,12106,0,,,,
,12107,0,,,,
,12108,0,,,,
,12109,0,,,,
,12110,0,,,,
,12111,0,,,,
,12112,0,,,,
,12113,0,,,,
,12114,0,,,,
,12115,0,,,,
,12116,0,,,,
,12117,0,,,,
,12118,0,,,,
,12119,0,,,,
,12120,0,,,,
,12121,0,,,,
,12122,0,,,,
,12123,0,,,,
,12124,0,,,,
,12125,0,,,,
,12126,0,,,,
,12127,0,,,,
,12128,0,,,,
,12129,0,,,,
,12130,0,,,,
,12131,0,,,,
,12132,0,,,,
,12133,0,,,,
,12134,0,,,,
,12135,0,,,,
,12136,0,,,,
,12137,0,,,,
,12138,0,,,,
,12139,0,,,,
,12140,0,,,,
,12141,0,,,,
,12142,0,,,,
,12143,0,,,,
,12144,0,,,,
,12145,0,,,,
,12146,0,,,,
,12147,0,,,,
,12148,0,,,,
,12149,0,,,,
,12150,0,,,,
,12151,0,,,,
,12152,0,,,,
,12153,0,,,,
,12154,0,,,,
,12155,0,,,,
,12156,0,,,,
,12157,0,,,,
,12158,0,,,,
,12159,0,,,,
,12160,0,,,,
,12161,0,,,,
,12162,0,,,,
,12163,0,,,,
,12164,0,,,,
,12165,0,,,,
,12166,0,,,,
,12167,0,,,,
,12168,0,,,,
,12169,0,,,,
,12170,0,,,,
,12171,0,,,,
,12172,0,,,,
,12173,0,,,,
,12174,0,,,,
,12175,0,,,,
,12176,0,,,,
,12177,0,,,,
,12178,0,,,,
,12179,0,,,,
,12180,0,,,,
,12181,0,,,,
,12182,0,,,,
,12183,0,,,,
,12184,0,,,,
,12185,0,,,,
,12186,0,,,,
,12187,0,,,,
,12188,0,,,,
,12189,0,,,,
,12190,0,,,,
,12191,0,,,,
,12192,0,,,,
,12193,0,,,,
,12194,0,,,,
,12195,0,,,,
,12196,0,,,,
,12197,0,,,,
,12198,0,,,,
,12199,0,,,,
,12200,0,,,,
,12201,0,,,,
,12202,0,,,,
,12203,0,,,,
,12204,0,,,,
,12205,0,,,,
,12206,0,,,,
,12207,0,,,,
,12208,0,,,,
,12209,0,,,,
,12210,0,,,,
,12211,0,,,,
,12212,0,,,,
,12213,0,,,,
,12214,0,,,,
,12215,0,,,,
,12216,0,,,,
,12217,0,,,,
,12218,0,,,,
,12219,0,,,,
,12220,0,,,,
,12221,0,,,,
,12222,0,,,,
,12223,0,,,,
,12224,0,,,,
,12225,0,,,,
,12226,0,,,,
,12227,0,,,,
,12228,0,,,,
,12229,0,,,,
,12230,0,,,,
,12231,0,,,,
,12232,0,,,,
,12233,0,,,,
,12234,0,,,,
,12235,0,,,,
,12236,0,,,,
,12237,0,,,,
,12238,0,,,,
,12239,0,,,,
,12240,0,,,,
,12241,0,,,,
,12242,0,,,,
,12243,0,,,,
,12244,0,,,,
,12245,0,,,,
,12246,0,,,,
,12247,0,,,,
,12248,0,,,,
,12249,0,,,,
,12250,0,,,,
,12251,0,,,,
,12252,0,,,,
,12253,0,,,,
,12254,0,,,,
,12255,0,,,,
,12256,0,,,,
,12257,0,,,,
,12258,0,,,,
,12259,0,,,,
,12260,0,,,,
,12261,0,,,,
,12262,0,,,,
,12263,0,,,,
,12264,0,,,,
,12265,0,,,,
,12266,0,,,,
,12267,0,,,,
,12268,0,,,,
,12269,0,,,,
,12270,0,,,,
,12271,0,,,,
,12272,0,,,,
,12273,0,,,,
,12274,0,,,,
,12275,0,,,,
,12276,0,,,,
,12277,0,,,,
,12278,0,,,,
,12279,0,,,,
,12280,0,,,,
,12281,0,,,,
,12282,0,,,,
,12283,0,,,,
,12284,0,,,,
,12285,0,,,,
,12286,0,,,,
,12287,0,,,,
,12288,0,,,,
,12289,0,,,,
,12290,0,,,,
,12291,0,,,,
,12292,0,,,,
,12293,0,,,,
,12294,0,,,,
,12295,0,,,,
,12296,0,,,,
,12297,0,,,,
,12298,0,,,,
,12299,0,,,,
,12300,0,,,,
,12301,0,,,,
,12302,0,,,,
,12303,0,,,,
,12304,0,,,,
,12305,0,,,,
,12306,0,,,,
,12307,0,,,,
,12308,0,,,,
,12309,0,,,,
,12310,0,,,,
,12311,0,,,,
,12312,0,,,,
,12313,0,,,,
,12314,0,,,,
,12315,0,,,,
,12316,0,,,,
,12317,0,,,,
,12318,0,,,,
,12319,0,,,,
,12320,0,,,,
,12321,0,,,,
,12322,0,,,,
,12323,0,,,,
,12324,0,,,,
,12325,0,,,,
,12326,0,,,,
,12327,0,,,,
,12328,0,,,,
,12329,0,,,,
,12330,0,,,,
,12331,0,,,,
,12332,0,,,,
,12333,0,,,,
,12334,0,,,,
,12335,0,,,,
,12336,0,,,,
,12337,0,,,,
,12338,0,,,,
,12339,0,,,,
,12340,0,,,,
,12341,0,,,,
,12342,0,,,,
,12343,0,,,,
,12344,0,,,,
,12345,0,,,,
,12346,0,,,,
,12347,0,,,,
,12348,0,,,,
,12349,0,,,,
,12350,0,,,,
,12351,0,,,,
,12352,0,,,,
,12353,0,,,,
,12354,0,,,,
,12355,0,,,,
,12356,0,,,,
,12357,0,,,,
,12358,0,,,,
,12359,0,,,,
,12360,0,,,,
,12361,0,,,,
,12362,0,,,,
,12363,0,,,,
,12364,0,,,,
,12365,0,,,,
,12366,0,,,,
,12367,0,,,,
,12368,0,,,,
,12369,0,,,,
,12370,0,,,,
,12371,0,,,,
,12372,0,,,,
,12373,0,,,,
,12374,0,,,,
,12375,0,,,,
,12376,0,,,,
,12377,0,,,,
,12378,0,,,,
,12379,0,,,,
,12380,0,,,,
,12381,0,,,,
,12382,0,,,,
,12383,0,,,,
,12384,0,,,,
,12385,0,,,,
,12386,0,,,,
,12387,0,,,,
,12388,0,,,,
,12389,0,,,,
,12390,0,,,,
,12391,0,,,,
,12392,0,,,,
,12393,0,,,,
,12394,0,,,,
,12395,0,,,,
,12396,0,,,,
,12397,0,,,,
,12398,0,,,,
,12399,0,,,,
,12400,0,,,,
,12401,0,,,,
,12402,0,,,,
,12403,0,,,,
,12404,0,,,,
,12405,0,,,,
,12406,0,,,,
,12407,0,,,,
,12408,0,,,,
,12409,0,,,,
,12410,0,,,,
,12411,0,,,,
,12412,0,,,,
,12413,0,,,,
,12414,0,,,,
,12415,0,,,,
,12416,0,,,,
,12417,0,,,,
,12418,0,,,,
,12419,0,,,,
,12420,0,,,,
,12421,0,,,,
,12422,0,,,,
,12423,0,,,,
,12424,0,,,,
,12425,0,,,,
,12426,0,,,,
,12427,0,,,,
,12428,0,,,,
,12429,0,,,,
,12430,0,,,,
,12431,0,,,,
,12432,0,,,,
,12433,0,,,,
,12434,0,,,,
,12435,0,,,,
,12436,0.002558,,,,
,12437,0.002558,,,,
,12438,0.0042649,,,,
,12439,0.0042817,,,,
,12440,0.0059256,,,,
,12441,0.0059256,,,,
,12442,0.0083164,,,,
,12443,0.0095763,,,,
,12444,0.0114568,,,,
,12445,0.012689,,,,
,12446,0.012689,,,,
,12447,0.0131081,,,,
,12448,0.0134603,,,,
,12449,0.0151421,,,,
,12450,0.0160002,,,,
,12451,0.0175222,,,,
,12452,0.0185991,,,,
,12453,0.0211436,,,,
,12454,0.0229378,,,,
,12455,0.0229378,,,,
,12456,0.0240573,,,,
,12457,0.0245108,,,,
,12458,0.0261816,,,,
,12459,0.0288762,,,,
,12460,0.0318334,,,,
,12461,0.0351646,,,,
,12462,0.03702,,,,
,12463,0.0402268,,,,
,12464,0.0434335,,,,
,12465,0.0453844,,,,
,12466,0.0464017,,,,
,12467,0.0464017,,,,
,12468,0.0497746,,,,
,12469,0.0541376,,,,
,12470,0.0583242,,,,
,12471,0.0622118,,,,
,12472,0.0640008,,,,
,12473,0.0680944,,,,
,12474,0.0711359,,,,
,12475,0.0735002,,,,
,12476,0.0746158,,,,
,12477,0.0763687,,,,
,12478,0.0796498,,,,
,12479,0.0836702,,,,
,12480,0.0870621,,,,
,12481,0.0887458,,,,
,12482,0.092384,,,,
,12483,0.0985286,,,,
,12484,0.1018137,,,,
,12485,0.1038801,,,,
,12486,0.1055815,,,,
,12487,0.1094094,,,,
,12488,0.110031,,,,
,12489,0.1153315,,,,
,12490,0.120478,,,,
,12491,0.1222332,,,,
,12492,0.1245868,,,,
,12493,0.1249045,,,,
,12494,0.1274914,,,,
,12495,0.1320743,,,,
,12496,0.13309,,,,
,12497,0.1371222,,,,
,12498,0.1400263,,,,
,12499,0.1400263,,,,
,12500,0.1424026,,,,
,12501,0.1477234,,,,
,12502,0.1519206,,,,
,12503,0.1568527,,,,
,12504,0.1592718,,,,
,12505,0.1617031,,,,
,12506,0.1659705,,,,
,12507,0.1677838,,,,
,12508,0.1714621,,,,
,12509,0.1736393,,,,
,12510,0.1760096,,,,
,12511,0.1798409,,,,
,12512,0.181345,,,,
,12513,0.1816683,,,,
,12514,0.1826209,,,,
,12515,0.1856329,,,,
,12516,0.1892126,,,,
,12517,0.1904324,,,,
,12518,0.1936605,,,,
,12519,0.1963967,,,,
,12520,0.1990657,,,,
,12521,0.2024432,,,,
,12522,0.2032147,,,,
,12523,0.2032147,,,,
,12524,0.205224,,,,
,12525,0.2056843,,,,
,12526,0.2056843,,,,
,12527,0.2109245,,,,
,12528,0.2166144,,,,
,12529,0.2203248,,,,
,12530,0.2236895,,,,
,12531,0.2270817,,,,
,12532,0.229753,,,,
,12533,0.2336455,,,,
,12534,0.2361335,,,,
,12535,0.239596,,,,
,12536,0.2396509,,,,
,12537,0.2435102,,,,
,12538,0.2446637,,,,
,12539,0.2478917,,,,
,12540,0.249248,,,,
,12541,0.2503372,,,,
,12542,0.2535531,,,,
,12543,0.2574843,,,,
,12544,0.2601076,,,,
,12545,0.2638922,,,,
,12546,0.2674735,,,,
,12547,0.2674735,,,,
,12548,0.2711409,,,,
,12549,0.2762887,,,,
,12550,0.279973,,,,
,12551,0.2822462,,,,
,12552,0.2872792,,,,
,12553,0.2903376,,,,
,12554,0.2936228,,,,
,12555,0.2978044,,,,
,12556,0.3001402,,,,
,12557,0.3050722,,,,
,12558,0.3050722,,,,
,12559,0.3094138,,,,
,12560,0.3121838,,,,
,12561,0.3164982,,,,
,12562,0.3199354,,,,
,12563,0.3230492,,,,
,12564,0.3273768,,,,
,12565,0.3313269,,,,
,12566,0.3353724,,,,
,12567,0.3398698,,,,
,12568,0.3407741,,,,
,12569,0.3437406,,,,
,12570,0.3476809,,,,
,12571,0.3520304,,,,
,12572,0.3520304,,,,
,12573,0.3553013,,,,
,12574,0.3588432,,,,
,12575,0.3604048,,,,
,12576,0.3648708,,,,
,12577,0.3691975,,,,
,12578,0.3691975,,,,
,12579,0.3739415,,,,
,12580,0.3787777,,,,
,12581,0.3847058,,,,
,12582,0.3891789,,,,
,12583,0.3947618,,,,
,12584,0.3997187,,,,
,12585,0.4048924,,,,
,12586,0.4097424,,,,
,12587,0.4134087,,,,
,12588,0.4182992,,,,
,12589,0.4219368,,,,
,12590,0.4288592,,,,
,12591,0.4330579,,,,
,12592,0.4373107,,,,
,12593,0.4408143,,,,
,12594,0.4467745,,,,
,12595,0.4510747,,,,
,12596,0.4552662,,,,
,12597,0.4621099,,,,
,12598,0.4660771,,,,
,12599,0.4723822,,,,
,12600,0.4772855,,,,
,12601,0.4816414,,,,
,12602,0.4875134,,,,
,12603,0.4921675,,,,
,12604,0.4962219,,,,
,12605,0.5001306,,,,
,12606,0.5051454,,,,
,12607,0.5115237,,,,
,12608,0.5161331,,,,
,12609,0.5196839,,,,
,12610,0.5239669,,,,
,12611,0.5264887,,,,
,12612,0.5299204,,,,
,12613,0.5343939,,,,
,12614,0.5390783,,,,
,12615,0.5397676,,,,
,12616,0.544778,,,,
,12617,0.548958,,,,
,12618,0.5537827,,,,
,12619,0.5617077,,,,
,12620,0.5648382,,,,
,12621,0.5682421,,,,
,12622,0.5725801,,,,
,12623,0.5778647,,,,
,12624,0.5828266,,,,
,12625,0.5875546,,,,
,12626,0.5919476,,,,
,12627,0.5958073,,,,
,12628,0.601711,,,,
,12629,0.6097809,,,,
,12630,0.6137356,,,,
,12631,0.6178569,,,,
,12632,0.6199571,,,,
,12633,0.6217354,,,,
,12634,0.623904,,,,
,12635,0.6287061,,,,
,12636,0.6338127,,,,
,12637,0.6379231,,,,
,12638,0.6379231,,,,
,12639,0.6404908,,,,
,12640,0.642723,,,,
,12641,0.6494836,,,,
,12642,0.6502835,,,,
,12643,0.655404,,,,
,12644,0.6612669,,,,
,12645,0.6667816,,,,
,12646,0.6681051,,,,
,12647,0.6685478,,,,
,12648,0.6688599,,,,
,12649,0.6751112,,,,
,12650,0.6803485,,,,
,12651,0.6870171,,,,
,12652,0.6918489,,,,
,12653,0.6983011,,,,
,12654,0.7042742,,,,
,12655,0.7059016,,,,
,12656,0.7099219,,,,
,12657,0.7151046,,,,
,12658,0.7152725,,,,
,12659,0.7212326,,,,
,12660,0.7263355,,,,
,12661,0.7312531,,,,
,12662,0.7373735,,,,
,12663,0.7448036,,,,
,12664,0.7501324,,,,
,12665,0.7560147,,,,
,12666,0.760311,,,,
,12667,0.7650231,,,,
,12668,0.7696986,,,,
,12669,0.7742911,,,,
,12670,0.7745283,,,,
,12671,0.7782986,,,,
,12672,0.784381,,,,
,12673,0.7903319,,,,
,12674,0.7947198,,,,
,12675,0.8002907,,,,
,12676,0.8060202,,,,
,12677,0.8122627,,,,
,12678,0.8170212,,,,
,12679,0.8182891,,,,
,12680,0.8222558,,,,
,12681,0.8236863,,,,
,12682,0.8287078,,,,
,12683,0.8328749,,,,
,12684,0.83918,,,,
,12685,0.843876,,,,
,12686,0.8494281,,,,
,12687,0.8539301,,,,
,12688,0.8580886,,,,
,12689,0.8606261,,,,
,12690,0.8655916,,,,
,12691,0.8718958,,,,
,12692,0.8765187,,,,
,12693,0.8816417,,,,
,12694,0.8816417,,,,
,12695,0.8823731,,,,
,12696,0.8830052,,,,
,12697,0.8869235,,,,
,12698,0.8912717,,,,
,12699,0.8970037,,,,
,12700,0.8980816,,,,
,12701,0.8992508,,,,
,12702,0.899824,,,,
,12703,0.9015335,,,,
,12704,0.9017126,,,,
,12705,0.9073895,,,,
,12706,0.9120092,,,,
,12707,0.9160087,,,,
,12708,0.9201224,,,,
,12709,0.9204096,,,,
,12710,0.9204096,,,,
,12711,0.925262,,,,
,12712,0.9340151,,,,
,12713,0.9351893,,,,
,12714,0.9414508,,,,
,12715,0.9453178,,,,
,12716,0.9485511,,,,
,12717,0.955271,,,,
,12718,0.9602083,,,,
,12719,0.9654427,,,,
,12720,0.9737663,,,,
,12721,0.9788407,,,,
,12722,0.9850997,,,,
,12723,0.9855837,,,,
,12724,0.9921417,,,,
,12725,0.9989483,,,,
,12726,1.0065503,,,,
,12727,1.0124764,,,,
,12728,1.0170329,,,,
,12729,1.0212921,,,,
,12730,1.0259537,,,,
,12731,1.0302723,,,,
,12732,1.0357475,,,,
,12733,1.0366958,,,,
,12734,1.0413048,,,,
,12735,1.0419918,,,,
,12736,1.0454285,,,,
,12737,1.0528508,,,,
,12738,1.0569624,,,,
,12739,1.0628163,,,,
,12740,1.0699182,,,,
,12741,1.0735101,,,,
,12742,1.07929,,,,
,12743,1.0803913,,,,
,12744,1.0852408,,,,
,12745,1.0908171,,,,
,12746,1.0953735,,,,
,12747,1.1001118,,,,
,12748,1.1045982,,,,
,12749,1.1102745,,,,
,12750,1.1150425,,,,
,12751,1.119655,,,,
,12752,1.124847,,,,
,12753,1.1284889,,,,
,12754,1.1330783,,,,
,12755,1.1389436,,,,
,12756,1.145384,,,,
,12757,1.1501395,,,,
,12758,1.1556239,,,,
,12759,1.159078,,,,
,12760,1.1593893,,,,
,12761,1.161058,,,,
,12762,1.161058,,,,
,12763,1.1656248,,,,
,12764,1.1709693,,,,
,12765,1.176299,,,,
,12766,1.1814932,,,,
,12767,1.1866252,,,,
,12768,1.1922652,,,,
,12769,1.1980577,,,,
,12770,1.2023385,,,,
,12771,1.2030084,,,,
,12772,1.2031681,,,,
,12773,1.2056991,,,,
,12774,1.2100109,,,,
,12775,1.215658,,,,
,12776,1.2163226,,,,
,12777,1.2175649,,,,
,12778,1.2181816,,,,
,12779,1.2181816,,,,
,12780,1.2189898,,,,
,12781,1.222872,,,,
,12782,1.227056,,,,
,12783,1.2311256,,,,
,12784,1.2349695,,,,
,12785,1.2405871,,,,
,12786,1.2456379,,,,
,12787,1.2506585,,,,
,12788,1.2560718,,,,
,12789,1.2616338,,,,
,12790,1.2674992,,,,
,12791,1.2721174,,,,
,12792,1.2804548,,,,
,12793,1.2850187,,,,
,12794,1.2904828,,,,
,12795,1.2968661,,,,
,12796,1.301656,,,,
,12797,1.3092328,,,,
,12798,1.3152723,,,,
,12799,1.3158494,,,,
,12800,1.3193782,,,,
,12801,1.3193782,,,,
,12802,1.3193782,,,,
,12803,1.3255696,,,,
,12804,1.3310228,,,,
,12805,1.3371126,,,,
,12806,1.3429407,,,,
,12807,1.3498894,,,,
,12808,1.3589497,,,,
,12809,1.3641341,,,,
,12810,1.3710739,,,,
,12811,1.3792787,,,,
,12812,1.3841597,,,,
,12813,1.388191,,,,
,12814,1.3967066,,,,
,12815,1.4022925,,,,
,12816,1.4078085,,,,
,12817,1.4127719,,,,
,12818,1.4181436,,,,
,12819,1.4245149,,,,
,12820,1.4300275,,,,
,12821,1.4338519,,,,
,12822,1.4425687,,,,
,12823,1.4502362,,,,
,12824,1.4552764,,,,
,12825,1.462145,,,,
,12826,1.4660024,,,,
,12827,1.4661527,,,,
,12828,1.4709367,,,,
,12829,1.4749195,,,,
,12830,1.4751263,,,,
,12831,1.4800435,,,,
,12832,1.4804619,,,,
,12833,1.4854275,,,,
,12834,1.4895704,,,,
,12835,1.4896111,,,,
,12836,1.494999,,,,
,12837,1.5053491,,,,
,12838,1.5108088,,,,
,12839,1.5168569,,,,
,12840,1.5171334,,,,
,12841,1.5249304,,,,
,12842,1.530359,,,,
,12843,1.5348391,,,,
,12844,1.5420555,,,,
,12845,1.5477949,,,,
,12846,1.5544562,,,,
,12847,1.5611916,,,,
,12848,1.5666952,,,,
,12849,1.5747316,,,,
,12850,1.5817155,,,,
,12851,1.5848842,,,,
,12852,1.5910385,,,,
,12853,1.5994899,,,,
,12854,1.6056395,,,,
,12855,1.6113708,,,,
,12856,1.6178567,,,,
,12857,1.6230509,,,,
,12858,1.6311945,,,,
,12859,1.6311945,,,,
,12860,1.6311945,,,,
,12861,1.6383087,,,,
,12862,1.6454368,,,,
,12863,1.6516076,,,,
,12864,1.6585977,,,,
,12865,1.6660832,,,,
,12866,1.672543,,,,
,12867,1.6759955,,,,
,12868,1.6827437,,,,
,12869,1.6827437,,,,
,12870,1.6861714,,,,
,12871,1.6937456,,,,
,12872,1.7018184,,,,
,12873,1.706143,,,,
,12874,1.7131547,,,,
,12875,1.7175014,,,,
,12876,1.7250365,,,,
,12877,1.7321876,,,,
,12878,1.736787,,,,
,12879,1.7428146,,,,
,12880,1.7503802,,,,
,12881,1.7560114,,,,
,12882,1.7614725,,,,
,12883,1.7689697,,,,
,12884,1.774586,,,,
,12885,1.7801132,,,,
,12886,1.7862065,,,,
,12887,1.7904073,,,,
,12888,1.7958884,,,,
,12889,1.8012341,,,,
,12890,1.8054812,,,,
,12891,1.8102773,,,,
,12892,1.8102947,,,,
,12893,1.8182854,,,,
,12894,1.8245446,,,,
,12895,1.8286852,,,,
,12896,1.8350455,,,,
,12897,1.8410151,,,,
,12898,1.8491579,,,,
,12899,1.8568156,,,,
,12900,1.8619302,,,,
,12901,1.866133,,,,
,12902,1.8719404,,,,
,12903,1.8805451,,,,
,12904,1.8838698,,,,
,12905,1.8901768,,,,
,12906,1.8972588,,,,
,12907,1.9064294,,,,
,12908,1.9067589,,,,
,12909,1.9091828,,,,
,12910,1.9149813,,,,
,12911,1.9235651,,,,
,12912,1.9235651,,,,
,12913,1.930151,,,,
,12914,1.9357068,,,,
,12915,1.9408092,,,,
,12916,1.946045,,,,
,12917,1.9465849,,,,
,12918,1.9511439,,,,
,12919,1.9584383,,,,
,12920,1.9590134,,,,
,12921,1.9593431,,,,
,12922,1.9644998,,,,
,12923,1.9756289,,,,
,12924,1.9798287,,,,
,12925,1.9863848,,,,
,12926,1.9922169,,,,
,12927,1.9964777,,,,
,12928,1.9964777,,,,
,12929,2.0020569,,,,
,12930,2.0020569,,,,
,12931,2.0075106,,,,
,12932,2.0147587,,,,
,12933,2.0235419,,,,
,12934,2.0296057,,,,
,12935,2.0394536,,,,
,12936,2.04516,,,,
,12937,2.0510415,,,,
,12938,2.0585216,,,,
,12939,2.0642653,,,,
,12940,2.0726906,,,,
,12941,2.0813719,,,,
,12942,2.0876642,,,,
,12943,2.0932089,,,,
,12944,2.1042735,,,,
,12945,2.1047052,,,,
,12946,2.1115107,,,,
,12947,2.1175994,,,,
,12948,2.1244443,,,,
,12949,2.1314257,,,,
,12950,2.1319942,,,,
,12951,2.1393396,,,,
,12952,2.1466755,,,,
,12953,2.1547547,,,,
,12954,2.1605813,,,,
,12955,2.1660251,,,,
,12956,2.1731178,,,,
,12957,2.1822039,,,,
,12958,2.1921874,,,,
,12959,2.2001662,,,,
,12960,2.2066342,,,,
,12961,2.2125764,,,,
,12962,2.2211553,,,,
,12963,2.2309744,,,,
,12964,2.2396158,,,,
,12965,2.2478599,,,,
,12966,2.2517854,,,,
,12967,2.2581303,,,,
,12968,2.2647792,,,,
,12969,2.2719574,,,,
,12970,2.2802698,,,,
,12971,2.288867,,,,
,12972,2.2969356,,,,
,12973,2.3064253,,,,
,12974,2.31454,,,,
,12975,2.3225658,,,,
,12976,2.3293662,,,,
,12977,2.3399625,,,,
,12978,2.3500169,,,,
,12979,2.3550832,,,,
,12980,2.3622747,,,,
,12981,2.3677052,,,,
,12982,2.3737447,,,,
,12983,2.3846942,,,,
,12984,2.3929019,,,,
,12985,2.3940589,,,,
,12986,2.402853,,,,
,12987,2.4109443,,,,
,12988,2.4204309,,,,
,12989,2.4288502,,,,
,12990,2.4357617,,,,
,12991,2.4430236,,,,
,12992,2.4510736,,,,
,12993,2.4601218,,,,
,12994,2.4683033,,,,
,12995,2.4769716,,,,
,12996,2.4875715,,,,
,12997,2.4915648,,,,
,12998,2.4979771,,,,
,12999,2.5063236,,,,
,13000,2.5151823,,,,
,13001,2.5243265,,,,
,13002,2.5347904,,,,
,13003,2.5438795,,,,
,13004,2.5527756,,,,
,13005,2.5633439,,,,
,13006,2.5710378,,,,
,13007,2.5814627,,,,
,13008,2.58924,,,,
,13009,2.5976471,,,,
,13010,2.6051817,,,,
,13011,2.6149684,,,,
,13012,2.6258783,,,,
,13013,2.6353756,,,,
,13014,2.6423414,,,,
,13015,2.6504073,,,,
,13016,2.6586252,,,,
,13017,2.6701716,,,,
,13018,2.6707643,,,,
,13019,2.6774199,,,,
,13020,2.6838304,,,,
,13021,2.6899705,,,,
,13022,2.6978784,,,,
,13023,2.7035825,,,,
,13024,2.7130207,,,,
,13025,2.7213038,,,,
,13026,2.7308626,,,,
,13027,2.7377124,,,,
,13028,2.7487822,,,,
,13029,2.7587013,,,,
,13030,2.7588536,,,,
,13031,2.7678103,,,,
,13032,2.780409,,,,
,13033,2.7862829,,,,
,13034,2.7926784,,,,
,13035,2.8034745,,,,
,13036,2.8123312,,,,
,13037,2.8126723,,,,
,13038,2.8198223,,,,
,13039,2.8297779,,,,
,13040,2.8364754,,,,
,13041,2.8458784,,,,
,13042,2.8562474,,,,
,13043,2.8681112,,,,
,13044,2.8757331,,,,
,13045,2.8820535,,,,
,13046,2.8921883,,,,
,13047,2.9040734,,,,
,13048,2.9142775,,,,
,13049,2.9235362,,,,
,13050,2.9327218,,,,
,13051,2.9421603,,,,
,13052,2.9497143,,,,
,13053,2.9619489,,,,
,13054,2.9710578,,,,
,13055,2.9807933,,,,
,13056,2.9887829,,,,
,13057,2.9976023,,,,
,13058,3.0077459,,,,
,13059,3.0174775,,,,
,13060,3.0268392,,,,
,13061,3.036849,,,,
,13062,3.049612,,,,
,13063,3.0571122,,,,
,13064,3.0643294,,,,
,13065,3.0738438,,,,
,13066,3.0816867,,,,
,13067,3.0937302,,,,
,13068,3.1008343,,,,
,13069,3.1098191,,,,
,13070,3.1235003,,,,
,13071,3.1247655,,,,
,13072,3.1332488,,,,
,13073,3.1405067,,,,
,13074,3.1502935,,,,
,13075,3.1571687,,,,
,13076,3.1650851,,,,
,13077,3.1710349,,,,
,13078,3.1807286,,,,
,13079,3.1882643,,,,
,13080,3.1953206,,,,
,13081,3.2062597,,,,
,13082,3.2143411,,,,
,13083,3.224167,,,,
,13084,3.2320328,,,,
,13085,3.2436968,,,,
,13086,3.2539735,,,,
,13087,3.2641044,,,,
,13088,3.2720466,,,,
,13089,3.2787963,,,,
,13090,3.2791258,,,,
,13091,3.2868054,,,,
,13092,3.2948248,,,,
,13093,3.3025,,,,
,13094,3.3132419,,,,
,13095,3.3140979,,,,
,13096,3.3225751,,,,
,13097,3.3298753,,,,
,13098,3.3364908,,,,
,13099,3.3458948,,,,
,13100,3.3458948,,,,
,13101,3.3525608,,,,
,13102,3.3614845,,,,
,13103,3.3718681,,,,
,13104,3.3823504,,,,
,13105,3.3893423,,,,
,13106,3.3984345,,,,
,13107,3.4038642,,,,
,13108,3.4112358,,,,
,13109,3.4191651,,,,
,13110,3.4281794,,,,
,13111,3.4376817,,,,
,13112,3.446039,,,,
