CAT-RMS,Time(s),Ch90-92,S1Linear displacement sensor,Time(s),Slope surface,Horizontal crest platform
,7555,0,,250707 22:23:42,5.5,5.1
,7556,0,,250707 22:23:46,5.4,5.1
,7557,0,,250707 22:23:50,5.4,5.1
,7558,0,,250707 22:23:54,5.4,5.1
,7559,0,,250707 22:23:58,5.4,5.1
,7560,0,,250707 22:24:02,5.4,5.1
,7561,0,,250707 22:24:06,5.4,5.1
,7562,0,,250707 22:24:10,5.4,5.1
,7563,0,,250707 22:24:14,5.4,5.1
,7564,0,,250707 22:24:18,5.4,5.1
,7565,0,,250707 22:24:22,5.4,5.1
,7566,0,,250707 22:24:26,5.4,5.1
,7567,0,,250707 22:24:30,5.4,5.1
,7568,0,,250707 22:24:34,5.4,5.1
,7569,0,,250707 22:24:38,5.5,5
,7570,0,,250707 22:24:42,5.4,5.1
,7571,0,,250707 22:24:46,5.4,5.1
,7572,0,,250707 22:24:50,5.4,5.1
,7573,0,,250707 22:24:54,5.4,5.1
,7574,0,,250707 22:24:58,5.4,5.1
,7575,0,,250707 22:25:02,5.4,5.1
,7576,0,,250707 22:25:06,5.4,5.1
,7577,0,,250707 22:25:10,5.4,5.1
,7578,0,,250707 22:25:14,5.4,5.1
,7579,0,,250707 22:25:18,5.4,5.1
,7580,0,,250707 22:25:22,5.4,5.1
,7581,0,,250707 22:25:26,5.4,5.1
,7582,0,,250707 22:25:30,5.4,5.1
,7583,0,,250707 22:25:34,5.4,5
,7584,0,,250707 22:25:38,5.4,5.1
,7585,0,,250707 22:25:42,5.4,5.1
,7586,0,,250707 22:25:46,5.4,5.1
,7587,0,,250707 22:25:50,5.4,5.1
,7588,0,,250707 22:25:54,5.4,5
,7589,0,,250707 22:25:58,5.4,5.1
,7590,0,,250707 22:26:02,5.4,5
,7591,0,,250707 22:26:06,5.4,5.1
,7592,0,,250707 22:26:10,5.4,5
,7593,0,,250707 22:26:14,5.4,5.1
,7594,0,,250707 22:26:18,5.4,5
,7595,0,,250707 22:26:22,5.5,5.1
,7596,0,,250707 22:26:26,5.4,5
,7597,0,,250707 22:26:30,5.4,5.1
,7598,0,,250707 22:26:34,5.4,5.1
,7599,0,,250707 22:26:38,5.4,5.1
,7600,0,,250707 22:26:42,5.4,5.1
,7601,0,,250707 22:26:46,5.4,5.1
,7602,0,,250707 22:26:50,5.5,5
,7603,0,,250707 22:26:54,5.4,5.1
,7604,0,,250707 22:26:58,5.4,5.1
,7605,0,,250707 22:27:02,5.4,5.1
,7606,0,,250707 22:27:06,5.4,5.1
,7607,0,,250707 22:27:10,5.4,5
,7608,0,,250707 22:27:14,5.4,5
,7609,0,,250707 22:27:18,5.4,5.1
,7610,0,,250707 22:27:22,5.4,5.1
,7611,0,,250707 22:27:26,5.4,5.1
,7612,0,,250707 22:27:30,5.4,5.1
,7613,0,,250707 22:27:34,5.4,5.1
,7614,0,,250707 22:27:38,5.4,5
,7615,0,,250707 22:27:42,5.4,5.1
,7616,0,,250707 22:27:46,5.4,5.1
,7617,0,,250707 22:27:50,5.4,5.1
,7618,0,,250707 22:27:54,5.4,5.1
,7619,0,,250707 22:27:58,5.4,5
,7620,0,,250707 22:28:02,5.5,5.1
,7621,0,,250707 22:28:06,5.6,5.1
,7622,0,,250707 22:28:10,5.8,5.1
,7623,0,,250707 22:28:14,5.8,5
,7624,0,,250707 22:28:18,5.9,5.1
,7625,0,,250707 22:28:22,6.1,5.1
,7626,0,,250707 22:28:26,6,5.1
,7627,0,,250707 22:28:30,6,5.1
,7628,0,,250707 22:28:34,6.1,5.1
,7629,0,,250707 22:28:38,6.1,5.1
,7630,0,,250707 22:28:42,6.2,5.1
,7631,0,,250707 22:28:46,6.6,5.1
,7632,0,,250707 22:28:50,6.6,5.1
,7633,0,,250707 22:28:54,6.6,5.1
,7634,0,,250707 22:28:58,6.6,5.1
,7635,0,,250707 22:29:02,6.6,5.1
,7636,0,,250707 22:29:06,6.6,5.1
,7637,0,,250707 22:29:10,6.6,5.1
,7638,0,,250707 22:29:14,6.6,5.1
,7639,0,,250707 22:29:18,6.7,5
,7640,0,,250707 22:29:22,6.6,5.1
,7641,0,,250707 22:29:26,6.6,5.1
,7642,0,,250707 22:29:30,6.6,5.1
,7643,0,,250707 22:29:34,6.6,5.1
,7644,0,,250707 22:29:38,6.6,5.1
,7645,0,,250707 22:29:42,6.6,5.1
,7646,0,,250707 22:29:46,6.6,5.1
,7647,0,,250707 22:29:50,6.7,5.1
,7648,0,,250707 22:29:54,6.6,5.1
,7649,0,,250707 22:29:58,6.6,5.1
,7650,0,,250707 22:30:02,6.6,5.1
,7651,0,,250707 22:30:06,6.6,5.1
,7652,0,,250707 22:30:10,6.6,5.2
,7653,0,,250707 22:30:14,6.6,5.1
,7654,0,,250707 22:30:18,6.6,5.1
,7655,0,,250707 22:30:22,6.6,5.1
,7656,0,,250707 22:30:26,6.6,5.1
,7657,0,,250707 22:30:30,6.6,5.1
,7658,0,,250707 22:30:34,6.6,5.1
,7659,0,,250707 22:30:38,6.7,5.1
,7660,0,,250707 22:30:42,6.6,5.1
,7661,0,,250707 22:30:46,6.7,5.1
,7662,0,,250707 22:30:50,6.6,5.1
,7663,0,,250707 22:30:54,6.6,5.1
,7664,0,,250707 22:30:58,6.6,5.1
,7665,0,,250707 22:31:02,6.6,5.1
,7666,0,,250707 22:31:06,6.6,5.1
,7667,0,,250707 22:31:10,6.6,5.1
,7668,0,,250707 22:31:14,6.7,5.1
,7669,0,,250707 22:31:18,6.6,5.1
,7670,0,,250707 22:31:22,6.7,5.1
,7671,0,,250707 22:31:26,6.6,5.1
,7672,0,,250707 22:31:30,6.6,5.1
,7673,0,,250707 22:31:34,6.7,5.1
,7674,0,,250707 22:31:38,6.7,5.1
,7675,0,,250707 22:31:42,6.7,5.1
,7676,0,,250707 22:31:46,6.7,5.1
,7677,0,,250707 22:31:50,6.6,5.1
,7678,0,,250707 22:31:54,6.6,5.1
,7679,0,,250707 22:31:58,6.7,5.1
,7680,0,,250707 22:32:02,6.7,5.1
,7681,0,,250707 22:32:06,6.6,5.1
,7682,0,,250707 22:32:10,6.7,5.1
,7683,0,,250707 22:32:14,6.6,5.1
,7684,0,,250707 22:32:18,6.6,5.1
,7685,0,,250707 22:32:22,6.7,5
,7686,0,,250707 22:32:26,6.6,5.1
,7687,0,,250707 22:32:30,6.7,5.1
,7688,0,,250707 22:32:34,6.6,5.1
,7689,0,,250707 22:32:38,6.6,5.1
,7690,0,,250707 22:32:42,6.6,5.1
,7691,0,,250707 22:32:46,6.7,5.1
,7692,0,,250707 22:32:50,6.6,5.1
,7693,0,,250707 22:32:54,6.6,5.1
,7694,0,,250707 22:32:58,6.6,5.1
,7695,0,,250707 22:33:02,6.6,5.1
,7696,0,,250707 22:33:06,6.6,5.1
,7697,0,,250707 22:33:10,6.6,5.1
,7698,0,,250707 22:33:14,6.6,5.1
,7699,0,,250707 22:33:18,6.7,5.1
,7700,0,,250707 22:33:22,6.6,5.1
,7701,0,,250707 22:33:26,6.6,5.1
,7702,0,,250707 22:33:30,6.7,5.1
,7703,0,,250707 22:33:34,6.9,5.1
,7704,0,,250707 22:33:38,7,5.1
,7705,0,,250707 22:33:42,7.1,5.1
,7706,0,,250707 22:33:46,7.2,5.1
,7707,0,,250707 22:33:50,7.4,5.1
,7708,0,,250707 22:33:54,7.6,5.1
,7709,0,,250707 22:33:58,7.6,5.1
,7710,0,,250707 22:34:02,7.8,5.1
,7711,0,,250707 22:34:06,7.8,5.1
,7712,0,,250707 22:34:10,7.8,5.1
,7713,0,,250707 22:34:14,7.8,5.1
,7714,0,,250707 22:34:18,7.8,5.1
,7715,0,,250707 22:34:22,7.8,5.1
,7716,0,,250707 22:34:26,7.8,5.1
,7717,0,,250707 22:34:30,7.8,5.1
,7718,0,,250707 22:34:34,7.8,5.1
,7719,0,,250707 22:34:38,7.8,5.1
,7720,0,,250707 22:34:42,7.8,5
,7721,0,,250707 22:34:46,7.8,5.1
,7722,0,,250707 22:34:50,7.8,5.1
,7723,0,,250707 22:34:54,7.8,5.1
,7724,0,,250707 22:34:58,7.8,5.1
,7725,0,,250707 22:35:02,7.8,5.1
,7726,0,,250707 22:35:06,7.8,5.1
,7727,0,,250707 22:35:10,7.8,5.1
,7728,0,,250707 22:35:14,7.8,5.1
,7729,0,,250707 22:35:18,7.8,5.1
,7730,0,,250707 22:35:22,7.8,5.1
,7731,0,,250707 22:35:26,7.8,5.1
,7732,0,,250707 22:35:30,7.8,5.1
,7733,0,,250707 22:35:34,7.8,5.1
,7734,0,,250707 22:35:38,7.8,5
,7735,0,,250707 22:35:42,7.8,5.1
,7736,0,,250707 22:35:46,7.8,5.1
,7737,0,,250707 22:35:50,7.8,5.1
,7738,0,,250707 22:35:54,7.8,5.1
,7739,0,,250707 22:35:58,7.8,5.1
,7740,0,,250707 22:36:02,7.8,5.1
,7741,0,,250707 22:36:06,7.8,5.1
,7742,0,,250707 22:36:10,7.8,5.1
,7743,0,,250707 22:36:14,7.8,5.1
,7744,0,,250707 22:36:18,7.8,5.1
,7745,0,,250707 22:36:22,7.8,5.1
,7746,0,,250707 22:36:26,7.8,5.1
,7747,0,,250707 22:36:30,7.8,5.1
,7748,0,,250707 22:36:34,7.8,5.1
,7749,0,,250707 22:36:38,7.8,5.1
,7750,0,,250707 22:36:42,7.8,5.1
,7751,0,,250707 22:36:46,7.8,5.1
,7752,0,,250707 22:36:50,7.8,5.1
,7753,0,,250707 22:36:54,7.8,5.1
,7754,0,,250707 22:36:58,7.8,5.1
,7755,0,,250707 22:37:02,7.8,5.1
,7756,0,,250707 22:37:06,7.8,5.1
,7757,0,,250707 22:37:10,7.8,5.1
,7758,0,,250707 22:37:14,8.1,5.1
,7759,0,,250707 22:37:18,8.2,5
,7760,0,,250707 22:37:22,8.3,5
,7761,0,,250707 22:37:26,8.8,5.1
,7762,0,,250707 22:37:30,8.9,5.1
,7763,0,,250707 22:37:34,8.9,5.1
,7764,0,,250707 22:37:38,8.9,5.1
,7765,0,,250707 22:37:42,8.9,5.1
,7766,0,,250707 22:37:46,8.9,5
,7767,0,,250707 22:37:50,8.9,5.1
,7768,0,,250707 22:37:54,8.9,5.1
,7769,0,,250707 22:37:58,8.9,5.1
,7770,0,,250707 22:38:02,8.9,5.1
,7771,0,,250707 22:38:06,8.9,5.1
,7772,0,,250707 22:38:10,8.9,5.1
,7773,0,,250707 22:38:14,8.9,5.1
,7774,0,,250707 22:38:18,8.9,5.1
,7775,0,,250707 22:38:22,10.1,5.1
,7776,0,,250707 22:38:26,10.1,5.1
,7777,0,,250707 22:38:30,10.1,5
,7778,0,,250707 22:38:34,10.1,5.1
,7779,0,,250707 22:38:38,10.1,5.1
,7780,0,,250707 22:38:42,10.1,5
,7781,0,,250707 22:38:46,10.1,5
,7782,0,,250707 22:38:50,10.1,5.1
,7783,0,,250707 22:38:54,10.1,5.1
,7784,0,,250707 22:38:58,10.1,5.1
,7785,0,,250707 22:39:02,10.1,5.1
,7786,0,,250707 22:39:06,10.1,5.1
,7787,0,,250707 22:39:10,10.1,5.1
,7788,0,,250707 22:39:14,10.1,5.1
,7789,0,,250707 22:39:18,10.1,5.1
,7790,0,,250707 22:39:22,10.1,5.1
,7791,0,,250707 22:39:26,10.1,5.1
,7792,0,,250707 22:39:30,10.1,5.1
,7793,0,,250707 22:39:34,10.1,5.1
,7794,0,,250707 22:39:38,10.1,5.1
,7795,0,,250707 22:39:42,10.1,5.1
,7796,0,,250707 22:39:46,10.1,5.1
,7797,0,,250707 22:39:50,10.1,5.1
,7798,0,,250707 22:39:54,10.1,5.1
,7799,0,,250707 22:39:58,10.1,5.1
,7800,0,,250707 22:40:02,10.1,5.1
,7801,0,,250707 22:40:06,10.1,5.1
,7802,0,,250707 22:40:10,10.1,5.1
,7803,0,,250707 22:40:14,10.1,5.1
,7804,0,,250707 22:40:18,10.1,5.1
,7805,0,,250707 22:40:22,10.1,5.1
,7806,0,,250707 22:40:26,10.1,5.1
,7807,0,,250707 22:40:30,10.1,5.1
,7808,0,,250707 22:40:34,10.1,5.1
,7809,0,,250707 22:40:38,10.1,5.1
,7810,0,,250707 22:40:42,10.1,5.1
,7811,0,,250707 22:40:46,10.1,5.1
,7812,0,,250707 22:40:50,10.1,5.1
,7813,0,,250707 22:40:54,10.1,5.1
,7814,0,,250707 22:40:58,10.1,5.1
,7815,0,,250707 22:41:02,10.1,5.1
,7816,0,,250707 22:41:06,10.1,5.1
,7817,0,,250707 22:41:10,10.1,5.1
,7818,0,,250707 22:41:14,10.1,5.1
,7819,0,,250707 22:41:18,10.1,5.1
,7820,0,,250707 22:41:22,10.1,5.1
,7821,0,,250707 22:41:26,10.1,5.1
,7822,0,,250707 22:41:30,10.1,5.1
,7823,0,,250707 22:41:34,10.1,5.1
,7824,0,,250707 22:41:38,10.1,5.1
,7825,0,,250707 22:41:42,10.1,5.1
,7826,0,,250707 22:41:46,10.1,5.1
,7827,0,,250707 22:41:50,10.1,5.1
,7828,0,,250707 22:41:54,10.1,5.1
,7829,0,,250707 22:41:58,10.1,5.1
,7830,0,,250707 22:42:02,10.1,5.1
,7831,0,,250707 22:42:06,10.1,5.1
,7832,0,,250707 22:42:10,10.1,5.1
,7833,0,,250707 22:42:14,10.1,5.1
,7834,0,,250707 22:42:18,10.1,5.1
,7835,0,,250707 22:42:22,10.1,5.1
,7836,0,,250707 22:42:26,10.1,5.2
,7837,0,,250707 22:42:30,10.1,5.1
,7838,0,,250707 22:42:34,10.1,5.1
,7839,0,,250707 22:42:38,10.1,5.1
,7840,0,,250707 22:42:42,10.1,5.1
,7841,0,,250707 22:42:46,10.1,5.1
,7842,0,,250707 22:42:50,10.1,5.1
,7843,0,,250707 22:42:54,10.1,5.1
,7844,0,,250707 22:42:58,10.1,5.1
,7845,0,,250707 22:43:02,10.1,5.1
,7846,0,,250707 22:43:06,10.1,5.1
,7847,0,,250707 22:43:10,10.1,5.1
,7848,0,,250707 22:43:14,10.1,5.1
,7849,0,,250707 22:43:18,10.1,5.1
,7850,0,,250707 22:43:22,10.1,5.1
,7851,0,,250707 22:43:26,10.1,5.1
,7852,0,,250707 22:43:30,10.1,5.1
,7853,0,,250707 22:43:34,10.1,5.1
,7854,0,,250707 22:43:38,10.1,5.1
,7855,0,,250707 22:43:42,10.1,5.1
,7856,0,,250707 22:43:46,10.1,5.1
,7857,0,,250707 22:43:50,10.1,5.1
,7858,0,,250707 22:43:54,10.1,5.1
,7859,0,,250707 22:43:58,10.1,5.1
,7860,0,,250707 22:44:02,10.1,5.2
,7861,0,,250707 22:44:06,10.1,5.1
,7862,0,,250707 22:44:10,10.1,5.1
,7863,0,,250707 22:44:14,10.1,5.1
,7864,0,,250707 22:44:18,10.1,5.1
,7865,0,,250707 22:44:22,10.1,5.2
,7866,0,,250707 22:44:26,10.1,5.2
,7867,0,,250707 22:44:30,10.1,5.1
,7868,0,,250707 22:44:34,10.1,5.1
,7869,0,,250707 22:44:38,10.1,5.1
,7870,0,,250707 22:44:42,10.1,5.2
,7871,0,,250707 22:44:46,10.1,5.2
,7872,0,,250707 22:44:50,10.1,5.1
,7873,0,,250707 22:44:54,10.1,5.1
,7874,0,,250707 22:44:58,10.1,5.1
,7875,0,,250707 22:45:02,10.1,5.1
,7876,0,,250707 22:45:06,10.1,5.1
,7877,0,,250707 22:45:10,10.1,5.1
,7878,0,,250707 22:45:14,10.1,5.1
,7879,0,,250707 22:45:18,10.1,5.1
,7880,0,,250707 22:45:22,10.1,5.1
,7881,0,,250707 22:45:26,10.1,5.1
,7882,0,,250707 22:45:30,10.1,5.1
,7883,0,,250707 22:45:34,10.1,5.1
,7884,0,,250707 22:45:38,10.1,5.1
,7885,0,,250707 22:45:42,10.1,5.1
,7886,0,,250707 22:45:46,10.1,5.2
,7887,0,,250707 22:45:50,10.1,5.2
,7888,0,,250707 22:45:54,10.1,5.1
,7889,0,,250707 22:45:58,10.1,5.2
,7890,0,,250707 22:46:02,10.1,5.1
,7891,0,,250707 22:46:06,10.1,5.1
,7892,0,,250707 22:46:10,10.1,5.1
,7893,0,,250707 22:46:14,10.1,5.1
,7894,0,,250707 22:46:18,10.1,5.2
,7895,0,,250707 22:46:22,10.1,5.1
,7896,0,,250707 22:46:26,10.1,5.1
,7897,0,,250707 22:46:30,10.1,5
,7898,0,,250707 22:46:34,10.1,5.1
,7899,0,,250707 22:46:38,10.1,5.1
,7900,0,,250707 22:46:42,10.1,5.1
,7901,0,,250707 22:46:46,10.1,5.1
,7902,0,,250707 22:46:50,10.1,5.1
,7903,0,,250707 22:46:54,10.1,5.1
,7904,0,,250707 22:46:58,10.1,5.1
,7905,0,,250707 22:47:02,10.1,5.1
,7906,0,,250707 22:47:06,10.1,5.1
,7907,0,,250707 22:47:10,10.1,5.1
,7908,0,,250707 22:47:14,10.1,5.2
,7909,0,,250707 22:47:18,10.1,5.2
,7910,0,,250707 22:47:22,10.1,5.1
,7911,0,,250707 22:47:26,10.1,5.1
,7912,0,,250707 22:47:30,10.1,5.2
,7913,0,,250707 22:47:34,10.1,5.2
,7914,0,,250707 22:47:38,10.1,5.2
,7915,0,,250707 22:47:42,10.1,5.2
,7916,0,,250707 22:47:46,10.1,5.2
,7917,0,,250707 22:47:50,10.1,5.1
,7918,0,,250707 22:47:54,10.1,5.2
,7919,0,,250707 22:47:58,10.1,5.2
,7920,0,,250707 22:48:02,10.1,5.2
,7921,0,,250707 22:48:06,10.1,5.1
,7922,0,,250707 22:48:10,10.1,5.1
,7923,0,,250707 22:48:14,10.1,5.1
,7924,0,,250707 22:48:18,10.1,5.1
,7925,0,,250707 22:48:22,10.1,5.1
,7926,0,,250707 22:48:26,10.1,5.1
,7927,0,,250707 22:48:30,10.1,5.1
,7928,0,,250707 22:48:34,10.1,5.1
,7929,0,,250707 22:48:38,10.1,5.1
,7930,0,,250707 22:48:42,10.1,5.1
,7931,0,,250707 22:48:46,10.1,5.1
,7932,0,,250707 22:48:50,10.1,5.1
,7933,0,,250707 22:48:54,10.1,5.1
,7934,0,,250707 22:48:58,10.1,5.2
,7935,0,,250707 22:49:02,10.1,5.1
,7936,0,,250707 22:49:06,10.1,5.1
,7937,0,,250707 22:49:10,10.1,5.1
,7938,0,,250707 22:49:14,10.1,5.2
,7939,0,,250707 22:49:18,10.1,5.2
,7940,0,,250707 22:49:22,10.1,5.1
,7941,0,,250707 22:49:26,10.1,5.1
,7942,0,,250707 22:49:30,10.1,5.1
,7943,0,,250707 22:49:34,10.1,5.2
,7944,0,,250707 22:49:38,10.1,5.2
,7945,0,,250707 22:49:42,10.1,5.2
,7946,0,,250707 22:49:46,10.1,5.2
,7947,0,,250707 22:49:50,10.1,5.2
,7948,0,,250707 22:49:54,10.1,5.2
,7949,0,,250707 22:49:58,10.1,5.2
,7950,0,,250707 22:50:02,10.1,5.2
,7951,0,,250707 22:50:06,10.1,5.2
,7952,0,,250707 22:50:10,10.1,5.2
,7953,0,,250707 22:50:14,10.2,5.2
,7954,0,,250707 22:50:18,10.2,5.1
,7955,0,,250707 22:50:22,10.3,5.2
,7956,0,,250707 22:50:26,10.4,5.1
,7957,0,,250707 22:50:30,10.5,5.2
,7958,0,,250707 22:50:34,10.5,5.2
,7959,0,,250707 22:50:38,10.5,5.2
,7960,0,,250707 22:50:42,10.5,5.1
,7961,0,,250707 22:50:46,10.5,5.1
,7962,0,,250707 22:50:50,10.5,5.2
,7963,0,,250707 22:50:54,10.5,5.1
,7964,0,,250707 22:50:58,10.6,5.1
,7965,0,,250707 22:51:02,10.6,5.2
,7966,0,,250707 22:51:06,10.6,5.2
,7967,0,,250707 22:51:10,10.6,5.2
,7968,0,,250707 22:51:14,10.6,5.2
,7969,0,,250707 22:51:18,10.6,5.1
,7970,0,,250707 22:51:22,10.6,5.1
,7971,0,,250707 22:51:26,10.6,5.1
,7972,0,,250707 22:51:30,10.6,5.2
,7973,0,,250707 22:51:34,10.6,5.2
,7974,0,,250707 22:51:38,10.7,5.2
,7975,0,,250707 22:51:42,10.8,5.1
,7976,0,,250707 22:51:46,10.9,5.2
,7977,0,,250707 22:51:50,11.2,5.1
,7978,0,,250707 22:51:54,11.2,5.2
,7979,0,,250707 22:51:58,11.2,5.2
,7980,0,,250707 22:52:02,11.2,5.2
,7981,0,,250707 22:52:06,11.2,5.1
,7982,0,,250707 22:52:10,11.2,5.1
,7983,0,,250707 22:52:14,11.2,5.1
,7984,0,,250707 22:52:18,11.2,5.1
,7985,0,,250707 22:52:22,11.2,5.1
,7986,0,,250707 22:52:26,11.2,5.1
,7987,0,,250707 22:52:30,11.2,5.1
,7988,0,,250707 22:52:34,11.2,5
,7989,0,,250707 22:52:38,11.2,5
,7990,0,,250707 22:52:42,11.2,5.1
,7991,0,,250707 22:52:46,11.2,5.1
,7992,0,,250707 22:52:50,11.2,5
,7993,0,,250707 22:52:54,11.2,5
,7994,0,,250707 22:52:58,11.2,5
,7995,0,,250707 22:53:02,11.2,5
,7996,0,,250707 22:53:06,11.2,5.1
,7997,0,,250707 22:53:10,11.2,5
,7998,0,,250707 22:53:14,11.2,5
,7999,0,,250707 22:53:18,11.2,5
,8000,0,,250707 22:53:22,11.2,5
,8001,0,,250707 22:53:26,11.2,5
,8002,0,,250707 22:53:30,11.2,5
,8003,0,,250707 22:53:34,11.2,5
,8004,0,,250707 22:53:38,11.2,5.1
,8005,0,,250707 22:53:42,11.2,5
,8006,0,,250707 22:53:46,11.2,5.1
,8007,0,,250707 22:53:50,11.2,5
,8008,0,,250707 22:53:54,11.2,5
,8009,0,,250707 22:53:58,11.2,5
,8010,0,,250707 22:54:02,11.2,5
,8011,0,,250707 22:54:06,11.2,5
,8012,0,,250707 22:54:10,11.2,5
,8013,0,,250707 22:54:14,11.2,5
,8014,0,,250707 22:54:18,11.2,5
,8015,0,,250707 22:54:22,11.2,5
,8016,0,,250707 22:54:26,11.2,5
,8017,0,,250707 22:54:30,11.2,5
,8018,0,,250707 22:54:34,11.2,5
,8019,0,,250707 22:54:38,11.2,5
,8020,0,,250707 22:54:42,11.2,5
,8021,0,,250707 22:54:46,11.2,5
,8022,0,,250707 22:54:50,11.2,4.9
,8023,0,,250707 22:54:54,11.2,5
,8024,0,,250707 22:54:58,11.2,5
,8025,0,,250707 22:55:02,11.2,5
,8026,0,,250707 22:55:06,11.2,5
,8027,0,,250707 22:55:10,11.2,5
,8028,0,,250707 22:55:14,11.2,4.9
,8029,0,,250707 22:55:18,11.2,5
,8030,0,,250707 22:55:22,11.3,4.9
,8031,0,,250707 22:55:26,11.2,5
,8032,0,,250707 22:55:30,11.2,4.9
,8033,0,,250707 22:55:34,11.2,4.9
,8034,0,,250707 22:55:38,11.2,4.9
,8035,0,,250707 22:55:42,11.2,4.9
,8036,0,,250707 22:55:46,11.2,4.9
,8037,0,,250707 22:55:50,11.2,4.9
,8038,0,,250707 22:55:54,11.2,5
,8039,0,,250707 22:55:58,11.3,4.9
,8040,0,,250707 22:56:02,11.2,4.9
,8041,0,,250707 22:56:06,11.2,5
,8042,0,,250707 22:56:10,11.2,4.9
,8043,0,,250707 22:56:14,11.2,4.9
,8044,0,,250707 22:56:18,11.2,4.9
,8045,0,,250707 22:56:22,11.2,4.9
,8046,0,,250707 22:56:26,11.2,5
,8047,0,,250707 22:56:30,11.2,4.9
,8048,0,,250707 22:56:34,11.2,4.9
,8049,0,,250707 22:56:38,11.2,4.9
,8050,0,,250707 22:56:42,11.2,4.9
,8051,0,,250707 22:56:46,11.2,4.9
,8052,0,,250707 22:56:50,11.2,4.9
,8053,0,,250707 22:56:54,11.2,4.9
,8054,0,,250707 22:56:58,11.2,4.9
,8055,0,,250707 22:57:02,11.2,4.9
,8056,0,,250707 22:57:06,11.2,4.9
,8057,0,,250707 22:57:10,11.2,4.9
,8058,0,,250707 22:57:14,11.2,4.9
,8059,0,,250707 22:57:18,11.2,4.9
,8060,0,,250707 22:57:22,11.2,4.9
,8061,0,,250707 22:57:26,11.2,4.9
,8062,0,,250707 22:57:30,11.2,4.9
,8063,0,,250707 22:57:34,11.2,4.9
,8064,0,,250707 22:57:38,11.2,4.9
,8065,0,,250707 22:57:42,11.2,4.9
,8066,0,,250707 22:57:46,11.2,4.9
,8067,0,,250707 22:57:50,11.2,4.9
,8068,0,,250707 22:57:54,11.2,4.9
,8069,0,,250707 22:57:58,11.2,4.9
,8070,0,,250707 22:58:02,11.2,4.9
,8071,0,,250707 22:58:06,11.2,4.9
,8072,0,,250707 22:58:10,11.2,4.9
,8073,0,,250707 22:58:14,11.2,4.9
,8074,0,,250707 22:58:18,11.2,4.9
,8075,0,,250707 22:58:22,11.2,4.9
,8076,0,,250707 22:58:26,11.2,4.9
,8077,0,,250707 22:58:30,11.2,4.9
,8078,0,,250707 22:58:34,11.2,4.9
,8079,0,,250707 22:58:38,11.2,4.9
,8080,0,,250707 22:58:42,11.2,4.9
,8081,0,,250707 22:58:46,11.2,4.9
,8082,0,,250707 22:58:50,11.2,4.9
,8083,0,,250707 22:58:54,11.2,4.9
,8084,0,,250707 22:58:58,11.2,4.9
,8085,0,,250707 22:59:02,11.2,4.9
,8086,0,,250707 22:59:06,11.2,4.9
,8087,0,,250707 22:59:10,11.2,4.9
,8088,0,,250707 22:59:14,11.2,4.9
,8089,0,,250707 22:59:18,11.2,4.9
,8090,0,,250707 22:59:22,11.2,5
,8091,0,,250707 22:59:26,11.2,4.9
,8092,0,,250707 22:59:30,11.2,4.9
,8093,0,,250707 22:59:34,11.2,5
,8094,0,,250707 22:59:38,11.2,4.9
,8095,0,,250707 22:59:42,11.2,4.9
,8096,0,,250707 22:59:46,11.2,4.9
,8097,0,,250707 22:59:50,11.2,4.9
,8098,0,,250707 22:59:54,11.2,4.9
,8099,0,,250707 22:59:58,11.2,4.9
,8100,0,,250707 23:00:02,11.2,4.9
,8101,0,,250707 23:00:06,11.2,4.9
,8102,0,,250707 23:00:10,11.2,4.9
,8103,0,,250707 23:00:14,11.2,4.9
,8104,0,,250707 23:00:18,11.2,4.9
,8105,0,,250707 23:00:22,11.2,4.9
,8106,0,,250707 23:00:26,11.2,4.9
,8107,0,,250707 23:00:30,11.2,4.9
,8108,0,,250707 23:00:34,11.2,4.9
,8109,0,,250707 23:00:38,11.2,4.8
,8110,0,,250707 23:00:42,11.2,4.9
,8111,0,,250707 23:00:46,11.2,4.9
,8112,0,,250707 23:00:50,11.2,4.9
,8113,0,,250707 23:00:54,11.2,4.9
,8114,0,,250707 23:00:58,11.2,4.9
,8115,0,,250707 23:01:02,11.2,4.9
,8116,0,,250707 23:01:06,11.2,4.9
,8117,0,,250707 23:01:10,11.2,4.9
,8118,0,,250707 23:01:14,11.2,4.9
,8119,0,,250707 23:01:18,11.2,4.9
,8120,0,,250707 23:01:22,11.2,4.9
,8121,0,,250707 23:01:26,11.2,4.9
,8122,0,,250707 23:01:30,11.2,4.9
,8123,0,,250707 23:01:34,11.2,4.9
,8124,0,,250707 23:01:38,11.2,4.9
,8125,0,,250707 23:01:42,11.2,4.9
,8126,0,,250707 23:01:46,11.2,4.9
,8127,0,,250707 23:01:50,11.2,4.9
,8128,0,,250707 23:01:54,11.2,4.9
,8129,0,,250707 23:01:58,11.2,4.9
,8130,0,,250707 23:02:02,11.2,4.9
,8131,0,,250707 23:02:06,11.2,4.9
,8132,0,,250707 23:02:10,11.2,4.9
,8133,0,,250707 23:02:14,11.2,4.9
,8134,0,,250707 23:02:18,11.2,4.9
,8135,0,,250707 23:02:22,11.2,4.9
,8136,0,,250707 23:02:26,11.2,4.9
,8137,0,,250707 23:02:30,11.2,4.9
,8138,0,,250707 23:02:34,11.2,4.9
,8139,0,,250707 23:02:38,11.2,4.9
,8140,0,,250707 23:02:42,11.2,4.9
